game_id,team,opp,plays,expl20,expl15,epa_sum,succ,pass_plays,pace_secs,pace_plays,rz_trips,rz_td,season,game_date,old_game_id
,PIT,TEN,70,4,6,-11.289527040932729,29,47,1117.0,36,3,1,2009,2009-09-10,2009091000
,TEN,PIT,61,3,8,-2.358306402066197,22,36,1144.0,39,3,1,2009,2009-09-10,2009091000
,ATL,MIA,62,3,5,0.5245023481241692,25,38,754.0,27,5,2,2009,2009-09-13,2009091300
,MIA,ATL,55,2,4,-20.146277431931505,22,33,704.0,18,2,1,2009,2009-09-13,2009091300
,BAL,KC,85,4,9,19.693164797880623,43,44,1592.0,51,5,5,2009,2009-09-13,2009091301
,KC,BAL,44,3,3,-8.235599665219901,14,27,470.0,14,2,2,2009,2009-09-13,2009091301
,CAR,PHI,68,1,4,-47.85639263106662,19,39,583.0,18,4,1,2009,2009-09-13,2009091302
,PHI,CAR,62,1,6,-9.233305973107951,25,31,175.0,6,3,3,2009,2009-09-13,2009091302
,CIN,DEN,63,3,7,-8.22146150105863,26,36,1353.0,40,2,1,2009,2009-09-13,2009091303
,DEN,CIN,52,4,4,-5.346598444438724,19,32,925.0,30,1,1,2009,2009-09-13,2009091303
,CLE,MIN,60,1,6,-14.4166425132467,22,40,794.0,24,3,1,2009,2009-09-13,2009091304
,MIN,CLE,62,2,5,7.872176507665041,31,26,1418.0,41,6,4,2009,2009-09-13,2009091304
,HOU,NYJ,48,1,3,-17.35809418821261,17,35,531.0,15,1,0,2009,2009-09-13,2009091305
,NYJ,HOU,70,8,10,15.896880404161035,25,30,590.0,21,4,3,2009,2009-09-13,2009091305
,IND,JAX,67,3,7,3.108327476250108,27,39,1407.0,46,3,2,2009,2009-09-13,2009091306
,JAX,IND,56,2,3,-4.665925794079148,22,29,1048.0,34,2,1,2009,2009-09-13,2009091306
,DET,NO,54,2,3,-3.790549955420211,19,35,115.0,4,4,2,2009,2009-09-13,2009091307
,NO,DET,69,5,9,17.859249989253694,40,34,660.0,19,9,6,2009,2009-09-13,2009091307
,DAL,TB,52,6,9,17.401231962377746,22,28,811.0,27,5,4,2009,2009-09-13,2009091308
,TB,DAL,73,5,8,12.7824479800685,31,42,878.0,27,4,3,2009,2009-09-13,2009091308
,ARI,SF,61,3,6,-12.786227494166813,21,44,1066.0,31,2,1,2009,2009-09-13,2009091309
,SF,ARI,60,1,3,-11.17613523477039,18,35,920.0,27,3,2,2009,2009-09-13,2009091309
,NYG,WAS,59,6,8,-0.5991816861692844,23,30,855.0,24,4,1,2009,2009-09-13,2009091310
,WAS,NYG,50,3,7,-5.740131121466397,19,29,178.0,5,3,2,2009,2009-09-13,2009091310
,LA,SEA,57,2,4,-17.65557958664108,17,39,557.0,20,2,0,2009,2009-09-13,2009091311
,SEA,LA,70,4,4,9.473673299607805,34,36,891.0,33,5,4,2009,2009-09-13,2009091311
,CHI,GB,68,6,7,-24.127289989566993,24,37,1233.0,40,5,1,2009,2009-09-13,2009091312
,GB,CHI,53,1,3,-6.489491400526325,21,33,930.0,30,3,2,2009,2009-09-13,2009091312
,BUF,NE,48,3,10,6.690983072442193,21,29,796.0,23,2,2,2009,2009-09-14,2009091400
,NE,BUF,79,2,7,3.254504892686565,36,56,1575.0,49,5,3,2009,2009-09-14,2009091400
,LAC,LV,61,3,8,2.696143424722956,25,39,954.0,32,4,3,2009,2009-09-14,2009091401
,LV,LAC,64,3,7,-0.5154701123200247,25,32,1330.0,42,4,2,2009,2009-09-14,2009091401
,ATL,CAR,64,4,8,10.454742800118753,33,27,1368.0,43,5,4,2009,2009-09-20,2009092000
,CAR,ATL,67,6,11,8.702150195760847,29,42,1094.0,36,4,2,2009,2009-09-20,2009092000
,DET,MIN,66,2,2,-11.990296607992414,28,32,1240.0,38,2,1,2009,2009-09-20,2009092001
,MIN,DET,53,2,2,-1.8871782042140612,25,31,740.0,21,5,3,2009,2009-09-20,2009092001
,CIN,GB,59,3,3,-0.9215735054614478,26,25,1216.0,34,4,4,2009,2009-09-20,2009092002
,GB,CIN,62,5,9,-1.1954793845469749,26,44,863.0,31,3,2,2009,2009-09-20,2009092002
,ARI,JAX,56,2,10,13.948162786372016,29,32,640.0,16,3,3,2009,2009-09-20,2009092003
,JAX,ARI,67,4,11,-7.491463858829958,22,47,285.0,9,3,2,2009,2009-09-20,2009092003
,KC,LV,79,3,6,-2.815306634399491,33,41,1416.0,48,3,1,2009,2009-09-20,2009092004
,LV,KC,48,1,4,-9.534272886709331,15,26,761.0,25,1,1,2009,2009-09-20,2009092004
,NE,NYJ,66,1,5,-8.696441592024819,23,46,1273.0,41,3,0,2009,2009-09-20,2009092005
,NYJ,NE,53,2,5,-6.560011174907791,19,24,897.0,29,3,1,2009,2009-09-20,2009092005
,NO,PHI,65,5,13,16.25094520603912,28,36,872.0,30,7,5,2009,2009-09-20,2009092006
,PHI,NO,75,5,10,-5.982464440298071,35,54,725.0,28,6,2,2009,2009-09-20,2009092006
,HOU,TEN,66,6,7,9.328655991085377,24,39,1248.0,40,6,4,2009,2009-09-20,2009092007
,TEN,HOU,60,3,7,6.029416302166721,24,34,850.0,34,4,4,2009,2009-09-20,2009092007
,LA,WAS,50,2,2,-3.830801639008411,18,29,978.0,31,2,1,2009,2009-09-20,2009092008
,WAS,LA,67,3,7,2.084226329104648,28,37,1234.0,42,5,0,2009,2009-09-20,2009092008
,BUF,TB,68,6,6,-2.2550583371200226,33,33,572.0,21,6,2,2009,2009-09-20,2009092009
,TB,BUF,71,4,7,-16.53167147697625,22,52,616.0,18,3,3,2009,2009-09-20,2009092009
,SEA,SF,65,2,6,-15.484831228514466,24,42,208.0,9,3,1,2009,2009-09-20,2009092010
,SF,SEA,60,2,6,9.466058552781858,24,31,648.0,19,4,2,2009,2009-09-20,2009092010
,CHI,PIT,55,2,5,5.352278178914427,23,38,980.0,31,2,2,2009,2009-09-20,2009092011
,PIT,CHI,57,4,7,11.560348168476244,26,36,1180.0,35,3,2,2009,2009-09-20,2009092011
,CLE,DEN,55,2,4,-16.838745214078344,18,35,1082.0,33,1,0,2009,2009-09-20,2009092012
,DEN,CLE,73,6,8,12.666480128440483,30,37,1233.0,48,6,3,2009,2009-09-20,2009092012
,BAL,LAC,60,3,5,3.4468909611996015,32,28,1012.0,33,5,4,2009,2009-09-20,2009092013
,LAC,BAL,67,8,12,7.131759090324862,26,46,900.0,31,7,2,2009,2009-09-20,2009092013
,DAL,NYG,58,7,9,2.625072240205456,26,29,1009.0,38,4,4,2009,2009-09-20,2009092014
,NYG,DAL,64,7,10,7.678080197569323,23,38,1235.0,35,7,2,2009,2009-09-20,2009092014
,IND,MIA,35,5,9,15.641901325074963,14,24,525.0,19,3,3,2009,2009-09-21,2009092100
,MIA,IND,82,1,7,16.921687255121324,44,33,1821.0,51,2,2,2009,2009-09-21,2009092100
,BAL,CLE,66,5,10,19.151974715226615,31,38,443.0,15,7,4,2009,2009-09-27,2009092700
,CLE,BAL,51,1,3,-16.988249080974505,15,28,290.0,8,1,0,2009,2009-09-27,2009092700
,CIN,PIT,58,3,5,4.286291339458783,26,39,216.0,6,3,2,2009,2009-09-27,2009092701
,PIT,CIN,60,5,7,2.972745140351895,29,32,1077.0,28,4,2,2009,2009-09-27,2009092701
,DET,WAS,73,6,10,8.468299394185985,29,37,1099.0,34,4,2,2009,2009-09-27,2009092702
,WAS,DET,56,5,10,5.479273275982026,26,42,572.0,22,3,2,2009,2009-09-27,2009092702
,HOU,JAX,59,6,11,12.61406838140882,25,37,1165.0,38,5,3,2009,2009-09-27,2009092703
,JAX,HOU,58,5,8,17.51447312060128,28,30,1146.0,37,4,4,2009,2009-09-27,2009092703
,MIN,SF,72,5,8,-4.762680724034322,23,45,1140.0,40,4,3,2009,2009-09-27,2009092704
,SF,MIN,51,4,5,-6.30295456898035,17,25,664.0,21,3,2,2009,2009-09-27,2009092704
,ATL,NE,44,3,5,-1.3025456500608132,19,28,828.0,28,2,1,2009,2009-09-27,2009092705
,NE,ATL,79,3,9,15.575037338929143,38,42,1586.0,54,6,2,2009,2009-09-27,2009092705
,KC,PHI,51,2,2,-10.839652478833887,14,22,110.0,4,2,2,2009,2009-09-27,2009092706
,PHI,KC,61,3,6,8.411538255383842,28,36,454.0,14,6,4,2009,2009-09-27,2009092706
,GB,LA,59,5,7,13.7529307147682,26,25,619.0,21,6,4,2009,2009-09-27,2009092707
,LA,GB,69,2,6,-8.532361859653822,26,36,466.0,15,2,2,2009,2009-09-27,2009092707
,NYG,TB,74,3,4,13.166773814261665,33,27,727.0,19,5,3,2009,2009-09-27,2009092708
,TB,NYG,35,0,2,-21.03311230783194,10,26,81.0,2,1,0,2009,2009-09-27,2009092708
,BUF,NO,60,1,2,-5.980989360925929,22,39,913.0,37,1,1,2009,2009-09-27,2009092709
,NO,BUF,65,4,10,6.188462980443981,29,31,1252.0,40,5,3,2009,2009-09-27,2009092709
,CHI,SEA,57,4,6,-0.3694639530440478,27,30,514.0,16,5,3,2009,2009-09-27,2009092710
,SEA,CHI,75,4,7,-6.069165696418779,29,47,1057.0,37,3,1,2009,2009-09-27,2009092710
,NYJ,TEN,61,1,5,-18.62465973960712,19,33,961.0,28,4,3,2009,2009-09-27,2009092711
,TEN,NYJ,69,5,6,-18.065259040574684,22,39,620.0,27,3,2,2009,2009-09-27,2009092711
,DEN,LV,67,4,6,3.911737663848265,32,23,945.0,27,6,2,2009,2009-09-27,2009092712
,LV,DEN,47,0,3,-20.424678487979843,14,24,103.0,4,1,0,2009,2009-09-27,2009092712
,LAC,MIA,63,3,8,-0.9553508059192524,23,35,998.0,35,6,1,2009,2009-09-27,2009092713
,MIA,LAC,63,1,1,-9.311949289634681,30,32,1349.0,36,4,1,2009,2009-09-27,2009092713
,ARI,IND,70,2,10,-14.789111544308522,29,58,576.0,18,5,1,2009,2009-09-27,2009092714
,IND,ARI,66,7,12,7.849695626013063,30,35,624.0,24,7,4,2009,2009-09-27,2009092714
,CAR,DAL,51,2,4,-8.809804115690016,24,36,713.0,26,1,1,2009,2009-09-28,2009092800
,DAL,CAR,64,5,10,15.366408594140749,31,34,1441.0,41,4,1,2009,2009-09-28,2009092800
,CHI,DET,50,3,5,4.473080175977888,20,30,636.0,22,7,6,2009,2009-10-04,2009100400
,DET,CHI,78,7,10,-4.363714000960486,28,52,1135.0,37,4,3,2009,2009-10-04,2009100400
,CIN,CLE,74,5,10,2.0045542384158512,26,45,723.0,21,4,2,2009,2009-10-04,2009100401
,CLE,CIN,82,5,9,-17.775952633225657,31,49,884.0,26,5,2,2009,2009-10-04,2009100401
,HOU,LV,63,4,6,-10.771229959739554,17,25,580.0,19,7,3,2009,2009-10-04,2009100402
,LV,HOU,57,1,3,-33.931341233392416,11,35,247.0,8,1,0,2009,2009-10-04,2009100402
,IND,SEA,62,4,8,18.394927460652404,36,41,604.0,18,6,4,2009,2009-10-04,2009100403
,SEA,IND,68,2,5,-9.293832361684098,26,50,660.0,19,3,2,2009,2009-10-04,2009100403
,JAX,TEN,66,4,10,15.660162403006225,35,39,387.0,10,7,4,2009,2009-10-04,2009100404
,TEN,JAX,69,1,7,-2.6996401874169536,33,49,114.0,4,3,2,2009,2009-10-04,2009100404
,KC,NYG,63,2,4,-14.571240252132041,15,37,269.0,8,3,2,2009,2009-10-04,2009100405
,NYG,KC,70,5,9,2.3713808535212832,30,37,553.0,17,7,3,2009,2009-10-04,2009100405
,BAL,NE,65,3,5,6.09146838185597,30,48,554.0,20,4,2,2009,2009-10-04,2009100406
,NE,BAL,63,3,7,5.294677449214162,28,35,1106.0,31,5,3,2009,2009-10-04,2009100406
,TB,WAS,55,1,5,-16.129368620932855,19,25,902.0,27,3,1,2009,2009-10-04,2009100407
,WAS,TB,56,1,5,-9.349108853202173,21,24,1048.0,34,2,2,2009,2009-10-04,2009100407
,BUF,MIA,49,5,7,-22.79621473843327,13,32,403.0,14,3,1,2009,2009-10-04,2009100408
,MIA,BUF,72,4,5,10.896049867478945,36,28,718.0,23,5,4,2009,2009-10-04,2009100408
,NO,NYJ,62,2,9,-5.4968099214901205,21,32,769.0,22,4,1,2009,2009-10-04,2009100409
,NYJ,NO,57,2,6,-13.170525415751781,22,30,415.0,12,3,1,2009,2009-10-04,2009100409
,DAL,DEN,71,3,4,-13.683625333575186,29,46,1056.0,35,3,1,2009,2009-10-04,2009100410
,DEN,DAL,56,2,6,1.918585662036973,31,32,786.0,26,3,2,2009,2009-10-04,2009100410
,LA,SF,57,1,3,-29.327289521262653,15,29,634.0,22,0,0,2009,2009-10-04,2009100411
,SF,LA,54,2,5,-6.943041078848921,15,27,1054.0,31,2,2,2009,2009-10-04,2009100411
,LAC,PIT,47,2,8,1.3954472972389032,20,39,48.0,2,3,3,2009,2009-10-04,2009100412
,PIT,LAC,71,5,13,30.31984830479534,43,37,559.0,15,5,5,2009,2009-10-04,2009100412
,GB,MIN,63,6,10,6.0833570939014265,26,46,521.0,20,4,2,2009,2009-10-05,2009100500
,MIN,GB,60,4,8,6.947276888028233,26,32,1225.0,34,5,4,2009,2009-10-05,2009100500
,BAL,CIN,51,4,4,-3.295922121849477,18,33,773.0,27,2,1,2009,2009-10-11,2009101100
,CIN,BAL,64,5,8,2.522321610692673,29,31,962.0,31,4,2,2009,2009-10-11,2009101100
,BUF,CLE,68,2,4,-15.738633327549396,20,33,1245.0,44,2,0,2009,2009-10-11,2009101101
,CLE,BUF,59,1,3,-20.628733855772847,15,18,959.0,30,2,0,2009,2009-10-11,2009101101
,CAR,WAS,58,1,5,-14.879699079176328,22,28,980.0,29,4,2,2009,2009-10-11,2009101102
,WAS,CAR,52,1,1,-6.518568214511925,19,28,1121.0,32,3,2,2009,2009-10-11,2009101102
,DET,PIT,68,5,11,2.8483202236054224,28,43,590.0,16,2,1,2009,2009-10-11,2009101103
,PIT,DET,50,4,7,6.49677783937319,28,32,853.0,26,4,4,2009,2009-10-11,2009101103
,DAL,KC,60,6,9,14.490242351527302,28,35,515.0,14,4,2,2009,2009-10-11,2009101104
,KC,DAL,74,2,5,-8.671313423013464,22,45,809.0,29,3,2,2009,2009-10-11,2009101104
,LV,NYG,44,2,2,-21.81033407755376,11,19,93.0,2,1,1,2009,2009-10-11,2009101105
,NYG,LV,64,5,10,23.295028485134086,31,23,553.0,15,8,5,2009,2009-10-11,2009101105
,PHI,TB,46,5,8,10.544787093741768,19,27,376.0,13,5,4,2009,2009-10-11,2009101106
,TB,PHI,75,4,7,-19.920532199431246,23,53,774.0,23,4,2,2009,2009-10-11,2009101106
,LA,MIN,70,4,6,-9.298712379604693,32,40,123.0,4,5,1,2009,2009-10-11,2009101107
,MIN,LA,53,5,9,14.62353770174326,27,29,277.0,8,4,4,2009,2009-10-11,2009101107
,ATL,SF,70,5,9,19.92755493414839,34,32,587.0,21,7,6,2009,2009-10-11,2009101108
,SF,ATL,58,3,6,-9.359977419596294,14,41,407.0,13,3,1,2009,2009-10-11,2009101108
,ARI,HOU,55,5,7,2.104620356904373,25,39,889.0,27,4,3,2009,2009-10-11,2009101109
,HOU,ARI,71,4,9,-2.6569542272551594,33,50,568.0,18,5,3,2009,2009-10-11,2009101109
,DEN,NE,74,1,4,9.239338120888556,36,49,483.0,15,3,2,2009,2009-10-11,2009101110
,NE,DEN,60,2,6,-4.549426792025041,26,34,747.0,25,2,2,2009,2009-10-11,2009101110
,JAX,SEA,52,2,6,-27.946904935153885,15,37,469.0,17,2,0,2009,2009-10-11,2009101111
,SEA,JAX,68,3,7,15.32274050356926,30,31,863.0,32,6,4,2009,2009-10-11,2009101111
,IND,TEN,67,2,4,13.812430386579535,38,44,740.0,29,5,4,2009,2009-10-11,2009101112
,TEN,IND,56,1,2,-15.836090385315785,24,36,606.0,20,0,0,2009,2009-10-11,2009101112
,MIA,NYJ,64,3,6,21.496542867936366,34,28,1292.0,35,5,4,2009,2009-10-12,2009101200
,NYJ,MIA,53,3,5,8.304195279382238,27,23,1044.0,34,3,3,2009,2009-10-12,2009101200
,CIN,HOU,53,3,5,-10.862228521731655,24,36,843.0,28,2,2,2009,2009-10-18,2009101800
,HOU,CIN,71,5,8,10.473661515084348,28,42,1313.0,43,6,4,2009,2009-10-18,2009101800
,DET,GB,48,3,5,-28.989095533004523,12,30,71.0,2,1,0,2009,2009-10-18,2009101801
,GB,DET,69,6,10,7.040561845474844,32,41,270.0,9,6,2,2009,2009-10-18,2009101801
,JAX,LA,83,5,11,-1.5841426144212316,40,46,1291.0,40,6,3,2009,2009-10-18,2009101802
,LA,JAX,52,2,7,-5.193484757740138,16,34,1037.0,32,2,1,2009,2009-10-18,2009101802
,BAL,MIN,63,9,11,12.125041019763628,24,45,66.0,2,5,4,2009,2009-10-18,2009101803
,MIN,BAL,63,5,8,11.317053786600614,23,32,442.0,12,6,3,2009,2009-10-18,2009101803
,NO,NYG,70,8,12,26.3184132707596,36,31,606.0,19,8,7,2009,2009-10-18,2009101804
,NYG,NO,55,3,6,-1.0770022750974122,20,37,119.0,4,4,3,2009,2009-10-18,2009101804
,CLE,PIT,50,2,3,-18.7324803470341,15,28,463.0,17,3,2,2009,2009-10-18,2009101805
,PIT,CLE,71,10,12,10.30331763092506,37,38,1165.0,36,5,3,2009,2009-10-18,2009101805
,CAR,TB,66,2,5,-0.3929060256311845,34,18,1067.0,35,5,4,2009,2009-10-18,2009101806
,TB,CAR,45,5,6,-4.433762389815284,17,21,1183.0,31,2,2,2009,2009-10-18,2009101806
,KC,WAS,71,2,6,-11.86099033224468,21,37,1483.0,44,3,0,2009,2009-10-18,2009101807
,WAS,KC,52,3,4,-14.949444365728223,14,32,749.0,30,1,0,2009,2009-10-18,2009101807
,LV,PHI,62,3,5,-19.903279471997237,22,30,1085.0,32,2,1,2009,2009-10-18,2009101808
,PHI,LV,65,5,6,-18.487096434886844,19,51,998.0,38,1,0,2009,2009-10-18,2009101808
,ARI,SEA,71,1,4,0.5375284821987958,34,45,574.0,14,5,3,2009,2009-10-18,2009101809
,SEA,ARI,45,2,4,-23.164596972336497,7,34,0.0,0,1,0,2009,2009-10-18,2009101809
,NE,TEN,74,8,10,39.21230416252318,44,47,416.0,11,11,8,2009,2009-10-18,2009101810
,TEN,NE,48,3,4,-32.82577893824085,13,14,228.0,8,1,0,2009,2009-10-18,2009101810
,BUF,NYJ,74,2,3,-15.01594201575662,27,32,571.0,19,3,1,2009,2009-10-18,2009101811
,NYJ,BUF,72,6,6,-15.289433320736276,24,32,775.0,26,3,1,2009,2009-10-18,2009101811
,ATL,CHI,55,1,3,-1.5856558339757338,24,33,769.0,26,3,3,2009,2009-10-18,2009101812
,CHI,ATL,68,7,8,-5.5479053394389926,27,45,1372.0,41,5,2,2009,2009-10-18,2009101812
,DEN,LAC,63,2,5,8.642546438946987,25,30,1036.0,37,5,3,2009,2009-10-19,2009101900
,LAC,DEN,59,4,13,-8.071244011363467,23,38,1235.0,36,2,1,2009,2009-10-19,2009101900
,CHI,CIN,51,1,7,-13.626769204602477,18,39,285.0,7,2,1,2009,2009-10-25,2009102500
,CIN,CHI,69,3,8,26.241702851463085,36,24,468.0,14,7,6,2009,2009-10-25,2009102500
,CLE,GB,52,2,3,-26.766585505431443,11,31,462.0,14,2,0,2009,2009-10-25,2009102501
,GB,CLE,63,3,9,22.74141398467828,34,22,637.0,17,5,4,2009,2009-10-25,2009102501
,HOU,SF,58,4,6,0.9942085367998166,23,32,708.0,22,4,3,2009,2009-10-25,2009102502
,SF,HOU,52,4,7,2.7665957674404993,23,33,215.0,6,3,3,2009,2009-10-25,2009102502
,KC,LAC,60,2,3,-29.686298415954315,17,29,205.0,6,1,1,2009,2009-10-25,2009102503
,LAC,KC,63,6,8,6.053728531173604,22,30,539.0,18,6,3,2009,2009-10-25,2009102503
,MIN,PIT,77,4,9,-13.781896535555893,31,55,1233.0,40,6,2,2009,2009-10-25,2009102504
,PIT,MIN,48,3,5,-5.929522087821842,18,28,987.0,32,4,1,2009,2009-10-25,2009102504
,IND,LA,59,4,8,23.705237230894923,29,34,399.0,12,5,5,2009,2009-10-25,2009102505
,LA,IND,58,1,1,-7.130356447808644,23,28,190.0,6,2,0,2009,2009-10-25,2009102505
,NE,TB,59,4,8,10.751761067218593,31,33,240.0,6,6,4,2009,2009-10-25,2009102506
,TB,NE,58,2,5,-25.58881776396345,18,32,399.0,12,1,1,2009,2009-10-25,2009102506
,BUF,CAR,51,1,2,-12.54676157938003,14,24,680.0,25,4,2,2009,2009-10-25,2009102507
,CAR,BUF,70,3,7,-6.647222856842541,30,45,1273.0,43,3,1,2009,2009-10-25,2009102507
,LV,NYJ,52,4,6,-22.568939243281623,18,33,281.0,7,1,0,2009,2009-10-25,2009102508
,NYJ,LV,69,6,9,19.953291230093097,31,16,273.0,9,6,5,2009,2009-10-25,2009102508
,ATL,DAL,65,2,6,-2.9573172377734447,25,39,920.0,30,3,3,2009,2009-10-25,2009102509
,DAL,ATL,56,6,11,10.800330598999846,27,31,580.0,21,5,3,2009,2009-10-25,2009102509
,MIA,NO,69,3,5,-14.174689015667107,28,39,489.0,16,7,4,2009,2009-10-25,2009102510
,NO,MIA,70,6,7,0.5868481033168034,30,43,333.0,13,5,4,2009,2009-10-25,2009102510
,ARI,NYG,57,4,6,-9.386431958092599,23,38,1074.0,34,4,3,2009,2009-10-25,2009102511
,NYG,ARI,65,5,7,-12.986083086493622,22,40,726.0,24,3,2,2009,2009-10-25,2009102511
,PHI,WAS,52,3,5,-0.21570318753393272,18,29,331.0,10,2,2,2009,2009-10-26,2009102600
,WAS,PHI,68,3,7,-15.181846160621333,25,49,216.0,8,3,2,2009,2009-10-26,2009102600
,BAL,DEN,60,3,7,3.4625167965959553,25,26,865.0,31,5,3,2009,2009-11-01,2009110100
,DEN,BAL,57,1,2,-16.397988466299687,19,38,641.0,22,1,1,2009,2009-11-01,2009110100
,BUF,HOU,44,2,3,-12.816975341392697,14,24,666.0,23,2,1,2009,2009-11-01,2009110101
,HOU,BUF,73,4,9,9.04232416147232,40,37,1505.0,44,5,3,2009,2009-11-01,2009110101
,CHI,CLE,69,5,8,-6.943897616487683,24,34,699.0,21,7,2,2009,2009-11-01,2009110102
,CLE,CHI,50,1,2,-36.264740126058406,14,21,326.0,10,1,1,2009,2009-11-01,2009110102
,DAL,SEA,67,2,11,7.6192002469166935,31,38,944.0,32,4,4,2009,2009-11-01,2009110103
,SEA,DAL,63,3,5,-4.343358750104101,26,41,450.0,16,2,2,2009,2009-11-01,2009110103
,DET,LA,69,1,5,-6.127738107928662,29,36,929.0,27,3,1,2009,2009-11-01,2009110104
,LA,DET,60,5,8,5.652256464298556,26,36,497.0,19,5,2,2009,2009-11-01,2009110104
,GB,MIN,68,4,6,0.9707126676668447,27,49,385.0,12,5,3,2009,2009-11-01,2009110105
,MIN,GB,60,5,8,4.060809368223668,24,28,697.0,20,6,5,2009,2009-11-01,2009110105
,IND,SF,74,6,9,0.19143652347081952,27,53,1163.0,44,6,1,2009,2009-11-01,2009110106
,SF,IND,54,3,5,-9.496650599484472,21,36,867.0,29,2,2,2009,2009-11-01,2009110106
,MIA,NYJ,49,1,3,-13.04354337203512,12,29,672.0,25,3,3,2009,2009-11-01,2009110107
,NYJ,MIA,79,4,7,-10.312563587970757,26,39,1198.0,39,5,3,2009,2009-11-01,2009110107
,LAC,LV,55,4,7,15.709481097224398,25,25,1092.0,29,4,3,2009,2009-11-01,2009110108
,LV,LAC,54,0,1,-11.686148089162053,18,27,808.0,21,2,1,2009,2009-11-01,2009110108
,JAX,TEN,48,6,7,-2.9272083767098436,17,32,337.0,14,2,2,2009,2009-11-01,2009110109
,TEN,JAX,65,3,6,14.752802705367541,29,18,1455.0,40,4,3,2009,2009-11-01,2009110109
,ARI,CAR,63,0,5,-14.484122137047645,29,46,477.0,15,3,3,2009,2009-11-01,2009110110
,CAR,ARI,59,2,6,6.553934276956091,22,16,682.0,21,5,3,2009,2009-11-01,2009110110
,NYG,PHI,73,4,6,-5.496144099275755,24,41,62.0,2,3,2,2009,2009-11-01,2009110111
,PHI,NYG,48,6,10,18.81032794687775,20,25,125.0,4,7,5,2009,2009-11-01,2009110111
,ATL,NO,66,6,10,-3.5274684510201726,25,42,886.0,27,6,2,2009,2009-11-02,2009110200
,NO,ATL,69,6,11,6.434946448115419,38,35,1285.0,39,5,4,2009,2009-11-02,2009110200
,ATL,WAS,49,3,3,4.067148572874258,24,25,378.0,11,4,3,2009,2009-11-08,2009110800
,WAS,ATL,64,3,7,-5.045838420981085,28,32,204.0,6,2,2,2009,2009-11-08,2009110800
,ARI,CHI,65,4,9,18.689771822603472,32,34,694.0,20,6,5,2009,2009-11-08,2009110801
,CHI,ARI,62,8,11,6.721608132211397,27,50,324.0,10,3,3,2009,2009-11-08,2009110801
,BAL,CIN,53,1,5,-12.983194001702635,21,36,88.0,3,2,1,2009,2009-11-08,2009110802
,CIN,BAL,73,5,7,-3.7299970667594673,28,34,622.0,20,3,2,2009,2009-11-08,2009110802
,HOU,IND,69,2,6,0.5089593419032216,31,43,432.0,12,3,2,2009,2009-11-08,2009110803
,IND,HOU,71,1,6,-1.5335939770882328,35,53,509.0,24,4,2,2009,2009-11-08,2009110803
,JAX,KC,67,4,7,13.757194055238372,31,28,1389.0,42,5,3,2009,2009-11-08,2009110804
,KC,JAX,57,3,4,-0.5760499734022488,23,43,605.0,24,3,2,2009,2009-11-08,2009110804
,MIA,NE,70,5,9,2.0998598576246255,28,39,1367.0,44,2,2,2009,2009-11-08,2009110805
,NE,MIA,64,3,5,14.807338660959639,35,40,1037.0,38,6,2,2009,2009-11-08,2009110805
,GB,TB,73,5,7,-2.3583063066917975,29,41,1254.0,37,4,4,2009,2009-11-08,2009110806
,TB,GB,58,4,5,-0.9591006714414417,22,33,920.0,32,4,3,2009,2009-11-08,2009110806
,CAR,NO,70,3,5,-3.5858986775969925,31,31,811.0,23,5,2,2009,2009-11-08,2009110807
,NO,CAR,58,4,7,5.7936013490605145,27,36,257.0,7,6,2,2009,2009-11-08,2009110807
,DET,SEA,63,2,4,-17.152860264709673,27,42,931.0,28,3,2,2009,2009-11-08,2009110808
,SEA,DET,72,2,5,-10.223591674962197,32,54,504.0,23,6,2,2009,2009-11-08,2009110808
,LAC,NYG,53,2,7,-5.218671148050924,22,38,863.0,30,3,3,2009,2009-11-08,2009110809
,NYG,LAC,67,1,4,3.2619871863259444,27,38,1328.0,38,4,2,2009,2009-11-08,2009110809
,SF,TEN,69,3,4,-8.991913341435687,33,49,1093.0,36,5,3,2009,2009-11-08,2009110810
,TEN,SF,53,4,7,5.58735211726255,20,21,799.0,25,5,3,2009,2009-11-08,2009110810
,DAL,PHI,57,5,7,8.825802107674745,24,37,986.0,37,5,2,2009,2009-11-08,2009110811
,PHI,DAL,55,5,8,-2.553207218334485,20,32,1031.0,33,2,1,2009,2009-11-08,2009110811
,DEN,PIT,54,1,7,-18.324783643736616,17,40,1089.0,32,0,0,2009,2009-11-09,2009110900
,PIT,DEN,58,5,11,6.674884113373606,28,31,1028.0,28,4,3,2009,2009-11-09,2009110900
,CHI,SF,71,4,7,-21.70348627748381,26,50,1199.0,43,3,0,2009,2009-11-12,2009111200
,SF,CHI,53,3,4,-9.668661588797113,18,25,956.0,25,3,1,2009,2009-11-12,2009111200
,ATL,CAR,71,4,6,5.152094513927446,28,42,513.0,17,5,2,2009,2009-11-15,2009111500
,CAR,ATL,57,6,8,19.365988746940886,28,24,1029.0,36,4,4,2009,2009-11-15,2009111500
,MIA,TB,66,3,8,-4.786327819253302,24,30,795.0,25,4,2,2009,2009-11-15,2009111501
,TB,MIA,61,2,6,-6.696127944965548,21,30,536.0,16,2,2,2009,2009-11-15,2009111501
,DET,MIN,76,0,5,-20.554692698686935,23,54,537.0,18,2,1,2009,2009-11-15,2009111502
