game_id,team,opp,plays,expl20,expl15,epa_sum,succ,pass_plays,pace_secs,pace_plays,rz_trips,rz_td,season,game_date,old_game_id
,NYG,CLE,69,5,8,19.832649689395407,37,37,221.0,9,7,5,2012,2012-10-07,2012100703
,MIN,TEN,66,5,10,11.966454844277157,28,36,442.0,17,5,3,2012,2012-10-07,2012100704
,TEN,MIN,67,0,4,-5.764308096430289,26,49,480.0,14,2,1,2012,2012-10-07,2012100704
,CIN,MIA,65,3,6,-14.64161840749766,21,46,1045.0,31,2,1,2012,2012-10-07,2012100705
,MIA,CIN,59,5,7,-8.558172509561354,22,28,777.0,28,3,2,2012,2012-10-07,2012100705
,BAL,KC,53,4,8,-8.414854210578946,20,31,869.0,34,3,0,2012,2012-10-07,2012100706
,KC,BAL,67,3,5,-17.48459097533634,29,17,1289.0,42,3,0,2012,2012-10-07,2012100706
,CAR,SEA,52,2,4,-22.319003100513935,16,33,590.0,28,3,0,2012,2012-10-07,2012100707
,SEA,CAR,61,2,5,-6.94083024974687,23,27,1326.0,38,3,1,2012,2012-10-07,2012100707
,CHI,JAX,73,4,8,22.95238479447253,37,40,1186.0,40,5,3,2012,2012-10-07,2012100708
,JAX,CHI,52,3,4,-25.75732137483845,13,36,717.0,26,2,0,2012,2012-10-07,2012100708
,DEN,NE,65,6,8,0.15808557831940595,28,46,704.0,27,4,3,2012,2012-10-07,2012100709
,NE,DEN,86,4,9,11.799856931652668,46,35,935.0,40,5,4,2012,2012-10-07,2012100709
,BUF,SF,45,2,3,-12.820419394273765,14,27,705.0,22,2,0,2012,2012-10-07,2012100710
,SF,BUF,63,8,16,39.90787283131339,40,25,510.0,16,7,6,2012,2012-10-07,2012100710
,LAC,NO,65,6,9,6.925974903006439,33,47,942.0,29,4,3,2012,2012-10-07,2012100711
,NO,LAC,67,4,6,12.598265487096654,28,48,725.0,29,5,4,2012,2012-10-07,2012100711
,HOU,NYJ,63,4,8,4.936136468686308,25,28,988.0,30,4,2,2012,2012-10-08,2012100800
,NYJ,HOU,58,5,6,-10.821827769648085,22,35,659.0,26,4,2,2012,2012-10-08,2012100800
,PIT,TEN,63,4,6,5.311765426982522,22,41,1240.0,38,4,2,2012,2012-10-11,2012101100
,TEN,PIT,69,4,9,-2.5982132531378896,27,47,1054.0,39,4,2,2012,2012-10-11,2012101100
,ATL,LV,53,3,5,-10.31894866213178,23,38,922.0,29,2,1,2012,2012-10-14,2012101400
,LV,ATL,68,8,11,-4.557920479843766,30,36,1087.0,31,3,2,2012,2012-10-14,2012101400
,KC,TB,68,1,4,-24.27164559331201,23,38,1023.0,30,2,0,2012,2012-10-14,2012101401
,TB,KC,49,6,11,22.286249475429035,21,26,585.0,19,6,4,2012,2012-10-14,2012101401
,IND,NYJ,62,4,6,-7.5427155931266,24,46,377.0,10,3,0,2012,2012-10-14,2012101402
,NYJ,IND,63,3,5,18.13632737454759,30,20,920.0,28,5,5,2012,2012-10-14,2012101402
,CIN,CLE,66,4,9,-10.061345804798044,33,46,673.0,24,5,3,2012,2012-10-14,2012101403
,CLE,CIN,64,3,4,-3.096865134742307,24,31,1088.0,37,4,3,2012,2012-10-14,2012101403
,DET,PHI,73,4,11,-0.13566689941481092,31,45,661.0,24,4,2,2012,2012-10-14,2012101404
,PHI,DET,76,2,8,-11.26139732599155,30,47,1426.0,52,4,2,2012,2012-10-14,2012101404
,LA,MIA,70,7,10,14.391037799309178,34,43,928.0,31,3,1,2012,2012-10-14,2012101405
,MIA,LA,48,1,1,-3.57379266651612,21,31,747.0,24,2,2,2012,2012-10-14,2012101405
,BAL,DAL,48,4,6,14.377670824886295,28,27,612.0,25,5,4,2012,2012-10-14,2012101406
,DAL,BAL,80,3,8,18.823286809645595,37,38,1150.0,32,5,3,2012,2012-10-14,2012101406
,ARI,BUF,70,4,10,-11.301813024536244,26,40,1170.0,38,2,1,2012,2012-10-14,2012101407
,BUF,ARI,67,2,6,-10.077713609554623,30,34,1051.0,32,3,2,2012,2012-10-14,2012101407
,NE,SEA,84,6,9,3.6293285250217067,37,58,1026.0,41,7,2,2012,2012-10-14,2012101408
,SEA,NE,53,6,7,1.8571492727581567,23,29,758.0,25,4,3,2012,2012-10-14,2012101408
,NYG,SF,63,4,8,0.8647320492926751,24,28,939.0,30,6,2,2012,2012-10-14,2012101409
,SF,NYG,60,4,6,-14.971077731718617,24,43,700.0,23,0,0,2012,2012-10-14,2012101409
,MIN,WAS,82,4,10,-0.6766071812735457,37,58,642.0,25,7,2,2012,2012-10-14,2012101410
,WAS,MIN,53,2,9,15.419214006735032,27,23,759.0,22,4,4,2012,2012-10-14,2012101410
,GB,HOU,70,5,9,15.003847852517708,28,39,611.0,24,6,6,2012,2012-10-14,2012101411
,HOU,GB,69,1,7,-7.434222084248694,26,41,253.0,9,3,2,2012,2012-10-14,2012101411
,DEN,LAC,52,5,6,6.773293297909421,24,30,65.0,2,4,3,2012,2012-10-15,2012101500
,LAC,DEN,71,2,3,-19.94695607627155,29,44,227.0,8,3,2,2012,2012-10-15,2012101500
,SEA,SF,53,2,5,-6.05070192864799,21,25,1121.0,33,1,0,2012,2012-10-18,2012101800
,SF,SEA,55,2,6,4.111388366101472,22,25,1159.0,34,5,1,2012,2012-10-18,2012101800
,NYG,WAS,59,3,7,9.32402706768751,28,41,1118.0,39,4,3,2012,2012-10-21,2012102100
,WAS,NYG,69,7,13,4.584882596573211,35,31,1296.0,39,4,2,2012,2012-10-21,2012102100
,ARI,MIN,69,3,9,-10.01528337271316,32,43,914.0,26,4,2,2012,2012-10-21,2012102101
,MIN,ARI,47,2,3,-8.853004592123053,16,20,707.0,20,2,2,2012,2012-10-21,2012102101
,CAR,DAL,59,6,8,-3.1300644623906284,25,38,895.0,27,3,2,2012,2012-10-21,2012102102
,DAL,CAR,64,2,3,-0.48823997858603363,24,34,1120.0,34,4,1,2012,2012-10-21,2012102102
,NO,TB,62,5,10,20.29818759581524,35,36,675.0,25,5,5,2012,2012-10-21,2012102103
,TB,NO,67,6,12,23.242781865708746,27,42,1277.0,34,6,4,2012,2012-10-21,2012102103
,GB,LA,64,2,9,15.236888841497949,27,39,993.0,31,4,3,2012,2012-10-21,2012102104
,LA,GB,58,3,8,1.4083560308741059,24,36,931.0,28,3,2,2012,2012-10-21,2012102104
,BAL,HOU,59,0,3,-26.778074025334597,23,47,279.0,11,2,1,2012,2012-10-21,2012102105
,HOU,BAL,74,3,6,15.243077716210585,37,38,486.0,15,6,4,2012,2012-10-21,2012102105
,CLE,IND,58,2,4,5.3589730077049404,27,41,1009.0,35,2,2,2012,2012-10-21,2012102106
,IND,CLE,69,2,4,5.1980596318866725,36,32,1322.0,44,3,2,2012,2012-10-21,2012102106
,BUF,TEN,60,4,6,9.91821451314933,34,36,1359.0,42,5,4,2012,2012-10-21,2012102107
,TEN,BUF,61,4,10,20.42041712987787,26,35,1094.0,35,5,5,2012,2012-10-21,2012102107
,NE,NYJ,74,2,9,5.683980166200363,34,43,822.0,31,4,3,2012,2012-10-21,2012102108
,NYJ,NE,78,6,10,8.270094923085704,31,45,739.0,23,4,2,2012,2012-10-21,2012102108
,JAX,LV,59,2,3,-19.68914279414294,16,34,628.0,21,2,2,2012,2012-10-21,2012102109
,LV,JAX,72,3,6,-12.536748599831249,27,47,401.0,13,5,2,2012,2012-10-21,2012102109
,CIN,PIT,48,0,1,-5.8720001435230555,19,28,811.0,28,2,2,2012,2012-10-21,2012102110
,PIT,CIN,70,8,10,8.824442715992573,30,42,1098.0,34,3,2,2012,2012-10-21,2012102110
,CHI,DET,68,4,7,-5.61829504783182,19,37,378.0,13,4,1,2012,2012-10-22,2012102200
,DET,CHI,67,3,8,-11.302507076411043,29,49,215.0,7,4,1,2012,2012-10-22,2012102200
,MIN,TB,59,5,7,-14.660160183522557,19,38,248.0,9,4,2,2012,2012-10-25,2012102500
,TB,MIN,77,4,6,8.890635193004634,31,38,649.0,20,7,4,2012,2012-10-25,2012102500
,GB,JAX,63,2,2,-10.406336112628894,24,38,1013.0,34,5,2,2012,2012-10-28,2012102800
,JAX,GB,72,5,12,-13.909595748436281,18,52,853.0,32,4,1,2012,2012-10-28,2012102800
,MIA,NYJ,55,2,5,-11.634909058526965,19,26,340.0,11,3,2,2012,2012-10-28,2012102801
,NYJ,MIA,80,4,8,-13.762787638921747,33,59,211.0,7,5,1,2012,2012-10-28,2012102801
,CLE,LAC,60,3,4,-5.872765266161419,20,29,1097.0,41,1,1,2012,2012-10-28,2012102802
,LAC,CLE,68,2,2,-15.638994580486482,29,34,1145.0,38,2,0,2012,2012-10-28,2012102802
,IND,TEN,73,4,11,15.173953796385849,35,40,1046.0,39,4,2,2012,2012-10-28,2012102803
,TEN,IND,56,3,6,9.967672099850004,23,31,1016.0,32,3,1,2012,2012-10-28,2012102803
,LA,NE,56,4,7,-8.733927031604463,25,33,434.0,11,2,1,2012,2012-10-28,2012102804
,NE,LA,66,7,14,27.92675910517769,33,38,734.0,23,7,6,2012,2012-10-28,2012102804
,ATL,PHI,68,3,5,11.289348509030333,30,31,865.0,24,5,3,2012,2012-10-28,2012102805
,PHI,ATL,61,1,3,-0.6036845183515749,26,37,44.0,2,3,2,2012,2012-10-28,2012102805
,CAR,CHI,77,3,10,-5.798853816825148,30,41,1324.0,47,4,1,2012,2012-10-28,2012102806
,CHI,CAR,53,1,3,-10.006562398453072,20,34,592.0,21,3,2,2012,2012-10-28,2012102806
,DET,SEA,73,3,7,20.299140019858743,34,51,1207.0,38,4,4,2012,2012-10-28,2012102807
,SEA,DET,54,1,7,8.022345003644334,23,35,939.0,32,4,3,2012,2012-10-28,2012102807
,PIT,WAS,61,3,6,13.11872624274089,27,34,775.0,22,5,3,2012,2012-10-28,2012102808
,WAS,PIT,55,3,4,0.2680659543771804,22,36,76.0,2,3,1,2012,2012-10-28,2012102808
,KC,LV,58,2,5,-14.262869278611086,23,37,846.0,24,3,1,2012,2012-10-28,2012102809
,LV,KC,61,6,9,-1.4772631190635852,20,28,881.0,30,7,2,2012,2012-10-28,2012102809
,DAL,NYG,81,6,9,-12.877872128442304,39,65,511.0,17,4,3,2012,2012-10-28,2012102810
,NYG,DAL,58,2,4,-12.022041948728349,21,30,572.0,17,4,1,2012,2012-10-28,2012102810
,DEN,NO,70,9,13,19.577839085705314,38,30,819.0,30,6,4,2012,2012-10-28,2012102811
,NO,DEN,59,2,6,-6.311854833390093,24,43,654.0,22,2,2,2012,2012-10-28,2012102811
,ARI,SF,65,3,7,-9.343294037187391,21,56,360.0,10,2,0,2012,2012-10-29,2012102900
,SF,ARI,52,5,7,7.564578108436427,24,23,703.0,19,3,3,2012,2012-10-29,2012102900
,KC,LAC,60,2,3,-9.952321188896061,26,30,855.0,27,1,1,2012,2012-11-01,2012110100
,LAC,KC,47,5,6,11.97247194243452,26,21,963.0,28,5,2,2012,2012-11-01,2012110100
,CAR,WAS,50,3,6,12.692372770435735,21,23,808.0,28,3,3,2012,2012-11-04,2012110400
,WAS,CAR,75,2,8,3.4773915999903355,32,43,861.0,25,3,1,2012,2012-11-04,2012110400
,ARI,GB,66,5,6,-8.209266600702268,26,48,527.0,18,3,2,2012,2012-11-04,2012110401
,GB,ARI,66,5,7,6.431028627196062,29,31,1058.0,34,7,4,2012,2012-11-04,2012110401
,DET,JAX,66,3,6,23.18057461186679,32,34,907.0,30,4,4,2012,2012-11-04,2012110402
,JAX,DET,61,3,3,1.3701378681210326,33,41,174.0,6,2,2,2012,2012-11-04,2012110402
,CHI,TEN,62,4,8,1.2759630325588578,22,29,148.0,5,8,4,2012,2012-11-04,2012110403
,TEN,CHI,56,3,7,-27.31605728956193,25,38,189.0,7,3,2,2012,2012-11-04,2012110403
,CIN,DEN,71,3,7,3.4756666558554277,31,46,959.0,37,4,2,2012,2012-11-04,2012110404
,DEN,CIN,59,4,7,10.696949130310912,27,35,1166.0,39,5,4,2012,2012-11-04,2012110404
,BAL,CLE,62,3,5,1.2429227483869973,22,26,969.0,30,3,3,2012,2012-11-04,2012110405
,CLE,BAL,65,2,5,-16.602223314013948,23,38,631.0,22,5,0,2012,2012-11-04,2012110405
,BUF,HOU,57,3,6,-7.98870128928971,20,41,1114.0,35,3,0,2012,2012-11-04,2012110406
,HOU,BUF,60,4,7,11.414018161148208,28,29,1064.0,31,4,3,2012,2012-11-04,2012110406
,IND,MIA,75,9,13,19.895615497082137,31,49,1278.0,49,3,2,2012,2012-11-04,2012110407
,MIA,IND,57,3,8,9.514368840270262,26,40,880.0,31,4,2,2012,2012-11-04,2012110407
,MIN,SEA,53,3,6,-0.8016906692523467,20,26,964.0,33,3,2,2012,2012-11-04,2012110408
,SEA,MIN,70,5,6,17.302916804894263,36,26,1201.0,38,6,4,2012,2012-11-04,2012110408
,LV,TB,76,6,8,-3.189118460821184,33,65,774.0,29,5,4,2012,2012-11-04,2012110409
,TB,LV,62,7,7,22.334777507065766,29,31,1103.0,39,7,6,2012,2012-11-04,2012110409
,NYG,PIT,48,2,3,-9.764034758958768,15,26,1070.0,31,2,1,2012,2012-11-04,2012110410
,PIT,NYG,65,4,7,-4.456365266869,26,33,1191.0,35,5,3,2012,2012-11-04,2012110410
,ATL,DAL,63,8,12,11.392083195786407,28,37,1027.0,34,4,1,2012,2012-11-04,2012110411
,DAL,ATL,54,4,8,6.273963702416165,26,36,1187.0,35,3,1,2012,2012-11-04,2012110411
,NO,PHI,53,6,9,14.632647014759826,29,29,597.0,19,4,3,2012,2012-11-05,2012110500
,PHI,NO,75,5,7,7.978142514916248,34,46,804.0,25,6,1,2012,2012-11-05,2012110500
,IND,JAX,61,4,9,2.832383375004162,27,28,558.0,16,5,2,2012,2012-11-08,2012110800
,JAX,IND,63,3,7,-11.871964390737809,26,51,326.0,12,2,1,2012,2012-11-08,2012110800
,CAR,DEN,64,3,8,-20.875996511276604,28,43,393.0,13,2,2,2012,2012-11-11,2012111100
,DEN,CAR,59,4,7,-7.718964236618024,28,39,377.0,12,4,2,2012,2012-11-11,2012111100
,LAC,TB,65,5,9,4.258692996987519,28,39,1450.0,38,4,3,2012,2012-11-11,2012111101
,TB,LAC,43,3,4,10.541584327522214,20,21,962.0,27,2,2,2012,2012-11-11,2012111101
,MIA,TEN,55,0,3,-24.210118021369126,24,41,242.0,8,1,0,2012,2012-11-11,2012111102
,TEN,MIA,57,4,8,7.383548915055771,27,23,379.0,14,5,3,2012,2012-11-11,2012111102
,BUF,NE,71,5,9,20.156765403591926,40,43,233.0,6,7,4,2012,2012-11-11,2012111103
,NE,BUF,68,3,8,13.145732999471004,30,39,1022.0,40,5,4,2012,2012-11-11,2012111103
,BAL,LV,62,6,10,17.984343461524954,27,34,494.0,17,8,7,2012,2012-11-11,2012111104
,LV,BAL,73,6,7,-2.411662480683891,30,49,229.0,8,5,2,2012,2012-11-11,2012111104
,CIN,NYG,56,1,3,4.920850157728871,24,30,144.0,6,5,4,2012,2012-11-11,2012111105
,NYG,CIN,70,1,3,-19.717558189082073,28,50,38.0,2,3,1,2012,2012-11-11,2012111105
,ATL,NO,71,4,9,12.131183296323655,35,53,917.0,29,6,3,2012,2012-11-11,2012111106
,NO,ATL,60,4,8,21.162062167596556,30,32,854.0,29,5,4,2012,2012-11-11,2012111106
,DET,MIN,61,5,9,1.0566055444496651,25,44,178.0,8,4,3,2012,2012-11-11,2012111107
,MIN,DET,66,6,10,9.129297516184131,25,33,757.0,23,6,3,2012,2012-11-11,2012111107
,NYJ,SEA,50,2,2,-21.22687162587424,20,28,1090.0,34,1,0,2012,2012-11-11,2012111108
,SEA,NYJ,65,4,9,0.3975988383262734,28,24,1209.0,37,4,4,2012,2012-11-11,2012111108
,DAL,PHI,53,3,6,4.4143250076786105,22,29,1248.0,37,3,2,2012,2012-11-11,2012111109
,PHI,DAL,65,5,6,-9.205780827511534,27,42,873.0,27,4,3,2012,2012-11-11,2012111109
,LA,SF,78,4,8,19.874618010872048,37,41,1101.0,37,4,3,2012,2012-11-11,2012111110
,SF,LA,64,2,5,9.305703110616351,33,30,463.0,17,4,3,2012,2012-11-11,2012111110
,CHI,HOU,56,2,4,-27.784085479695207,15,33,993.0,29,1,0,2012,2012-11-11,2012111111
,HOU,CHI,60,3,4,-16.85276024217048,18,27,1098.0,37,2,1,2012,2012-11-11,2012111111
,KC,PIT,62,2,3,-8.594329438790735,24,27,1082.0,35,3,1,2012,2012-11-12,2012111200
,PIT,KC,61,3,5,-13.864297249719467,18,32,840.0,25,4,1,2012,2012-11-12,2012111200
,BUF,MIA,60,3,5,-8.991456890715044,22,30,1024.0,30,4,0,2012,2012-11-15,2012111500
,MIA,BUF,55,0,4,-20.214886090596163,17,31,377.0,13,2,2,2012,2012-11-15,2012111500
,PHI,WAS,71,5,6,-21.481324712364422,21,50,542.0,18,2,0,2012,2012-11-18,2012111800
,WAS,PHI,50,6,9,13.521341044693255,20,17,320.0,8,6,4,2012,2012-11-18,2012111800
,DET,GB,67,6,9,-5.032591533085336,23,43,1014.0,38,4,2,2012,2012-11-18,2012111801
,GB,DET,59,4,7,1.2622413253403884,26,30,1106.0,34,4,2,2012,2012-11-18,2012111801
,ARI,ATL,56,2,3,-27.477610493946234,15,30,800.0,25,4,1,2012,2012-11-18,2012111802
,ATL,ARI,68,4,7,-26.163060892786156,24,47,503.0,19,2,1,2012,2012-11-18,2012111802
,CAR,TB,63,5,8,-5.774543565410398,24,30,1129.0,38,3,2,2012,2012-11-18,2012111803
,TB,CAR,76,5,10,-0.10835176227615806,30,46,815.0,28,4,3,2012,2012-11-18,2012111803
,CLE,DAL,68,3,5,-4.4650385851757814,27,35,599.0,20,4,2,2012,2012-11-18,2012111804
,DAL,CLE,77,2,3,-0.3857196798636977,38,56,385.0,11,6,2,2012,2012-11-18,2012111804
,LA,NYJ,65,3,4,-14.517983160811362,27,45,913.0,28,2,2,2012,2012-11-18,2012111805
,NYJ,LA,63,2,4,2.4058968864198853,22,24,1277.0,40,5,3,2012,2012-11-18,2012111805
,IND,NE,75,6,12,-9.986640966442524,34,51,1002.0,35,3,3,2012,2012-11-18,2012111806
,NE,IND,60,4,11,27.58411952234452,29,35,898.0,34,7,5,2012,2012-11-18,2012111806
,HOU,JAX,92,8,11,15.56675135342497,54,57,919.0,30,7,4,2012,2012-11-18,2012111807
,JAX,HOU,65,6,8,11.18390957103184,18,36,1205.0,33,5,4,2012,2012-11-18,2012111807
,CIN,KC,69,6,9,16.301392215373504,28,31,627.0,21,4,4,2012,2012-11-18,2012111808
,KC,CIN,59,4,7,-16.852478256732365,21,32,459.0,15,2,0,2012,2012-11-18,2012111808
,LV,NO,68,6,10,-6.083773162776256,30,42,199.0,7,4,2,2012,2012-11-18,2012111809
,NO,LV,53,4,11,17.48386372265242,26,27,505.0,17,5,4,2012,2012-11-18,2012111809
,DEN,LAC,69,3,7,-7.514634103147712,29,45,702.0,26,6,3,2012,2012-11-18,2012111810
,LAC,DEN,67,3,6,-18.9591211111602,20,44,617.0,18,3,2,2012,2012-11-18,2012111810
,BAL,PIT,56,2,2,-12.166895283249968,17,34,921.0,35,2,0,2012,2012-11-18,2012111811
,PIT,BAL,69,4,7,-9.563525779240326,24,42,1047.0,33,2,1,2012,2012-11-18,2012111811
,CHI,SF,56,0,1,-18.74743704073124,22,28,77.0,2,1,1,2012,2012-11-19,2012111900
,SF,CHI,53,5,5,11.491504211825802,22,25,383.0,10,7,3,2012,2012-11-19,2012111900
,DET,HOU,87,9,10,8.715062073754078,37,64,1388.0,46,4,4,2012,2012-11-22,2012112200
,HOU,DET,78,6,11,15.590563480811614,30,50,848.0,29,5,4,2012,2012-11-22,2012112200
,DAL,WAS,74,4,7,6.953873305332389,29,63,457.0,15,5,3,2012,2012-11-22,2012112201
,WAS,DAL,60,4,8,16.91111476482862,32,31,572.0,15,6,5,2012,2012-11-22,2012112201
,NE,NYJ,62,4,5,23.23755352243136,35,25,404.0,18,5,5,2012,2012-11-22,2012112202
,NYJ,NE,64,3,5,-13.337597900381814,32,36,493.0,14,4,2,2012,2012-11-22,2012112202
,CIN,LV,63,7,8,13.636211837861214,27,32,333.0,11,5,4,2012,2012-11-25,2012112500
,LV,CIN,61,2,3,-25.518820938198967,24,38,237.0,6,1,1,2012,2012-11-25,2012112500
,CLE,PIT,64,1,5,-18.89238859828988,19,30,1144.0,33,4,2,2012,2012-11-25,2012112501
,PIT,CLE,55,1,4,-31.529885069398635,15,35,768.0,28,1,1,2012,2012-11-25,2012112501
,BUF,IND,58,4,5,-2.0893246118081965,20,35,782.0,29,3,1,2012,2012-11-25,2012112502
,IND,BUF,66,4,7,2.060852200908224,26,40,1195.0,45,3,1,2012,2012-11-25,2012112502
,JAX,TEN,59,8,9,2.1145216570712817,26,33,801.0,25,3,3,2012,2012-11-25,2012112503
,TEN,JAX,70,6,9,1.4806388287336396,28,41,1323.0,43,4,1,2012,2012-11-25,2012112503
,DEN,KC,63,5,12,7.476077913912913,27,39,1039.0,33,5,2,2012,2012-11-25,2012112504
,KC,DEN,58,1,4,-7.129373684785676,20,28,1250.0,35,2,0,2012,2012-11-25,2012112504
,CHI,MIN,71,1,3,-5.603326387606703,30,32,977.0,28,4,3,2012,2012-11-25,2012112505
,MIN,CHI,65,2,2,-18.823733926918223,24,45,334.0,13,3,1,2012,2012-11-25,2012112505
,ATL,TB,57,5,9,8.822603096059725,28,33,1023.0,31,5,3,2012,2012-11-25,2012112506
,TB,ATL,54,6,7,10.795503134708028,24,33,1179.0,33,3,2,2012,2012-11-25,2012112506
,MIA,SEA,52,7,13,18.969777414761502,31,25,858.0,26,3,3,2012,2012-11-25,2012112507
,SEA,MIA,56,5,7,7.639438576843711,25,29,1200.0,33,3,3,2012,2012-11-25,2012112507
,BAL,LAC,91,6,10,0.5715973062224005,35,56,933.0,31,4,1,2012,2012-11-25,2012112508
,LAC,BAL,65,2,5,-3.8698287897813355,25,42,1004.0,29,2,1,2012,2012-11-25,2012112508
,NO,SF,64,3,3,-17.82984589384266,27,45,1049.0,31,3,3,2012,2012-11-25,2012112509
,SF,NO,56,5,7,10.147787232734743,23,25,816.0,26,4,2,2012,2012-11-25,2012112509
,ARI,LA,76,4,5,-22.19594459966335,33,53,1146.0,39,5,2,2012,2012-11-25,2012112510
,LA,ARI,53,6,9,3.6989288236318414,20,20,773.0,27,5,2,2012,2012-11-25,2012112510
,GB,NYG,58,3,6,-10.58461007730143,23,32,203.0,6,3,1,2012,2012-11-25,2012112511
,NYG,GB,61,3,8,17.024494964881583,27,31,452.0,15,6,5,2012,2012-11-25,2012112511
,CAR,PHI,63,5,6,13.062194725441818,29,30,1210.0,36,6,4,2012,2012-11-26,2012112600
,PHI,CAR,49,2,7,-4.503744870940491,24,23,773.0,24,3,2,2012,2012-11-26,2012112600
,ATL,NO,54,2,6,-6.444545087432299,20,34,617.0,21,3,2,2012,2012-11-29,2012112900
,NO,ATL,74,5,8,-12.415711647620872,34,51,558.0,18,3,1,2012,2012-11-29,2012112900
,CHI,SEA,59,2,5,8.99598376788613,24,27,1359.0,40,3,2,2012,2012-12-02,2012120200
,SEA,CHI,71,5,6,16.00490394107203,35,39,1061.0,32,4,3,2012,2012-12-02,2012120200
,GB,MIN,73,4,7,13.64029340364672,36,37,1329.0,43,4,2,2012,2012-12-02,2012120201
,MIN,GB,53,4,5,1.2535152023605456,23,25,536.0,17,3,2,2012,2012-12-02,2012120201
,LA,SF,67,3,4,-8.422779751546374,25,40,960.0,30,2,0,2012,2012-12-02,2012120202
,SF,LA,70,4,6,-5.173642348079017,27,34,1022.0,30,3,1,2012,2012-12-02,2012120202
,ARI,NYJ,54,2,3,-33.5609864915684,9,33,841.0,32,2,0,2012,2012-12-02,2012120203
,NYJ,ARI,74,1,5,-20.43469269943376,28,31,1386.0,43,2,1,2012,2012-12-02,2012120203
,CAR,KC,51,5,7,15.709825048336317,28,29,693.0,23,3,3,2012,2012-12-02,2012120204
,KC,CAR,67,3,8,15.49211131710563,29,24,1559.0,46,3,3,2012,2012-12-02,2012120204
,DET,IND,75,4,7,1.487795996362277,27,46,1544.0,45,5,3,2012,2012-12-02,2012120205
,IND,DET,71,6,8,8.660096184885097,31,53,395.0,15,5,5,2012,2012-12-02,2012120205
,BUF,JAX,62,2,4,5.209824303805815,26,17,1183.0,33,6,4,2012,2012-12-02,2012120206
,JAX,BUF,63,3,4,-21.859997805199743,22,45,582.0,21,3,2,2012,2012-12-02,2012120206
,MIA,NE,58,4,6,-10.081412116694327,21,31,616.0,22,2,1,2012,2012-12-02,2012120207
,NE,MIA,73,2,2,5.7943226093509885,32,43,1020.0,42,4,2,2012,2012-12-02,2012120207
,HOU,TEN,67,2,5,-0.9280189508319001,26,35,534.0,20,3,3,2012,2012-12-02,2012120208
,TEN,HOU,67,6,10,-22.401602534945404,17,50,220.0,9,3,1,2012,2012-12-02,2012120208
,DEN,TB,65,1,5,0.3781448083229049,33,38,1033.0,33,4,3,2012,2012-12-02,2012120209
,TB,DEN,61,4,5,-10.39133709885401,20,40,850.0,28,3,2,2012,2012-12-02,2012120209
,BAL,PIT,56,3,4,-4.114166451871805,21,36,1110.0,38,3,2,2012,2012-12-02,2012120210
,PIT,BAL,65,5,9,-1.5544664128200367,29,39,1022.0,27,4,2,2012,2012-12-02,2012120210
,CLE,LV,66,8,10,13.436549772997417,34,37,923.0,31,4,2,2012,2012-12-02,2012120211
,LV,CLE,69,3,5,12.833370666468884,35,52,466.0,21,2,2,2012,2012-12-02,2012120211
,CIN,LAC,71,1,7,-10.185318505290784,30,39,1161.0,40,4,2,2012,2012-12-02,2012120212
,LAC,CIN,62,2,8,-11.165656192120851,23,51,1171.0,38,3,0,2012,2012-12-02,2012120212
,DAL,PHI,61,6,10,24.058061934039596,31,29,1050.0,31,5,4,2012,2012-12-02,2012120213
,PHI,DAL,61,6,12,8.444846408015948,27,35,1047.0,35,3,3,2012,2012-12-02,2012120213
,NYG,WAS,62,5,7,15.494679344705592,29,33,1447.0,46,2,1,2012,2012-12-03,2012120300
,WAS,NYG,51,3,8,13.557578589776144,28,21,844.0,26,4,2,2012,2012-12-03,2012120300
,DEN,LV,75,3,14,6.451375101036694,31,39,895.0,30,7,2,2012,2012-12-06,2012120600
,LV,DEN,47,3,7,-0.9809015638929236,18,32,81.0,4,2,2,2012,2012-12-06,2012120600
,BAL,WAS,57,5,6,2.8931585818106225,24,23,1005.0,33,5,4,2012,2012-12-09,2012120900
,WAS,BAL,66,7,12,7.210875942586875,29,30,1212.0,36,4,3,2012,2012-12-09,2012120900
,CLE,KC,66,3,10,8.175812575686484,25,33,884.0,33,5,2,2012,2012-12-09,2012120901
,KC,CLE,52,4,6,-8.463042085524473,14,26,700.0,19,3,1,2012,2012-12-09,2012120901
,LAC,PIT,76,1,3,4.045835346955097,25,42,805.0,28,3,3,2012,2012-12-09,2012120902
,PIT,LAC,60,4,7,-4.167982776317096,28,43,509.0,16,3,3,2012,2012-12-09,2012120902
,IND,TEN,65,2,4,-8.218120185931308,24,38,625.0,19,2,2,2012,2012-12-09,2012120903
,TEN,IND,59,3,7,-3.443362306936917,20,35,1034.0,28,3,1,2012,2012-12-09,2012120903
,JAX,NYJ,69,3,4,-9.480959574106384,23,45,969.0,34,3,1,2012,2012-12-09,2012120904
,NYJ,JAX,61,1,2,-7.405839564988848,24,20,1236.0,37,2,2,2012,2012-12-09,2012120904
,CHI,MIN,73,6,10,-4.283805336041201,29,55,488.0,16,2,2,2012,2012-12-09,2012120905
,MIN,CHI,53,1,4,1.2953009194583347,21,18,528.0,16,2,2,2012,2012-12-09,2012120905
,ATL,CAR,63,1,8,13.102868753074745,34,52,109.0,4,3,3,2012,2012-12-09,2012120906
,CAR,ATL,66,6,11,23.179165998424388,34,36,967.0,24,5,3,2012,2012-12-09,2012120906
