gid,team,plays,no_huddle_rate,pass_rate,off_epa,def_epa,poss_sec,drives,sec_per_play,season
2009_02_NYG_DAL,DAL,58,0.0,0.5,0.04525986621043889,0.11997000308702067,1426.0,13,24.586206896551722,2009
2009_02_NYG_DAL,NYG,64,0.09375,0.59375,0.11997000308702067,0.04525986621043889,2020.0,13,31.5625,2009
2009_02_PIT_CHI,CHI,55,0.03636363636363636,0.6909090909090909,0.09731414870753505,0.20281312576274113,1691.0,10,30.745454545454546,2009
2009_02_PIT_CHI,PIT,57,0.08771929824561403,0.631578947368421,0.20281312576274113,0.09731414870753505,1733.0,10,30.403508771929825,2009
2009_02_SEA_SF,SEA,65,0.0,0.6461538461538462,-0.24195048794553853,0.1577676425463643,1398.0,12,21.50769230769231,2009
2009_02_SEA_SF,SF,60,0.0,0.5166666666666667,0.1577676425463643,-0.24195048794553853,1972.0,12,32.86666666666667,2009
2009_02_STL_WAS,LA,50,0.0,0.58,-0.07661603278016822,0.03110785565827833,1428.0,8,28.56,2009
2009_02_STL_WAS,WAS,67,0.029850746268656716,0.5522388059701493,0.03110785565827833,-0.07661603278016822,2005.0,8,29.925373134328357,2009
2009_02_TB_BUF,BUF,68,0.6323529411764706,0.4852941176470588,-0.03316262260470621,-0.236166735385375,1695.0,12,24.926470588235293,2009
2009_02_TB_BUF,TB,71,0.056338028169014086,0.7323943661971831,-0.236166735385375,-0.03316262260470621,1717.0,13,24.183098591549296,2009
2009_03_ATL_NE,ATL,44,0.13636363636363635,0.6363636363636364,-0.029603310228654846,0.19715237137884992,1138.0,9,25.863636363636363,2009
2009_03_ATL_NE,NE,79,0.0379746835443038,0.5316455696202531,0.19715237137884992,-0.029603310228654846,2319.0,9,29.354430379746834,2009
2009_03_CAR_DAL,CAR,51,0.23529411764705882,0.7058823529411765,-0.17274125717039246,0.2401001342834492,1280.0,11,25.098039215686274,2009
2009_03_CAR_DAL,DAL,64,0.03125,0.53125,0.2401001342834492,-0.17274125717039246,2056.0,11,32.125,2009
2009_03_CHI_SEA,CHI,57,0.0,0.5263157894736842,-0.006481823737614873,-0.08092220928558372,1716.0,13,30.105263157894736,2009
2009_03_CHI_SEA,SEA,75,0.02666666666666667,0.6266666666666667,-0.08092220928558372,-0.006481823737614873,1699.0,12,22.653333333333332,2009
2009_03_CLE_BAL,BAL,66,0.3484848484848485,0.5757575757575758,0.29018143507919114,-0.3466989608362144,1823.0,11,27.62121212121212,2009
2009_03_CLE_BAL,CLE,51,0.058823529411764705,0.5490196078431373,-0.3466989608362144,0.29018143507919114,1576.0,13,30.901960784313726,2009
2009_03_DEN_OAK,DEN,67,0.0,0.34328358208955223,0.058384144236541265,-0.43456762740382643,2113.0,10,31.53731343283582,2009
2009_03_DEN_OAK,LV,47,0.0851063829787234,0.5106382978723404,-0.43456762740382643,0.058384144236541265,1249.0,10,26.574468085106382,2009
2009_03_GB_STL,GB,59,0.0,0.423728813559322,0.2331005205892915,-0.12365741825585248,1716.0,13,29.084745762711865,2009
2009_03_GB_STL,LA,69,0.0,0.5217391304347826,-0.12365741825585248,0.2331005205892915,1677.0,12,24.304347826086957,2009
2009_03_IND_ARI,ARI,70,0.2,0.8285714285714286,-0.2143349499175148,0.11893478221231915,1614.0,13,23.057142857142857,2009
2009_03_IND_ARI,IND,66,0.13636363636363635,0.5303030303030303,0.11893478221231915,-0.2143349499175148,1813.0,13,27.46969696969697,2009
2009_03_JAX_HOU,HOU,59,0.0,0.6271186440677966,0.21379776917642068,0.3019736744931255,1679.0,10,28.45762711864407,2009
2009_03_JAX_HOU,JAX,58,0.0,0.5172413793103449,0.3019736744931255,0.21379776917642068,1789.0,11,30.844827586206897,2009
2009_03_KC_PHI,KC,51,0.0,0.43137254901960786,-0.21254220546733113,0.13789406976039087,1675.0,12,32.84313725490196,2009
2009_03_KC_PHI,PHI,61,0.0,0.5901639344262295,0.13789406976039087,-0.21254220546733113,1754.0,12,28.75409836065574,2009
2009_03_MIA_SD,LAC,63,0.0,0.5555555555555556,-0.0151642985066548,-0.15019273047797874,1604.0,9,25.46031746031746,2009
2009_03_MIA_SD,MIA,63,0.0,0.5079365079365079,-0.15019273047797874,-0.0151642985066548,1853.0,10,29.41269841269841,2009
2009_03_NO_BUF,BUF,60,0.5666666666666667,0.65,-0.09968315601543215,0.09520712277606123,1476.0,12,24.6,2009
2009_03_NO_BUF,NO,65,0.0,0.47692307692307695,0.09520712277606123,-0.09968315601543215,1893.0,14,29.123076923076923,2009
2009_03_NYG_TB,NYG,74,0.0,0.36486486486486486,0.17792937586840088,-0.6009460659380554,2508.0,10,33.891891891891895,2009
2009_03_NYG_TB,TB,35,0.02857142857142857,0.7428571428571429,-0.6009460659380554,0.17792937586840088,855.0,10,24.428571428571427,2009
2009_03_PIT_CIN,CIN,58,0.0,0.6724137931034483,0.07390157481825488,0.05038551085342195,1463.0,9,25.224137931034484,2009
2009_03_PIT_CIN,PIT,60,0.0,0.5333333333333333,0.05038551085342195,0.07390157481825488,2030.0,10,33.833333333333336,2009
2009_03_SF_MIN,MIN,72,0.0,0.625,-0.06614834338936558,-0.126059091379607,1839.0,14,25.541666666666668,2009
2009_03_SF_MIN,SF,51,0.0,0.49019607843137253,-0.126059091379607,-0.06614834338936558,1574.0,14,30.862745098039216,2009
2009_03_TEN_NYJ,NYJ,61,0.0,0.5409836065573771,-0.3053222908132315,-0.26181534841412585,1815.0,17,29.75409836065574,2009
2009_03_TEN_NYJ,TEN,69,0.043478260869565216,0.5652173913043478,-0.26181534841412585,-0.3053222908132315,1524.0,15,22.08695652173913,2009
2009_03_WAS_DET,DET,73,0.0273972602739726,0.5068493150684932,0.11600410129021897,0.09962315047240047,2148.0,10,29.424657534246574,2009
2009_03_WAS_DET,WAS,56,0.125,0.75,0.09962315047240047,0.11600410129021897,1332.0,10,23.785714285714285,2009
2009_04_BAL_NE,BAL,65,0.27692307692307694,0.7384615384615385,0.09371489818239953,0.08404249919387559,1450.0,9,22.307692307692307,2009
2009_04_BAL_NE,NE,63,0.015873015873015872,0.5555555555555556,0.08404249919387559,0.09371489818239953,1994.0,11,31.650793650793652,2009
2009_04_BUF_MIA,BUF,49,0.8367346938775511,0.6530612244897959,-0.4652288722129239,0.15133402593720757,1245.0,12,25.408163265306122,2009
2009_04_BUF_MIA,MIA,72,0.027777777777777776,0.3888888888888889,0.15133402593720757,-0.4652288722129239,2151.0,11,29.875,2009
2009_04_CIN_CLE,CIN,74,0.05405405405405406,0.6081081081081081,0.027088570789403396,-0.2167799101612885,2022.0,16,27.324324324324323,2009
2009_04_CIN_CLE,CLE,82,0.036585365853658534,0.5975609756097561,-0.2167799101612885,0.027088570789403396,2216.0,17,27.024390243902438,2009
2009_04_DAL_DEN,DAL,71,0.0,0.647887323943662,-0.1927271173742984,0.03426045825066023,1877.0,12,26.43661971830986,2009
2009_04_DAL_DEN,DEN,56,0.0,0.5714285714285714,0.03426045825066023,-0.1927271173742984,1545.0,12,27.589285714285715,2009
2009_04_DET_CHI,CHI,50,0.06,0.6,0.08946160351955776,-0.05667161040208423,1371.0,13,27.42,2009
2009_04_DET_CHI,DET,78,0.07692307692307693,0.6666666666666666,-0.05667161040208423,0.08946160351955776,2096.0,13,26.871794871794872,2009
2009_04_GB_MIN,GB,63,0.0,0.7301587301587301,0.09656122371272105,0.11578794813380387,1645.0,10,26.11111111111111,2009
2009_04_GB_MIN,MIN,60,0.0,0.5333333333333333,0.11578794813380387,0.09656122371272105,1824.0,11,30.4,2009
2009_04_LV_HOU,HOU,63,0.0,0.3968253968253968,-0.17097190412285004,-0.5952866883051301,1945.0,16,30.873015873015873,2009
2009_04_LV_HOU,LV,57,0.0,0.6140350877192983,-0.5952866883051301,-0.17097190412285004,1397.0,15,24.50877192982456,2009
2009_04_NYG_KC,KC,63,0.06349206349206349,0.5873015873015873,-0.23502000406664583,0.033876869336018335,1536.0,13,24.38095238095238,2009
2009_04_NYG_KC,NYG,70,0.04285714285714286,0.5285714285714286,0.033876869336018335,-0.23502000406664583,1781.0,13,25.442857142857143,2009
2009_04_NYJ_NO,NO,62,0.0,0.5161290322580645,-0.08865822454016323,-0.23106184939915406,1858.0,11,29.967741935483872,2009
2009_04_NYJ_NO,NYJ,57,0.0,0.5263157894736842,-0.23106184939915406,-0.08865822454016323,1516.0,13,26.596491228070175,2009
2009_04_SD_PIT,LAC,47,0.19148936170212766,0.8297872340425532,0.029690368026359642,0.42704011696894845,1096.0,10,23.319148936170212,2009
2009_04_SD_PIT,PIT,71,0.0,0.5211267605633803,0.42704011696894845,0.029690368026359642,2340.0,11,32.95774647887324,2009
2009_04_SEA_IND,IND,62,0.03225806451612903,0.6612903225806451,0.2966923783976194,-0.1366740053188838,1686.0,11,27.193548387096776,2009
2009_04_SEA_IND,SEA,68,0.0,0.7352941176470589,-0.1366740053188838,0.2966923783976194,1787.0,11,26.279411764705884,2009
2009_04_STL_SF,LA,57,0.0,0.5087719298245614,-0.514513851250222,-0.12857483479349854,1657.0,13,29.07017543859649,2009
2009_04_STL_SF,SF,54,0.0,0.5,-0.12857483479349854,-0.514513851250222,1705.0,11,31.574074074074073,2009
2009_04_TB_WAS,TB,55,0.10909090909090909,0.45454545454545453,-0.2932612476533246,-0.16694837237861024,1765.0,12,32.09090909090909,2009
2009_04_TB_WAS,WAS,56,0.0,0.42857142857142855,-0.16694837237861024,-0.2932612476533246,1603.0,12,28.625,2009
2009_04_TEN_JAX,JAX,66,0.015151515151515152,0.5909090909090909,0.23727518792433674,-0.03912522010749208,1958.0,13,29.666666666666668,2009
2009_04_TEN_JAX,TEN,69,0.17391304347826086,0.7101449275362319,-0.03912522010749208,0.23727518792433674,1465.0,12,21.231884057971016,2009
2009_05_ATL_SF,ATL,70,0.0,0.45714285714285713,0.28467935620211987,-0.16421013016835603,2126.0,13,30.37142857142857,2009
2009_05_ATL_SF,SF,58,0.0,0.7068965517241379,-0.16421013016835603,0.28467935620211987,1313.0,13,22.637931034482758,2009
2009_05_CIN_BAL,BAL,51,0.21568627450980393,0.6470588235294118,-0.06462592395783288,0.03941127516707302,1464.0,10,28.705882352941178,2009
2009_05_CIN_BAL,CIN,64,0.03125,0.484375,0.03941127516707302,-0.06462592395783288,1988.0,11,31.0625,2009
2009_05_CLE_BUF,BUF,68,0.6764705882352942,0.4852941176470588,-0.2349049750380507,-0.3556678250995318,1773.0,12,26.073529411764707,2009
2009_05_CLE_BUF,CLE,59,0.0,0.3050847457627119,-0.3556678250995318,-0.2349049750380507,1596.0,14,27.050847457627118,2009
2009_05_DAL_KC,DAL,60,0.0,0.5833333333333334,0.24150403919212168,-0.11717991112180356,1838.0,12,30.633333333333333,2009
2009_05_DAL_KC,KC,74,0.02702702702702703,0.6081081081081081,-0.11717991112180356,0.24150403919212168,1993.0,13,26.93243243243243,2009
2009_05_HOU_ARI,ARI,55,0.07272727272727272,0.7090909090909091,0.038974451053784685,-0.03742189052472056,1465.0,12,26.636363636363637,2009
2009_05_HOU_ARI,HOU,71,0.0,0.704225352112676,-0.03742189052472056,0.038974451053784685,1912.0,13,26.929577464788732,2009
2009_05_IND_TEN,IND,67,0.0,0.6567164179104478,0.20615567741163485,-0.2879289160966506,1963.0,10,29.29850746268657,2009
2009_05_IND_TEN,TEN,56,0.0,0.6428571428571429,-0.2879289160966506,0.20615567741163485,1469.0,12,26.232142857142858,2009
2009_05_JAX_SEA,JAX,52,0.019230769230769232,0.7115384615384616,-0.5374404795221901,0.2253344191701362,1398.0,11,26.884615384615383,2009
2009_05_JAX_SEA,SEA,68,0.08823529411764706,0.45588235294117646,0.2253344191701362,-0.5374404795221901,1966.0,11,28.91176470588235,2009
2009_05_LV_NYG,LV,44,0.0,0.4318181818181818,-0.5072170715710177,0.3639848200802201,1250.0,13,28.40909090909091,2009
2009_05_LV_NYG,NYG,64,0.0,0.359375,0.3639848200802201,-0.5072170715710177,2102.0,11,32.84375,2009
2009_05_MIN_STL,LA,70,0.0,0.5714285714285714,-0.1347639475305028,0.27591580569326907,1878.0,10,26.82857142857143,2009
2009_05_MIN_STL,MIN,53,0.0,0.5471698113207547,0.27591580569326907,-0.1347639475305028,1585.0,9,29.90566037735849,2009
2009_05_NE_DEN,DEN,74,0.0,0.6621621621621622,0.12485592055254806,-0.07582377986708401,2106.0,12,28.45945945945946,2009
2009_05_NE_DEN,NE,60,0.0,0.5666666666666667,-0.07582377986708401,0.12485592055254806,1623.0,11,27.05,2009
2009_05_NYJ_MIA,MIA,64,0.015625,0.4375,0.3358834823115057,0.15969606306504305,1964.0,10,30.6875,2009
2009_05_NYJ_MIA,NYJ,53,0.018867924528301886,0.4339622641509434,0.15969606306504305,0.3358834823115057,1534.0,10,28.943396226415093,2009
2009_05_PIT_DET,DET,68,0.07352941176470588,0.6323529411764706,0.041887062111844446,0.1299355567874638,1890.0,9,27.794117647058822,2009
2009_05_PIT_DET,PIT,50,0.12,0.64,0.1299355567874638,0.041887062111844446,1556.0,11,31.12,2009
2009_05_TB_PHI,PHI,46,0.0,0.5869565217391305,0.22923450203786452,-0.2656070959924166,1454.0,13,31.608695652173914,2009
2009_05_TB_PHI,TB,75,0.0,0.7066666666666667,-0.2656070959924166,0.22923450203786452,1986.0,12,26.48,2009
2009_05_WAS_CAR,CAR,58,0.05172413793103448,0.4827586206896552,-0.25654653584786774,-0.12535708104830626,1776.0,12,30.620689655172413,2009
2009_05_WAS_CAR,WAS,52,0.0,0.5384615384615384,-0.12535708104830626,-0.25654653584786774,1645.0,10,31.634615384615383,2009
2009_06_ARI_SEA,ARI,71,0.014084507042253521,0.6338028169014085,0.0075708236929407854,-0.5264681130076476,2493.0,13,35.11267605633803,2009
2009_06_ARI_SEA,SEA,45,0.17777777777777778,0.7555555555555555,-0.5264681130076476,0.0075708236929407854,890.0,13,19.77777777777778,2009
2009_06_BAL_MIN,BAL,63,0.0,0.7142857142857143,0.19246096856767664,0.17963577439048592,1432.0,13,22.73015873015873,2009
2009_06_BAL_MIN,MIN,63,0.0,0.5079365079365079,0.17963577439048592,0.19246096856767664,2023.0,13,32.111111111111114,2009
2009_06_BUF_NYJ,BUF,74,0.0,0.43243243243243246,-0.20291813534806244,-0.21235324056578161,2240.0,14,30.27027027027027,2009
2009_06_BUF_NYJ,NYJ,72,0.0,0.4444444444444444,-0.21235324056578161,-0.20291813534806244,1881.0,15,26.125,2009
2009_06_CAR_TB,CAR,66,0.0,0.2727272727272727,-0.0059531216004724925,-0.10076732704125645,1852.0,11,28.060606060606062,2009
2009_06_CAR_TB,TB,45,0.0,0.4666666666666667,-0.10076732704125645,-0.0059531216004724925,1572.0,11,34.93333333333333,2009
2009_06_CHI_ATL,ATL,55,0.0,0.6,-0.02883010607228607,-0.08158684322704401,1447.0,11,26.30909090909091,2009
2009_06_CHI_ATL,CHI,68,0.0,0.6617647058823529,-0.08158684322704401,-0.02883010607228607,1958.0,11,28.794117647058822,2009
2009_06_CLE_PIT,CLE,50,0.04,0.56,-0.37464960694068206,0.14511714973133888,1328.0,12,26.56,2009
2009_06_CLE_PIT,PIT,71,0.1267605633802817,0.5352112676056338,0.14511714973133888,-0.37464960694068206,2110.0,12,29.718309859154928,2009
2009_06_DEN_SD,DEN,63,0.0,0.47619047619047616,0.13939591030559656,-0.136800745955313,1762.0,11,27.96825396825397,2009
2009_06_DEN_SD,LAC,59,0.0,0.6440677966101694,-0.136800745955313,0.13939591030559656,1684.0,10,28.54237288135593,2009
2009_06_DET_GB,DET,48,0.20833333333333334,0.625,-0.6039394902709275,0.1020371281952876,1059.0,11,22.0625,2009
2009_06_DET_GB,GB,69,0.0,0.5942028985507246,0.1020371281952876,-0.6039394902709275,2353.0,11,34.10144927536232,2009
2009_06_HOU_CIN,CIN,53,0.0,0.6792452830188679,-0.20494770795720105,0.1475163593673852,1317.0,13,24.849056603773583,2009
2009_06_HOU_CIN,HOU,71,0.0,0.5915492957746479,0.1475163593673852,-0.20494770795720105,2084.0,13,29.35211267605634,2009
2009_06_KC_WAS,KC,71,0.0,0.5211267605633803,-0.16705620186260114,-0.28748931472554273,2084.0,13,29.35211267605634,2009
2009_06_KC_WAS,WAS,52,0.038461538461538464,0.6153846153846154,-0.28748931472554273,-0.16705620186260114,1265.0,13,24.326923076923077,2009
2009_06_NYG_NO,NO,70,0.0,0.44285714285714284,0.37597733243942283,-0.019944486575878002,2118.0,12,30.257142857142856,2009
2009_06_NYG_NO,NYG,55,0.0,0.6727272727272727,-0.019944486575878002,0.37597733243942283,1359.0,13,24.70909090909091,2009
2009_06_PHI_OAK,LV,62,0.0,0.4838709677419355,-0.3210206366451167,-0.2844168682290284,1782.0,15,28.741935483870968,2009
2009_06_PHI_OAK,PHI,65,0.015384615384615385,0.7846153846153846,-0.2844168682290284,-0.3210206366451167,1524.0,14,23.446153846153845,2009
2009_06_STL_JAX,JAX,83,0.0,0.5542168674698795,-0.019086055595436524,-0.09987470687961804,2460.0,13,29.63855421686747,2009
2009_06_STL_JAX,LA,52,0.019230769230769232,0.6538461538461539,-0.09987470687961804,-0.019086055595436524,1411.0,10,27.134615384615383,2009
2009_06_TEN_NE,NE,74,0.06756756756756757,0.6351351351351351,0.5298960021962592,-0.6838703945466844,2315.0,13,31.283783783783782,2009
2009_06_TEN_NE,TEN,48,0.0,0.2916666666666667,-0.6838703945466844,0.5298960021962592,1122.0,14,23.375,2009
2009_07_ARI_NYG,ARI,57,0.0,0.6666666666666666,-0.16467424487881752,-0.1997858936383634,1638.0,15,28.736842105263158,2009
2009_07_ARI_NYG,NYG,65,0.0,0.6153846153846154,-0.1997858936383634,-0.16467424487881752,1672.0,15,25.723076923076924,2009
2009_07_ATL_DAL,ATL,65,0.046153846153846156,0.6,-0.045497188273437614,0.19286304641071153,1779.0,12,27.369230769230768,2009
2009_07_ATL_DAL,DAL,56,0.03571428571428571,0.5535714285714286,0.19286304641071153,-0.045497188273437614,1613.0,11,28.803571428571427,2009
2009_07_BUF_CAR,BUF,51,0.0,0.47058823529411764,-0.2460149329290202,-0.09496032652632201,1399.0,14,27.431372549019606,2009
2009_07_BUF_CAR,CAR,70,0.02857142857142857,0.6428571428571429,-0.09496032652632201,-0.2460149329290202,1972.0,13,28.17142857142857,2009
2009_07_CHI_CIN,CHI,51,0.0,0.7647058823529411,-0.2725353840920495,0.38031453407917515,1313.0,10,25.745098039215687,2009
2009_07_CHI_CIN,CIN,69,0.0,0.34782608695652173,0.38031453407917515,-0.2725353840920495,2160.0,9,31.304347826086957,2009
2009_07_GB_CLE,CLE,52,0.019230769230769232,0.5961538461538461,-0.5248350099104204,0.3609748251536235,1346.0,10,25.884615384615383,2009
2009_07_GB_CLE,GB,63,0.0,0.3492063492063492,0.3609748251536235,-0.5248350099104204,2123.0,9,33.698412698412696,2009
2009_07_IND_STL,IND,59,0.0,0.576271186440678,0.40178368187957497,-0.1250939727685727,1758.0,10,29.796610169491526,2009
2009_07_IND_STL,LA,58,0.0,0.4827586206896552,-0.1250939727685727,0.40178368187957497,1654.0,11,28.517241379310345,2009
2009_07_MIN_PIT,MIN,77,0.012987012987012988,0.7142857142857143,-0.18134074388889332,-0.12353171016295504,2093.0,13,27.181818181818183,2009
2009_07_MIN_PIT,PIT,48,0.0625,0.5833333333333334,-0.12353171016295504,-0.18134074388889332,1321.0,10,27.520833333333332,2009
2009_07_NE_TB,NE,59,0.0,0.559322033898305,0.18223323842743377,-0.44118651317178365,1874.0,13,31.76271186440678,2009
2009_07_NE_TB,TB,58,0.0,0.5517241379310345,-0.44118651317178365,0.18223323842743377,1457.0,14,25.120689655172413,2009
2009_07_NO_MIA,MIA,69,0.057971014492753624,0.5652173913043478,-0.20543027558937837,0.00838354433309719,1502.0,17,21.768115942028984,2009
2009_07_NO_MIA,NO,70,0.014285714285714285,0.6142857142857143,0.00838354433309719,-0.20543027558937837,1898.0,14,27.114285714285714,2009
2009_07_NYJ_OAK,LV,52,0.11538461538461539,0.6346153846153846,-0.43401806237080043,0.28917813376946516,1346.0,11,25.884615384615383,2009
2009_07_NYJ_OAK,NYJ,69,0.07246376811594203,0.2318840579710145,0.28917813376946516,-0.43401806237080043,2099.0,11,30.420289855072465,2009
