gid,team,plays,no_huddle_rate,pass_rate,off_epa,def_epa,poss_sec,drives,sec_per_play,season
2009_14_SD_DAL,DAL,57,0.07017543859649122,0.543859649122807,0.1851792167493964,0.19122467605390986,1747.0,9,30.649122807017545,2009
2009_14_SD_DAL,LAC,63,0.0,0.5238095238095238,0.19122467605390986,0.1851792167493964,1726.0,9,27.396825396825395,2009
2009_14_SEA_HOU,HOU,67,0.0,0.582089552238806,0.02332424267342421,-0.568479403019404,1897.0,13,28.313432835820894,2009
2009_14_SEA_HOU,SEA,62,0.0,0.6129032258064516,-0.568479403019404,0.02332424267342421,1418.0,14,22.870967741935484,2009
2009_14_STL_TEN,LA,65,0.015384615384615385,0.676923076923077,-0.44730233249948015,0.34444943685944146,1793.0,13,27.584615384615386,2009
2009_14_STL_TEN,TEN,55,0.0,0.4727272727272727,0.34444943685944146,-0.44730233249948015,1620.0,12,29.454545454545453,2009
2009_14_WAS_OAK,LV,66,0.045454545454545456,0.6363636363636364,-0.3282276559828689,0.05674313478059203,1843.0,13,27.924242424242426,2009
2009_14_WAS_OAK,WAS,56,0.03571428571428571,0.5535714285714286,0.05674313478059203,-0.3282276559828689,1521.0,12,27.160714285714285,2009
2009_15_ARI_DET,ARI,62,0.03225806451612903,0.6129032258064516,-0.09905808076155082,-0.2502021172073242,1645.0,15,26.532258064516128,2009
2009_15_ARI_DET,DET,60,0.016666666666666666,0.55,-0.2502021172073242,-0.09905808076155082,1715.0,14,28.583333333333332,2009
2009_15_ATL_NYJ,ATL,60,0.0,0.5666666666666667,-0.07956727507234082,-0.21829762527000318,1585.0,12,26.416666666666668,2009
2009_15_ATL_NYJ,NYJ,65,0.07692307692307693,0.49230769230769234,-0.21829762527000318,-0.07956727507234082,1741.0,12,26.784615384615385,2009
2009_15_CHI_BAL,BAL,65,0.12307692307692308,0.5384615384615384,0.030245982361532503,-0.4209618024706073,1833.0,15,28.2,2009
2009_15_CHI_BAL,CHI,62,0.1774193548387097,0.532258064516129,-0.4209618024706073,0.030245982361532503,1540.0,14,24.838709677419356,2009
2009_15_CIN_SD,CIN,63,0.0,0.6507936507936508,0.0868774500556491,0.04235340414695748,1834.0,12,29.11111111111111,2009
2009_15_CIN_SD,LAC,59,0.0,0.6610169491525424,0.04235340414695748,0.0868774500556491,1643.0,12,27.847457627118644,2009
2009_15_CLE_KC,CLE,66,0.2727272727272727,0.2727272727272727,0.08243838686179117,0.1421770855033824,1976.0,14,29.939393939393938,2009
2009_15_CLE_KC,KC,69,0.2463768115942029,0.5652173913043478,0.1421770855033824,0.08243838686179117,1448.0,13,20.985507246376812,2009
2009_15_DAL_NO,DAL,72,0.0,0.5138888888888888,0.2469967451721225,0.01142957936396611,2130.0,11,29.583333333333332,2009
2009_15_DAL_NO,NO,61,0.0,0.8032786885245902,0.01142957936396611,0.2469967451721225,1353.0,11,22.18032786885246,2009
2009_15_GB_PIT,GB,62,0.0,0.8064516129032258,0.2645391119132049,0.29944353291778997,1418.0,12,22.870967741935484,2009
2009_15_GB_PIT,PIT,70,0.05714285714285714,0.7285714285714285,0.29944353291778997,0.2645391119132049,2062.0,12,29.457142857142856,2009
2009_15_HOU_STL,HOU,60,0.0,0.65,0.07403241102002159,-0.18472590823246735,1746.0,10,29.1,2009
2009_15_HOU_STL,LA,56,0.0,0.5357142857142857,-0.18472590823246735,0.07403241102002159,1698.0,9,30.321428571428573,2009
2009_15_IND_JAX,IND,50,0.28,0.6,0.37513948249673507,0.1664841382836953,1399.0,10,27.98,2009
2009_15_IND_JAX,JAX,76,0.0,0.5526315789473685,0.1664841382836953,0.37513948249673507,2077.0,10,27.32894736842105,2009
2009_15_LV_DEN,DEN,65,0.0,0.5692307692307692,-0.02714627335775482,-0.06674439648031744,1613.0,12,24.815384615384616,2009
2009_15_LV_DEN,LV,62,0.0,0.45161290322580644,-0.06674439648031744,-0.02714627335775482,1801.0,12,29.048387096774192,2009
2009_15_MIA_TEN,MIA,77,0.12987012987012986,0.5974025974025974,0.03282639902383916,-0.022731311330819706,1973.0,13,25.623376623376622,2009
2009_15_MIA_TEN,TEN,60,0.0,0.48333333333333334,-0.022731311330819706,0.03282639902383916,1649.0,13,27.483333333333334,2009
2009_15_MIN_CAR,CAR,73,0.0,0.4931506849315068,0.08591376230226411,-0.36694103095873076,2135.0,13,29.246575342465754,2009
2009_15_MIN_CAR,MIN,45,0.06666666666666667,0.6888888888888889,-0.36694103095873076,0.08591376230226411,1227.0,12,27.266666666666666,2009
2009_15_NE_BUF,BUF,56,0.03571428571428571,0.5892857142857143,-0.14197888678091164,-0.09320483619819166,1947.0,11,34.767857142857146,2009
2009_15_NE_BUF,NE,54,0.0,0.42592592592592593,-0.09320483619819166,-0.14197888678091164,1494.0,10,27.666666666666668,2009
2009_15_NYG_WAS,NYG,60,0.0,0.5333333333333333,0.4295367153112199,-0.18985596444520975,2002.0,9,33.36666666666667,2009
2009_15_NYG_WAS,WAS,55,0.0,0.6727272727272727,-0.18985596444520975,0.4295367153112199,1485.0,10,27.0,2009
2009_15_SF_PHI,PHI,65,0.015384615384615385,0.5384615384615384,0.011778091578617176,-0.36891571951086016,1760.0,13,27.076923076923077,2009
2009_15_SF_PHI,SF,58,0.0,0.6896551724137931,-0.36891571951086016,0.011778091578617176,1650.0,13,28.448275862068964,2009
2009_15_TB_SEA,SEA,72,0.1388888888888889,0.6527777777777778,-0.1565021578368137,0.07470949862133479,1533.0,12,21.291666666666668,2009
2009_15_TB_SEA,TB,60,0.0,0.43333333333333335,0.07470949862133479,-0.1565021578368137,1853.0,12,30.883333333333333,2009
2009_16_BAL_PIT,BAL,66,0.07575757575757576,0.42424242424242425,-0.12378364414892255,-0.0915761913613384,1868.0,12,28.303030303030305,2009
2009_16_BAL_PIT,PIT,56,0.017857142857142856,0.6428571428571429,-0.0915761913613384,-0.12378364414892255,1554.0,12,27.75,2009
2009_16_BUF_ATL,ATL,73,0.0,0.5068493150684932,0.07688440441066204,-0.42207574807345866,1982.0,11,27.15068493150685,2009
2009_16_BUF_ATL,BUF,49,0.0,0.6326530612244898,-0.42207574807345866,0.07688440441066204,1429.0,11,29.163265306122447,2009
2009_16_CAR_NYG,CAR,64,0.0,0.328125,0.36358581012037516,-0.14087401843184053,1879.0,10,29.359375,2009
2009_16_CAR_NYG,NYG,66,0.30303030303030304,0.7121212121212122,-0.14087401843184053,0.36358581012037516,1590.0,10,24.09090909090909,2009
2009_16_DAL_WAS,DAL,67,0.0,0.5671641791044776,-0.004678456305151549,-0.23936178875581884,1990.0,11,29.70149253731343,2009
2009_16_DAL_WAS,WAS,59,0.0,0.6949152542372882,-0.23936178875581884,-0.004678456305151549,1417.0,10,24.016949152542374,2009
2009_16_DEN_PHI,DEN,59,0.0,0.6949152542372882,-0.010976550591882094,-0.05041219037029228,1639.0,15,27.779661016949152,2009
2009_16_DEN_PHI,PHI,67,0.14925373134328357,0.582089552238806,-0.05041219037029228,-0.010976550591882094,1757.0,14,26.223880597014926,2009
2009_16_DET_SF,DET,65,0.0,0.5384615384615384,-0.4915861969714927,-0.1466439932118669,1620.0,14,24.923076923076923,2009
2009_16_DET_SF,SF,61,0.0,0.5245901639344263,-0.1466439932118669,-0.4915861969714927,1705.0,14,27.950819672131146,2009
2009_16_HOU_MIA,HOU,62,0.0,0.5161290322580645,0.14759055428000975,0.05626141325116304,1857.0,12,29.951612903225808,2009
2009_16_HOU_MIA,MIA,74,0.24324324324324326,0.7837837837837838,0.05626141325116304,0.14759055428000975,1559.0,11,21.06756756756757,2009
2009_16_JAX_NE,JAX,52,0.11538461538461539,0.5192307692307693,-0.1222837457256177,0.40279186271128015,1556.0,9,29.923076923076923,2009
2009_16_JAX_NE,NE,62,0.08064516129032258,0.41935483870967744,0.40279186271128015,-0.1222837457256177,1923.0,8,31.016129032258064,2009
2009_16_KC_CIN,CIN,62,0.0,0.41935483870967744,-0.009035278254496288,-0.16798172851897045,1946.0,12,31.387096774193548,2009
2009_16_KC_CIN,KC,65,0.0,0.5692307692307692,-0.16798172851897045,-0.009035278254496288,1475.0,11,22.692307692307693,2009
2009_16_LV_CLE,CLE,64,0.609375,0.296875,-0.0877263193074547,-0.2705811053297792,1708.0,13,26.6875,2009
2009_16_LV_CLE,LV,67,0.08955223880597014,0.7164179104477612,-0.2705811053297792,-0.0877263193074547,1687.0,13,25.17910447761194,2009
2009_16_MIN_CHI,CHI,64,0.15625,0.578125,0.01802742717417781,0.0854896975505826,1662.0,15,25.96875,2009
2009_16_MIN_CHI,MIN,75,0.013333333333333334,0.56,0.0854896975505826,0.01802742717417781,2117.0,13,28.226666666666667,2009
2009_16_NYJ_IND,IND,58,0.034482758620689655,0.5862068965517241,-0.1906728161288293,0.005365952084450239,1528.0,12,26.344827586206897,2009
2009_16_NYJ_IND,NYJ,65,0.0,0.3384615384615385,0.005365952084450239,-0.1906728161288293,1858.0,12,28.584615384615386,2009
2009_16_SD_TEN,LAC,65,0.0,0.4461538461538462,0.38187036675819197,-0.10547365981179588,2239.0,10,34.44615384615385,2009
2009_16_SD_TEN,TEN,49,0.0,0.4489795918367347,-0.10547365981179588,0.38187036675819197,1190.0,9,24.285714285714285,2009
2009_16_SEA_GB,GB,60,0.0,0.5,0.24504281590583765,-0.3572709408302962,1873.0,13,31.216666666666665,2009
2009_16_SEA_GB,SEA,69,0.043478260869565216,0.5797101449275363,-0.3572709408302962,0.24504281590583765,1581.0,12,22.91304347826087,2009
2009_16_STL_ARI,ARI,69,0.043478260869565216,0.5797101449275363,0.1026467185621868,-0.2587607475395932,1944.0,13,28.17391304347826,2009
2009_16_STL_ARI,LA,57,0.05263157894736842,0.631578947368421,-0.2587607475395932,0.1026467185621868,1452.0,12,25.473684210526315,2009
2009_16_TB_NO,NO,61,0.0,0.6229508196721312,0.14811660006958427,0.040478501959862134,1776.0,9,29.114754098360656,2009
2009_16_TB_NO,TB,67,0.0,0.5074626865671642,0.040478501959862134,0.14811660006958427,2104.0,10,31.402985074626866,2009
2009_17_ATL_TB,ATL,72,0.125,0.4861111111111111,0.03415718464723278,-0.3139052109830402,2044.0,12,28.38888888888889,2009
2009_17_ATL_TB,TB,55,0.0,0.6,-0.3139052109830402,0.03415718464723278,1352.0,12,24.581818181818182,2009
2009_17_BAL_OAK,BAL,55,0.2545454545454545,0.41818181818181815,0.10773912631153199,-0.08473107078673987,1580.0,11,28.727272727272727,2009
2009_17_BAL_OAK,LV,62,0.0,0.6774193548387096,-0.08473107078673987,0.10773912631153199,1844.0,11,29.741935483870968,2009
2009_17_CHI_DET,CHI,66,0.015151515151515152,0.5757575757575758,0.21242437883221482,-0.008741140285716502,1700.0,12,25.757575757575758,2009
2009_17_CHI_DET,DET,59,0.03389830508474576,0.5932203389830508,-0.008741140285716502,0.21242437883221482,1752.0,13,29.694915254237287,2009
2009_17_CIN_NYJ,CIN,39,0.0,0.5384615384615384,-0.8746583913671142,0.21723525694031504,1025.0,10,26.28205128205128,2009
2009_17_CIN_NYJ,NYJ,70,0.0,0.22857142857142856,0.21723525694031504,-0.8746583913671142,2400.0,11,34.285714285714285,2009
2009_17_GB_ARI,ARI,45,0.0,0.6888888888888889,-0.3888971354051484,0.27997606004542364,1265.0,9,28.11111111111111,2009
2009_17_GB_ARI,GB,60,0.0,0.48333333333333334,0.27997606004542364,-0.3888971354051484,2133.0,9,35.55,2009
2009_17_IND_BUF,BUF,64,0.0,0.390625,0.15062318366269214,-0.44046131629396545,2152.0,13,33.625,2009
2009_17_IND_BUF,IND,52,0.3269230769230769,0.6923076923076923,-0.44046131629396545,0.15062318366269214,1251.0,12,24.057692307692307,2009
2009_17_JAX_CLE,CLE,60,0.55,0.18333333333333332,0.018087106807105742,0.03128135452160705,1937.0,9,32.28333333333333,2009
2009_17_JAX_CLE,JAX,63,0.09523809523809523,0.6190476190476191,0.03128135452160705,0.018087106807105742,1556.0,10,24.6984126984127,2009
2009_17_KC_DEN,DEN,80,0.0,0.725,-0.08333457650595477,0.2779997420483101,1874.0,14,23.425,2009
2009_17_KC_DEN,KC,60,0.0,0.4166666666666667,0.2779997420483101,-0.08333457650595477,1516.0,12,25.266666666666666,2009
2009_17_NE_HOU,HOU,64,0.0,0.59375,0.13089691584028945,-0.0572660504846548,1834.0,11,28.65625,2009
2009_17_NE_HOU,NE,59,0.0,0.6779661016949152,-0.0572660504846548,0.13089691584028945,1643.0,10,27.847457627118644,2009
2009_17_NO_CAR,CAR,61,0.01639344262295082,0.4098360655737705,-0.07215431514194043,-0.328954553055163,1724.0,15,28.262295081967213,2009
2009_17_NO_CAR,NO,60,0.0,0.4666666666666667,-0.328954553055163,-0.07215431514194043,1648.0,14,27.466666666666665,2009
2009_17_NYG_MIN,MIN,66,0.0,0.5606060606060606,0.3374694445130423,-0.36562371254763315,2152.0,11,32.60606060606061,2009
2009_17_NYG_MIN,NYG,43,0.0,0.7209302325581395,-0.36562371254763315,0.3374694445130423,1307.0,11,30.3953488372093,2009
2009_17_PHI_DAL,DAL,65,0.0,0.5538461538461539,0.17802358578901553,-0.35324458789075186,2354.0,11,36.215384615384615,2009
2009_17_PHI_DAL,PHI,50,0.14,0.8,-0.35324458789075186,0.17802358578901553,1082.0,11,21.64,2009
2009_17_PIT_MIA,MIA,58,0.0,0.5689655172413793,-0.033376131548980205,0.12437042971669544,1592.0,11,27.448275862068964,2009
2009_17_PIT_MIA,PIT,66,0.0,0.4696969696969697,0.12437042971669544,-0.033376131548980205,1820.0,12,27.575757575757574,2009
2009_17_SF_STL,LA,62,0.0,0.5806451612903226,-0.5104354023696973,-0.01575035810556288,1460.0,15,23.548387096774192,2009
2009_17_SF_STL,SF,61,0.0,0.5081967213114754,-0.01575035810556288,-0.5104354023696973,1852.0,15,30.360655737704917,2009
2009_17_TEN_SEA,SEA,59,0.01694915254237288,0.576271186440678,-0.09728016755121191,0.03904741746767171,1587.0,11,26.89830508474576,2009
2009_17_TEN_SEA,TEN,63,0.015873015873015872,0.4126984126984127,0.03904741746767171,-0.09728016755121191,1844.0,11,29.26984126984127,2009
2009_17_WAS_SD,LAC,63,0.0,0.7301587301587301,0.06691247025353537,0.040197388890805694,1542.0,11,24.476190476190474,2009
2009_17_WAS_SD,WAS,65,0.0,0.6615384615384615,0.040197388890805694,0.06691247025353537,1903.0,10,29.276923076923076,2009
2010_01_ARI_STL,ARI,63,0.0,0.6666666666666666,-0.09219801768805592,-0.13533027246043028,1498.0,13,23.77777777777778,2010
2010_01_ARI_STL,LA,81,0.0,0.7037037037037037,-0.13533027246043028,-0.09219801768805592,1855.0,13,22.901234567901234,2010
2010_01_ATL_PIT,ATL,71,0.1267605633802817,0.647887323943662,-0.14301614791194145,0.010245566779004782,1701.0,13,23.95774647887324,2010
2010_01_ATL_PIT,PIT,60,0.03333333333333333,0.48333333333333334,0.010245566779004782,-0.14301614791194145,1839.0,12,30.65,2010
2010_01_BAL_NYJ,BAL,74,0.0,0.5405405405405406,-0.2938066552352716,-0.4282865690126917,2169.0,12,29.31081081081081,2010
2010_01_BAL_NYJ,NYJ,43,0.023255813953488372,0.5348837209302325,-0.4282865690126917,-0.2938066552352716,1180.0,12,27.441860465116278,2010
2010_01_CAR_NYG,CAR,63,0.047619047619047616,0.6190476190476191,-0.41584209252741045,-0.003063122568499166,1416.0,13,22.476190476190474,2010
2010_01_CAR_NYG,NYG,64,0.0,0.484375,-0.003063122568499166,-0.41584209252741045,1941.0,15,30.328125,2010
2010_01_CIN_NE,CIN,76,0.3684210526315789,0.6710526315789473,-0.010150774663507167,0.23715511905719242,1851.0,11,24.355263157894736,2010
2010_01_CIN_NE,NE,58,0.017241379310344827,0.603448275862069,0.23715511905719242,-0.010150774663507167,1660.0,9,28.620689655172413,2010
2010_01_CLE_TB,CLE,60,0.0,0.6166666666666667,-0.23815946672381932,-0.22120450737414576,1530.0,14,25.5,2010
2010_01_CLE_TB,TB,61,0.0,0.5081967213114754,-0.22120450737414576,-0.23815946672381932,1826.0,13,29.934426229508198,2010
2010_01_DAL_WAS,DAL,71,0.028169014084507043,0.6901408450704225,-0.004244333698822954,-0.1731914604979254,1978.0,10,27.859154929577464,2010
2010_01_DAL_WAS,WAS,56,0.0,0.5892857142857143,-0.1731914604979254,-0.004244333698822954,1478.0,9,26.392857142857142,2010
2010_01_DEN_JAX,DEN,61,0.0,0.5901639344262295,0.04370932007691553,0.12888734315820197,1756.0,10,28.78688524590164,2010
2010_01_DEN_JAX,JAX,53,0.0,0.41509433962264153,0.12888734315820197,0.04370932007691553,1692.0,11,31.92452830188679,2010
2010_01_DET_CHI,CHI,70,0.0,0.5714285714285714,-0.15656505101903154,-0.36457985114519226,1968.0,15,28.114285714285714,2010
2010_01_DET_CHI,DET,56,0.07142857142857142,0.625,-0.36457985114519226,-0.15656505101903154,1393.0,14,24.875,2010
2010_01_GB_PHI,GB,63,0.0,0.5238095238095238,-0.052609270992965314,-0.04349521891254025,1818.0,12,28.857142857142858,2010
2010_01_GB_PHI,PHI,60,0.05,0.65,-0.04349521891254025,-0.052609270992965314,1619.0,11,26.983333333333334,2010
2010_01_IND_HOU,HOU,58,0.0,0.3275862068965517,0.25911325358353515,0.21164459963246396,1763.0,11,30.396551724137932,2010
2010_01_IND_HOU,IND,69,0.0,0.855072463768116,0.21164459963246396,0.25911325358353515,1686.0,10,24.434782608695652,2010
2010_01_LV_TEN,LV,66,0.19696969696969696,0.6363636363636364,-0.18479914335431957,0.14664943645590728,1652.0,12,25.03030303030303,2010
2010_01_LV_TEN,TEN,54,0.0,0.35185185185185186,0.14664943645590728,-0.18479914335431957,1747.0,13,32.351851851851855,2010
2010_01_MIA_BUF,BUF,54,0.1111111111111111,0.6851851851851852,-0.3203627478554994,-0.05661525677493029,1304.0,12,24.14814814814815,2010
2010_01_MIA_BUF,MIA,73,0.0,0.5068493150684932,-0.05661525677493029,-0.3203627478554994,2126.0,11,29.123287671232877,2010
2010_01_MIN_NO,MIN,51,0.0,0.5490196078431373,-0.10520708755347886,0.07942989783663147,1500.0,10,29.41176470588235,2010
2010_01_MIN_NO,NO,59,0.0,0.6271186440677966,0.07942989783663147,-0.10520708755347886,1913.0,11,32.42372881355932,2010
2010_01_SD_KC,KC,47,0.14893617021276595,0.46808510638297873,-0.21859933423280548,-0.05637317003574314,1225.0,13,26.06382978723404,2010
2010_01_SD_KC,LAC,69,0.0,0.5942028985507246,-0.05637317003574314,-0.21859933423280548,2134.0,14,30.92753623188406,2010
2010_01_SF_SEA,SEA,47,0.0,0.5106382978723404,-0.003744208790209655,-0.2905473156299239,1552.0,11,33.02127659574468,2010
2010_01_SF_SEA,SF,65,0.09230769230769231,0.7076923076923077,-0.2905473156299239,-0.003744208790209655,1862.0,12,28.646153846153847,2010
2010_02_ARI_ATL,ARI,48,0.0,0.7291666666666666,-0.2607746715459516,0.2865499259965646,1138.0,12,23.708333333333332,2010
2010_02_ARI_ATL,ATL,75,0.0,0.44,0.2865499259965646,-0.2607746715459516,2318.0,11,30.906666666666666,2010
2010_02_BAL_CIN,BAL,62,0.0,0.6451612903225806,-0.3243153838375818,-0.10203156957039182,1435.0,14,23.14516129032258,2010
2010_02_BAL_CIN,CIN,64,0.0,0.546875,-0.10203156957039182,-0.3243153838375818,1937.0,14,30.265625,2010
2010_02_BUF_GB,BUF,53,0.018867924528301886,0.39622641509433965,-0.3748922776447646,0.24668857388081586,1662.0,10,31.358490566037737,2010
2010_02_BUF_GB,GB,54,0.0,0.5370370370370371,0.24668857388081586,-0.3748922776447646,1768.0,11,32.74074074074074,2010
2010_02_CHI_DAL,CHI,46,0.021739130434782608,0.6521739130434783,0.12909906524392134,-0.004083228155513328,1471.0,12,31.97826086956522,2010
2010_02_CHI_DAL,DAL,70,0.08571428571428572,0.7285714285714285,-0.004083228155513328,0.12909906524392134,1846.0,11,26.37142857142857,2010
2010_02_HOU_WAS,HOU,80,0.0375,0.7,0.2669389248159302,0.2729180834913084,2323.0,13,29.0375,2010
2010_02_HOU_WAS,WAS,58,0.017241379310344827,0.7068965517241379,0.2729180834913084,0.2669389248159302,1837.0,11,31.67241379310345,2010
2010_02_JAX_SD,JAX,68,0.0,0.6470588235294118,-0.27633090112351827,0.2363096330012365,1737.0,12,25.544117647058822,2010
2010_02_JAX_SD,LAC,60,0.0,0.5,0.2363096330012365,-0.27633090112351827,1692.0,12,28.2,2010
2010_02_KC_CLE,CLE,58,0.034482758620689655,0.5517241379310345,-0.21512461841468813,-0.12703417771127093,1504.0,13,25.93103448275862,2010
2010_02_KC_CLE,KC,65,0.13846153846153847,0.4307692307692308,-0.12703417771127093,-0.21512461841468813,1857.0,13,28.56923076923077,2010
2010_02_MIA_MIN,MIA,45,0.0,0.37777777777777777,-0.16420284403737984,-0.17364014070641953,1301.0,11,28.91111111111111,2010
2010_02_MIA_MIN,MIN,72,0.0,0.5416666666666666,-0.17364014070641953,-0.16420284403737984,2081.0,11,28.90277777777778,2010
2010_02_NE_NYJ,NE,58,0.05172413793103448,0.6379310344827587,-0.06192383848750214,0.1568571281384747,1582.0,9,27.275862068965516,2010
2010_02_NE_NYJ,NYJ,65,0.0,0.5230769230769231,0.1568571281384747,-0.06192383848750214,1880.0,10,28.923076923076923,2010
2010_02_NO_SF,NO,63,0.015873015873015872,0.6190476190476191,0.008795960339240301,0.1435950940277975,1851.0,12,29.38095238095238,2010
2010_02_NO_SF,SF,59,0.0,0.559322033898305,0.1435950940277975,0.008795960339240301,1572.0,10,26.64406779661017,2010
2010_02_NYG_IND,IND,67,0.014925373134328358,0.40298507462686567,0.2046525665325678,-0.21969633446403455,2012.0,12,30.029850746268657,2010
2010_02_NYG_IND,NYG,52,0.11538461538461539,0.5192307692307693,-0.21969633446403455,0.2046525665325678,1380.0,13,26.53846153846154,2010
2010_02_PHI_DET,DET,73,0.0821917808219178,0.6575342465753424,0.07787821804668414,0.19294749230690875,1669.0,14,22.863013698630137,2010
2010_02_PHI_DET,PHI,65,0.0,0.6153846153846154,0.19294749230690875,0.07787821804668414,1735.0,14,26.692307692307693,2010
2010_02_PIT_TEN,PIT,54,0.0,0.3888888888888889,-0.4584899139588284,-0.4731296861808029,1918.0,15,35.51851851851852,2010
2010_02_PIT_TEN,TEN,60,0.13333333333333333,0.6333333333333333,-0.4731296861808029,-0.4584899139588284,1447.0,15,24.116666666666667,2010
2010_02_SEA_DEN,DEN,71,0.0,0.5070422535211268,0.23619086191227062,0.17863490848778,2165.0,10,30.492957746478872,2010
2010_02_SEA_DEN,SEA,54,0.0,0.6481481481481481,0.17863490848778,0.23619086191227062,1299.0,9,24.055555555555557,2010
2010_02_STL_OAK,LA,49,0.0,0.5510204081632653,-0.13738256577080618,0.027186779030924722,1282.0,12,26.163265306122447,2010
2010_02_STL_OAK,LV,74,0.08108108108108109,0.5,0.027186779030924722,-0.13738256577080618,2109.0,12,28.5,2010
2010_02_TB_CAR,CAR,66,0.10606060606060606,0.5,-0.24143724103030872,-0.012120185244359422,1637.0,11,24.803030303030305,2010
2010_02_TB_CAR,TB,59,0.0,0.423728813559322,-0.012120185244359422,-0.24143724103030872,1764.0,11,29.89830508474576,2010
2010_03_ATL_NO,ATL,81,0.0,0.3950617283950617,0.11919273238856955,0.04263519118993376,2694.0,11,33.25925925925926,2010
2010_03_ATL_NO,NO,55,0.0,0.7090909090909091,0.04263519118993376,0.11919273238856955,1542.0,11,28.036363636363635,2010
2010_03_BUF_NE,BUF,53,0.05660377358490566,0.5471698113207547,0.14467435346546376,0.30567160970258783,1616.0,10,30.49056603773585,2010
2010_03_BUF_NE,NE,63,0.09523809523809523,0.4444444444444444,0.30567160970258783,0.14467435346546376,1848.0,11,29.333333333333332,2010
2010_03_CIN_CAR,CAR,57,0.07017543859649122,0.5789473684210527,-0.33198915835629716,-0.1884190723855717,1297.0,13,22.75438596491228,2010
2010_03_CIN_CAR,CIN,72,0.0,0.5277777777777778,-0.1884190723855717,-0.33198915835629716,2041.0,14,28.34722222222222,2010
2010_03_CLE_BAL,BAL,54,0.07407407407407407,0.5740740740740741,0.31195875469441403,0.0835702699922152,1721.0,10,31.87037037037037,2010
2010_03_CLE_BAL,CLE,55,0.0,0.4727272727272727,0.0835702699922152,0.31195875469441403,1726.0,10,31.381818181818183,2010
2010_03_DAL_HOU,DAL,55,0.0,0.5272727272727272,0.27736081504297494,-0.05518948789407051,1859.0,10,33.8,2010
2010_03_DAL_HOU,HOU,58,0.0,0.6206896551724138,-0.05518948789407051,0.27736081504297494,1595.0,9,27.5,2010
2010_03_DET_MIN,DET,64,0.0,0.703125,-0.17099905641088708,-0.10776404454729792,1596.0,12,24.9375,2010
2010_03_DET_MIN,MIN,64,0.0,0.5625,-0.10776404454729792,-0.17099905641088708,1809.0,13,28.265625,2010
2010_03_GB_CHI,CHI,48,0.0,0.625,0.03267670250338817,0.21949605734882896,1398.0,8,29.125,2010
2010_03_GB_CHI,GB,59,0.0,0.7457627118644068,0.21949605734882896,0.03267670250338817,2079.0,11,35.23728813559322,2010
2010_03_IND_DEN,DEN,76,0.0,0.7631578947368421,-0.004937037324022982,0.20662921301759027,1722.0,11,22.657894736842106,2010
2010_03_IND_DEN,IND,64,0.0,0.671875,0.20662921301759027,-0.004937037324022982,1723.0,12,26.921875,2010
2010_03_LV_ARI,ARI,54,0.0,0.5185185185185185,-0.1504362169982379,-0.09651118638661611,1543.0,12,28.574074074074073,2010
2010_03_LV_ARI,LV,70,0.07142857142857142,0.5285714285714286,-0.09651118638661611,-0.1504362169982379,1871.0,14,26.728571428571428,2010
2010_03_NYJ_MIA,MIA,70,0.02857142857142857,0.6714285714285714,0.08604748983496811,0.3035899210467559,1911.0,11,27.3,2010
2010_03_NYJ_MIA,NYJ,55,0.01818181818181818,0.4909090909090909,0.3035899210467559,0.08604748983496811,1560.0,11,28.363636363636363,2010
2010_03_PHI_JAX,JAX,67,0.014925373134328358,0.5223880597014925,-0.31322424207909555,0.1322562924574169,1846.0,13,27.55223880597015,2010
2010_03_PHI_JAX,PHI,54,0.0,0.6111111111111112,0.1322562924574169,-0.31322424207909555,1537.0,12,28.462962962962962,2010
2010_03_PIT_TB,PIT,45,0.0,0.35555555555555557,0.21398867430877458,-0.21372326115709173,1541.0,10,34.24444444444445,2010
2010_03_PIT_TB,TB,61,0.03278688524590164,0.6721311475409836,-0.21372326115709173,0.21398867430877458,1880.0,11,30.81967213114754,2010
2010_03_SD_SEA,LAC,77,0.025974025974025976,0.7272727272727273,0.013741302007024425,-0.16117909456098822,2064.0,14,26.805194805194805,2010
2010_03_SD_SEA,SEA,54,0.0,0.6296296296296297,-0.16117909456098822,0.013741302007024425,1332.0,15,24.666666666666668,2010
2010_03_SF_KC,KC,65,0.015384615384615385,0.4,0.2110231603694896,-0.22051725386577803,1963.0,13,30.2,2010
2010_03_SF_KC,SF,61,0.0,0.7540983606557377,-0.22051725386577803,0.2110231603694896,1467.0,12,24.049180327868854,2010
2010_03_TEN_NYG,NYG,69,0.17391304347826086,0.7101449275362319,-0.015090469424150524,0.03832904063608523,1784.0,11,25.855072463768117,2010
2010_03_TEN_NYG,TEN,57,0.0,0.2982456140350877,0.03832904063608523,-0.015090469424150524,1605.0,11,28.157894736842106,2010
2010_03_WAS_STL,LA,75,0.0,0.5066666666666667,0.06805929881895635,-0.16863218428256616,2022.0,12,26.96,2010
2010_03_WAS_STL,WAS,48,0.0,0.6666666666666666,-0.16863218428256616,0.06805929881895635,1387.0,14,28.895833333333332,2010
2010_04_ARI_SD,ARI,51,0.0,0.7254901960784313,-0.5501968885846087,0.22193054460677833,1393.0,10,27.313725490196077,2010
2010_04_ARI_SD,LAC,59,0.0,0.3559322033898305,0.22193054460677833,-0.5501968885846087,1996.0,11,33.83050847457627,2010
