season,week,game_id,team,score,adj_score,game_drives,plays,success_rate,total_epa,exp_epa,adj_epa,pass_rate,pass_over_exp,epa_turnover,penalty_epa,special_epa,fumble_lost,conversion_third,epa_third,conversion_fourth,epa_fourth
2023,3,2023_03_NYG_SF,NYG,12,14.6,21,51,0.353,-6.6,10.6,-3.6,79.6,8.6,-2.9,1.4,4.6,NA,3-12,-8.9,NA,NA
2023,3,2023_03_NYG_SF,SF,30,26,21,80,0.475,15.6,12.6,14.3,53.8,-0.9,NA,3.7,-0.8,1-0,9-16,12.5,NA,NA
2023,3,2023_03_PHI_TB,PHI,25,27.5,19,81,0.531,7.1,20.6,13.9,52.5,4.1,-8.1,-0.4,0.9,NA,10-16,7.3,2-3,-4.6
2023,3,2023_03_PHI_TB,TB,11,15.6,19,47,0.404,-8.5,7.9,-4.5,65.2,-0.7,-5.9,1.2,-0.8,2-1,5-10,1.3,NA,NA
2023,3,2023_03_PIT_LV,LV,18,25.4,25,77,0.481,-7.3,23.6,1.1,74.3,5.5,-9.5,2.7,0.1,NA,4-13,-3.9,1-2,1.1
2023,3,2023_03_PIT_LV,PIT,23,21.1,25,61,0.377,4.3,17.1,5.3,52.5,-2.8,NA,2.7,1.9,NA,6-15,4.8,NA,NA
2023,3,2023_03_TEN_CLE,CLE,27,23,19,72,0.486,11.9,10.9,6.5,57.7,4.4,-5.7,7.9,2.5,2-1,6-13,-1,1-1,2
2023,3,2023_03_TEN_CLE,TEN,3,8.5,19,52,0.308,-14.5,5.8,-12,68.1,-3.7,NA,2.3,3.5,1-0,2-12,-11,1-1,3.8
2023,4,2023_04_ARI_SF,ARI,16,20.6,15,75,0.467,6.7,15,11.2,69,-0.6,NA,-1.2,-0.8,1-0,8-15,3,2-3,2.9
2023,4,2023_04_ARI_SF,SF,35,32.9,15,54,0.648,27.7,13.5,21.2,45.3,0.9,NA,3.2,0.3,NA,3-5,1.7,1-1,3.4
2023,4,2023_04_ATL_JAX,ATL,7,17.3,20,61,0.426,-13,3.7,-4.9,63.8,-4.6,-19,0.3,3.8,2-1,6-12,3.8,0-1,-2.6
2023,4,2023_04_ATL_JAX,JAX,23,17.9,20,63,0.381,9,19.9,5.4,60.3,7.9,NA,0.7,6.5,1-0,5-13,-2.5,1-2,-0.7
2023,4,2023_04_BAL_CLE,BAL,28,21,25,61,0.393,-0.4,-0.3,2,50,-9.2,-5.5,-2.5,0.2,2-1,4-12,4.5,1-1,2.3
2023,4,2023_04_BAL_CLE,CLE,3,13.4,25,71,0.338,-28.8,11.4,-14.8,67.6,-1.6,-14,1.4,1.8,1-0,4-16,-17.9,1-1,2.1
2023,4,2023_04_CIN_TEN,CIN,3,22.6,18,52,0.538,-12,4.2,-2.3,69.2,1.7,-6,1.4,-0.7,1-1,2-9,-5.3,0-1,-2.1
2023,4,2023_04_CIN_TEN,TEN,27,21.5,18,67,0.478,17.2,8.4,5.2,52.3,-3.3,-2.4,2.4,3,3-0,8-13,6.9,1-1,2.5
2023,4,2023_04_DEN_CHI,CHI,28,22.6,19,76,0.474,5.4,7.7,7.2,59.7,0.1,-10.3,-2.1,-1.6,1-1,6-12,7.7,1-3,-1.8
2023,4,2023_04_DEN_CHI,DEN,31,23.4,19,52,0.481,11.6,6.6,8.9,66,-1.3,NA,-0.2,-1.4,NA,6-11,9.8,NA,NA
2023,4,2023_04_DET_GB,DET,34,27.6,24,76,0.474,10.8,14.6,12.8,43.2,-7.7,-4,0.2,-0.6,NA,7-17,3,2-2,4.1
2023,4,2023_04_DET_GB,GB,20,19.1,24,59,0.407,-10.6,9.9,-5.1,78.2,7.2,-10.5,3.6,0.1,1-0,3-11,-3.4,1-1,3.7
2023,4,2023_04_KC_NYJ,KC,23,25.5,22,69,0.478,11.9,14.7,9.5,57.4,3.3,-5.4,4.6,1.1,1-0,7-12,13.1,NA,NA
2023,4,2023_04_KC_NYJ,NYJ,20,18.4,22,60,0.383,-2.8,10.8,2,74.1,7.7,-5,0.1,-2.7,2-1,5-12,0.3,NA,NA
2023,4,2023_04_LA_IND,IND,23,20.8,23,65,0.4,-1,12,4.8,54.1,-20.2,-4.6,4.7,-2.9,2-1,3-10,-3.5,1-2,0.4
2022,1,2022_01_BAL_NYJ,BAL,24,21,25,54,0.389,3.6,15.9,2.9,64.8,7.9,-2,-0.2,-0.9,1-0,5-13,0.8,NA,NA
2022,1,2022_01_BAL_NYJ,NYJ,9,20.3,25,84,0.393,-19.3,19.1,-0.2,78.6,4.8,-11.2,-0.5,-6.1,2-1,2-14,-8.6,3-4,5
2022,1,2022_01_BUF_LA,BUF,31,28.2,20,60,0.517,9.5,13.7,16,66.7,10,-19.2,-0.2,1,2-2,9-10,22.3,NA,NA
2022,1,2022_01_BUF_LA,LA,10,18,20,69,0.391,-19.1,16.3,3.2,74.6,0,-15.6,0.6,-1.1,1-0,6-13,3.6,2-3,1.7
2022,1,2022_01_CLE_CAR,CAR,24,17.5,23,54,0.352,1.7,5.8,2.1,67.3,-1.3,-2.5,1.8,-0.6,6-0,4-11,-2.2,NA,NA
2022,1,2022_01_CLE_CAR,CLE,26,23.6,23,81,0.432,7.9,21.3,8.7,52.6,-11.8,NA,7.1,3.1,NA,8-17,4.4,1-2,-0.9
2022,1,2022_01_DEN_SEA,DEN,16,22.7,16,71,0.465,4.7,10.6,15.3,71.2,3.1,-11.4,1.4,-2.1,2-2,8-15,9.4,0-1,-4.8
2022,1,2022_01_DEN_SEA,SEA,17,17.8,16,53,0.434,5.8,9.5,3.6,69.2,10.6,-6.6,5.7,3.1,3-1,6-10,7.7,0-1,-3.7
2022,1,2022_01_GB_MIN,GB,7,23.7,21,60,0.467,-12.6,13,7,71.2,5.4,-7.8,0,-1.4,1-1,3-9,-3.6,0-2,-7.8
2022,1,2022_01_GB_MIN,MIN,23,22.6,21,65,0.415,6.4,12.1,13,54.8,4.3,NA,-1.8,0.4,NA,4-13,-3.5,1-1,2.8
2022,1,2022_01_IND_HOU,HOU,20,24.9,27,73,0.452,-5.7,15,0.5,62.3,1.2,-5.9,3.7,4.1,2-1,5-15,-9.2,NA,NA
2022,1,2022_01_IND_HOU,IND,20,29,27,95,0.484,-2.2,16.6,9.1,60.9,-6.6,-11.2,1.5,-2.6,4-1,6-15,-5.9,0-1,-3.3
2022,1,2022_01_JAX_WAS,JAX,22,26.8,23,72,0.458,3.4,17.9,15,71,2.7,-0.9,-1.7,-0.2,1-0,3-12,-6.2,0-1,-2.6
2022,1,2022_01_JAX_WAS,WAS,28,23,23,76,0.434,6.5,14.8,6.3,69.4,10.5,-13.9,3.7,-0.5,1-1,7-10,13,NA,NA
2022,1,2022_01_KC_ARI,ARI,21,20.2,21,65,0.4,1,14.9,7.2,71,-2.1,NA,-0.5,1,3-0,3-12,-9.1,3-4,4.4
2022,1,2022_01_KC_ARI,KC,44,33.6,21,70,0.586,30.4,14.6,20,62.9,11.4,-3.4,5,-0.1,5-1,5-8,7.3,1-1,3.9
2022,1,2022_01_LV_LAC,LAC,24,22.3,22,66,0.439,0.3,17.3,4.9,56.2,2.9,NA,0.4,-3.5,1-0,6-14,1.6,0-1,-3.4
2022,1,2022_01_LV_LAC,LV,19,19.4,22,60,0.4,-5.8,13.2,2.1,76.8,6.7,-13.1,-0.3,2.5,3-0,5-11,3.5,1-2,0.3
2022,1,2022_01_NE_MIA,MIA,20,21.8,17,61,0.475,6.4,13.8,8,62.1,12.8,NA,2.5,1.7,2-0,6-14,-5,1-1,6.8
2022,1,2022_01_NE_MIA,NE,7,20.6,17,57,0.474,-11.2,11.1,4,63.6,-2.5,-16.7,1.8,0.1,2-2,4-9,4.8,0-1,-2.5
2022,1,2022_01_NO_ATL,ATL,26,28,25,78,0.513,1.2,12.1,4.7,52.7,-2.6,-8.7,5.8,1.2,3-2,5-13,-7.7,NA,NA
2022,1,2022_01_NO_ATL,NO,27,30.9,25,60,0.517,3.2,16.4,14.2,68.4,-1.3,-4.8,-0.2,-2.7,1-1,4-12,-3,NA,NA
2022,1,2022_01_NYG_TEN,NYG,21,23.1,23,63,0.429,3.1,4.9,7.3,52.5,-14.4,-10.4,-0.7,2.4,3-2,2-10,-8.3,1-1,1.6
2022,1,2022_01_NYG_TEN,TEN,20,24.5,23,67,0.448,1.6,16.7,8.8,59.4,-4.8,NA,-0.1,-0.9,1-0,3-11,-8.2,NA,NA
2022,1,2022_01_PHI_DET,DET,35,23.2,21,71,0.437,7.4,19.6,11,60.3,-8.4,-7,0.3,-1,1-0,9-14,10.5,1-1,3.4
2022,1,2022_01_PHI_DET,PHI,38,28.2,21,80,0.488,14.6,20.3,19.1,62.2,2.3,NA,0,-2.2,NA,10-17,15.7,2-3,1.3
2022,1,2022_01_PIT_CIN,CIN,20,23.1,29,102,0.392,-18.9,17.6,0.6,70.7,0.6,-22.2,-0.4,-1.3,2-1,8-16,2.7,1-3,-1.4
2022,1,2022_01_PIT_CIN,PIT,23,21.1,29,61,0.344,-11.3,17.9,2.4,68.9,7,NA,0.7,-4,1-0,4-15,-6.5,NA,NA
2022,1,2022_01_SF_CHI,CHI,19,14.4,22,57,0.316,-5.2,10.2,0,43.6,-17.7,-3.4,8.7,-5,NA,5-13,4.8,NA,NA
2022,1,2022_01_SF_CHI,SF,10,19.4,22,73,0.397,-16.2,15.3,2.6,52.2,-18.5,-10.5,-2.3,-2.9,2-1,8-17,-0.3,0-2,-4.6
2022,1,2022_01_TB_DAL,DAL,3,16.7,22,72,0.361,-25.5,26.2,-0.1,73.5,-4.8,-4.5,-5.2,-0.1,NA,3-15,-14,2-5,-2.1
2022,1,2022_01_TB_DAL,TB,19,25.4,22,64,0.484,-2.7,15.9,7.5,48.3,-4.6,-4.4,-1.4,-2.2,NA,5-14,-12.3,NA,NA
2022,2,2022_02_ARI_LV,ARI,29,25.4,18,89,0.494,3.7,24.8,14.9,69,-1.4,-3.7,1.2,-2.5,NA,3-13,-7.9,3-5,1.9
2022,2,2022_02_ARI_LV,LV,23,21.2,18,70,0.457,-1.9,12.1,6.9,65.7,3.4,-8.9,1.7,0.8,2-1,6-11,6,NA,NA
2022,2,2022_02_ATL_LA,ATL,27,19,20,62,0.435,-10.3,7.7,-1.2,56.7,-11.4,-11.3,2.2,-3.8,2-1,3-10,-12.2,1-2,-1.3
2022,2,2022_02_ATL_LA,LA,31,28.3,20,64,0.547,-6.6,15.2,10.7,58.7,7.2,-14.9,0.7,-6.6,1-1,6-10,0.8,0-1,-2
2022,2,2022_02_CAR_NYG,CAR,16,22.3,23,59,0.441,-7.6,9.1,2.4,69,5.6,-9.1,1.4,-3.4,3-2,2-12,-12.2,1-1,2.3
2022,2,2022_02_CAR_NYG,NYG,19,16.7,23,73,0.329,-4.6,16.6,3.3,64.8,5.8,NA,-0.4,5.2,NA,6-17,-1.4,1-1,1.8
2022,2,2022_02_CHI_GB,CHI,10,16.7,18,43,0.395,-4.9,3.8,2.7,39,-24.8,-2.2,-2.7,-0.4,2-0,1-7,-2.7,0-1,-4
2022,2,2022_02_CHI_GB,GB,27,27.9,18,68,0.544,15.1,6.7,14.3,44.8,-9.9,-5.5,2.2,1.7,2-1,5-9,3.5,NA,NA
2022,2,2022_02_CIN_DAL,CIN,17,18,20,74,0.378,2.9,16.2,5.6,67.2,-5.6,NA,2.6,2.8,1-0,6-17,4.3,1-1,2.5
2022,2,2022_02_CIN_DAL,DAL,20,20.4,20,61,0.426,1.9,11,5.3,56.7,-8.4,-4.3,1.3,0.6,1-1,3-10,-1.7,1-1,3.7
2022,2,2022_02_HOU_DEN,DEN,16,20,22,77,0.377,-1.4,14.8,8.4,57.7,2.1,-2.8,3.1,-3,NA,3-12,-6.1,1-1,2.9
2022,2,2022_02_HOU_DEN,HOU,9,17.2,22,63,0.381,-8.4,11.7,-2.1,70.5,8.8,NA,0.7,1.4,2-0,2-13,-9.7,1-3,-1.6
2022,2,2022_02_IND_JAX,IND,0,11.1,22,52,0.269,-21.3,9.3,-2.9,72,-3.5,-10.9,-1.2,0.9,1-0,2-10,-6.7,0-2,-5.8
2022,2,2022_02_IND_JAX,JAX,24,23.9,22,71,0.437,6.7,17.1,10.9,45.7,-4.5,NA,-0.1,-0.5,1-0,6-15,1.7,2-3,4.5
2022,2,2022_02_LAC_KC,KC,27,24.3,23,56,0.446,6.6,17.5,8.6,70.9,16,NA,4.4,0.7,NA,4-12,-2.9,NA,NA
2022,2,2022_02_LAC_KC,LAC,24,26.1,23,76,0.487,2.2,22.2,7.2,68.9,11,-13,1.3,0.3,NA,5-16,-9.2,4-4,12.5
2022,2,2022_02_MIA_BAL,BAL,38,27.2,22,60,0.483,22.5,15.3,14.2,58.6,1.9,NA,3.8,6,1-0,3-10,3.9,1-3,-5.5
2022,2,2022_02_MIA_BAL,MIA,42,32.4,22,71,0.521,29.7,26.5,25.6,74.6,6.6,-6.5,-1.8,0.6,NA,7-11,19.5,2-2,3.1
2022,2,2022_02_MIN_PHI,MIN,7,22.9,20,62,0.468,-13.6,17.6,6.3,85.2,11,-13.1,-0.5,-0.5,1-0,4-12,-11.5,NA,NA
2022,2,2022_02_MIN_PHI,PHI,24,25.2,20,75,0.467,4.2,14.8,14.6,58.9,3.9,-5.3,-3.1,-6.4,1-0,7-13,9.8,NA,NA
2022,2,2022_02_NE_PIT,NE,17,23.9,19,68,0.456,3.9,23.1,14.4,61.5,1,-2.9,-6.9,-0.8,1-1,9-16,10.5,NA,NA
2022,2,2022_02_NE_PIT,PIT,14,19.2,19,61,0.426,-3.6,17.3,3.2,63.8,-1,-5.3,-1.1,1.1,NA,8-15,3.4,NA,NA
2022,2,2022_02_NYJ_CLE,CLE,30,28.8,21,67,0.507,15.9,10,17.6,50,-5,-0.7,1.9,-0.3,NA,8-12,8.5,NA,NA
2022,2,2022_02_NYJ_CLE,NYJ,31,24.7,21,73,0.438,17.2,20.2,16,71.4,-3.3,-4.2,-1.9,6.1,2-1,8-15,6.8,1-1,3.8
2022,2,2022_02_SEA_SF,SEA,7,16.6,19,50,0.4,-15.5,11,-0.9,71.4,-1,-8.5,0.6,-1.3,NA,2-7,-4,NA,NA
2022,2,2022_02_SEA_SF,SF,27,20.9,19,76,0.434,7,12.8,7.8,38.2,-15.9,NA,10.6,-4.4,3-1,6-15,-2.1,2-3,2.9
2022,2,2022_02_TB_NO,NO,10,18.2,26,72,0.389,-27.5,16,-9.1,72.1,0.5,-25.1,4.3,-1.5,4-2,4-13,1.1,0-1,-1.6
2022,2,2022_02_TB_NO,TB,20,15.2,26,69,0.304,-11.9,19.8,-4.1,56.9,-2.8,-5.5,3.9,1.4,1-1,5-17,1.9,0-1,-4.3
2022,2,2022_02_TEN_BUF,BUF,41,25.3,22,70,0.457,21.7,19.9,12.4,68.2,18.3,NA,0.4,8.4,2-1,5-13,0.5,2-3,1.2
2022,2,2022_02_TEN_BUF,TEN,7,17.4,22,59,0.407,-20.6,10.6,-6.4,53.6,-8.8,-17.4,1.9,-0.3,1-1,4-12,-6.9,1-1,2.9
2022,2,2022_02_WAS_DET,DET,36,24.2,28,60,0.367,9.2,15.5,11.6,62.7,8.2,NA,-0.9,4.6,NA,4-13,2.1,0-2,-5.5
2022,2,2022_02_WAS_DET,WAS,27,27.2,28,75,0.4,-1.2,21.4,15.8,73.6,0.5,-4.2,-2.9,-4.4,1-0,7-15,3.8,1-2,0.3
2022,3,2022_03_ATL_SEA,ATL,27,26.6,17,56,0.518,19.9,8.6,16.9,50.9,-2.2,-4.7,0.3,3.7,2-1,4-7,7,NA,NA
2022,3,2022_03_ATL_SEA,SEA,23,29.1,17,72,0.542,12.7,26.8,21.3,66.2,0,-0.9,-3,2.4,NA,9-17,2.2,2-3,4.9
2022,3,2022_03_BAL_NE,BAL,37,28.9,24,59,0.492,13.1,14.8,13.9,60.7,5.2,-7.5,-0.9,1.6,2-1,5-10,2.7,NA,NA
2022,3,2022_03_BAL_NE,NE,26,24.7,24,66,0.439,-3.3,14.4,9,63.1,-1.5,-11.6,-1.9,-1.7,2-1,2-9,-6.4,1-2,-1.4
2022,3,2022_03_BUF_MIA,BUF,19,26.5,17,92,0.511,4.4,20.1,17.8,78.9,14,-4.4,-2.2,-4.1,3-1,11-18,1.9,2-3,3
2022,3,2022_03_BUF_MIA,MIA,21,19,17,44,0.432,5.5,10.3,6.1,58.1,3.5,NA,2.8,-1.2,1-0,3-8,1.9,NA,NA
2022,3,2022_03_CIN_NYJ,CIN,27,24.4,24,68,0.441,-0.1,14.8,7.6,62.1,10,-4.8,3.2,-3.2,1-1,7-14,15.4,0-1,-4.3
2022,3,2022_03_CIN_NYJ,NYJ,12,17.2,24,78,0.372,-21.3,12.1,-5.2,74.4,1.1,-16.3,-1.9,3.3,4-2,7-18,-9.3,0-3,-9.4
2022,3,2022_03_DAL_NYG,DAL,23,25.2,21,64,0.469,9.4,14.2,12.1,50,-3.7,NA,-1.4,0.9,NA,5-13,-2.6,1-1,2.9
2022,3,2022_03_DAL_NYG,NYG,16,23.1,21,74,0.446,-2.1,15.1,9,75,6.3,-2,0.8,0.3,NA,3-11,-6.5,0-1,-0.8
2022,3,2022_03_DET_MIN,DET,24,25.7,25,78,0.436,-6.4,28,10.8,57.1,1.9,-0.5,3.7,-10.9,1-0,3-16,-5.7,4-6,7.1
2022,3,2022_03_DET_MIN,MIN,28,32.8,25,70,0.571,-5.3,20.6,10.7,65.7,-1.2,-5.2,3.9,-7.5,1-1,2-9,-4.4,1-2,0.2
2022,3,2022_03_GB_TB,GB,14,20.8,24,62,0.403,-5,10.5,2,60.7,1.1,-8.8,-1.5,0.3,2-1,6-15,-7.8,NA,NA
2022,3,2022_03_GB_TB,TB,12,21,24,68,0.412,-9.3,8.7,1,77.8,4.2,-7.3,-1.4,4.1,3-2,2-11,-7.1,1-1,2.3
2022,3,2022_03_HOU_CHI,CHI,23,21.2,23,65,0.4,-1.3,6.7,6,42.6,-18.7,-6.5,-0.7,1,3-0,6-13,0.3,NA,NA
2022,3,2022_03_HOU_CHI,HOU,20,21,23,60,0.417,-1.8,14,2.2,58.3,0.8,-10.6,1.6,4.5,2-0,3-12,-6.2,1-1,2.4
2022,3,2022_03_JAX_LAC,JAX,38,27.6,21,77,0.506,16.1,20.2,13.5,54.8,4.4,NA,0.3,-0.3,NA,8-15,4,2-3,5.9
2022,3,2022_03_JAX_LAC,LAC,10,16.7,21,62,0.371,-20.7,18.5,0.3,82,8.4,-11.3,-4,-2.9,1-1,5-13,0.1,0-2,-5.6
2022,3,2022_03_KC_IND,IND,20,19.7,21,70,0.429,-0.3,13.1,-0.1,64.3,1.5,-5.3,1.7,10.6,3-2,6-15,-1.9,1-3,-6.6
2022,3,2022_03_KC_IND,KC,17,22.2,21,66,0.409,-2.4,19.5,12.7,69.8,10.5,-1.1,0.4,-8.5,1-0,3-10,2,1-2,-2.1
2022,3,2022_03_LA_ARI,ARI,12,19.1,19,85,0.376,-7.7,30.5,12.1,75.9,3.3,NA,-3.4,-1.9,1-0,6-18,-6.2,4-5,6.8
2022,3,2022_03_LA_ARI,LA,20,24.7,19,49,0.469,6.6,11,14.9,58.7,1.1,-6,-4.5,-0.2,1-1,3-8,1.2,NA,NA
2022,3,2022_03_LV_TEN,LV,22,20.9,19,74,0.405,8.2,18.6,13.1,75.4,0.9,-5.3,6.8,-0.2,1-0,1-12,-12.2,3-3,10.8
2022,3,2022_03_LV_TEN,TEN,24,23.7,19,56,0.482,8.1,10.3,8.8,54.5,0,-3.5,-2.7,-0.2,1-0,5-10,2.7,0-1,-2.5
2022,3,2022_03_NO_CAR,CAR,22,17.7,26,61,0.311,-4.6,15.5,3.5,47.5,-2.5,NA,-1.1,3.7,NA,4-14,-5,0-1,-2.7
2022,3,2022_03_NO_CAR,NO,14,25.6,26,71,0.437,-16.4,13.3,8.1,66.7,-4.8,-14.4,-4.5,-8,3-1,5-13,0,NA,NA
2022,3,2022_03_PHI_WAS,PHI,24,23.2,25,68,0.382,7.5,21.9,11.8,63.2,6.1,NA,3.2,0.5,NA,5-15,-4.4,2-3,2.3
2022,3,2022_03_PHI_WAS,WAS,8,19.8,25,80,0.375,-15,17.5,1.3,75,4.6,-5.4,2.6,7.1,3-1,6-17,-3.5,0-2,-7.5
2022,3,2022_03_PIT_CLE,CLE,29,26,21,73,0.479,5.5,17.3,13,47.2,-6.9,NA,-1.3,-3.1,NA,6-16,-2.8,3-4,4.7
2022,3,2022_03_PIT_CLE,PIT,17,25.1,21,62,0.5,-7.4,16.5,5.9,62.7,-5.2,-6.9,-0.3,-5,2-1,1-9,-7.1,NA,NA
2022,3,2022_03_SF_DEN,DEN,11,17.8,28,73,0.315,-16.2,14.8,-1.4,61.4,-3.8,NA,1.5,-1,3-0,6-18,-3.9,NA,NA
2022,3,2022_03_SF_DEN,SF,10,21.7,28,57,0.386,-17.7,10.8,-0.9,62.5,1.9,-12,-2.1,0.1,2-2,1-10,-8.8,NA,NA
2022,4,2022_04_ARI_CAR,ARI,26,21.8,23,75,0.44,-3.9,13,0.8,54.2,-0.9,-7.2,-2.7,0.5,3-0,6-14,-3.6,0-2,-7.5
2022,4,2022_04_ARI_CAR,CAR,16,15,23,53,0.358,-21.5,15.3,-8,75,8.3,-14.8,0,2.9,1-1,2-10,-8.5,1-3,-3.9
2022,4,2022_04_BUF_BAL,BAL,20,22.1,20,72,0.444,-3.1,13.1,7.9,62.3,4,-9.2,-2.9,2.4,NA,6-13,3.2,1-2,-1.9
2022,4,2022_04_BUF_BAL,BUF,23,26.9,20,63,0.508,4.1,16.1,13.1,70.5,7.3,-10.6,1.3,1.4,2-1,4-11,-6.5,1-1,2
2022,4,2022_04_CHI_NYG,CHI,12,15.9,23,63,0.317,1.9,5.5,3,58.1,-10.6,-5.3,1.2,7.9,3-3,5-15,0.4,NA,NA
2022,4,2022_04_CHI_NYG,NYG,20,22.3,23,67,0.418,8,9.9,6.5,40,-16.9,-1.4,2.1,1.6,2-1,6-14,1.5,NA,NA
2022,4,2022_04_CLE_ATL,ATL,23,23,21,52,0.462,3.7,10.7,5.4,38.5,-19.3,-4.5,5.7,1.8,1-0,3-9,-2.2,NA,NA
2022,4,2022_04_CLE_ATL,CLE,20,23.2,21,75,0.427,-0.4,16.6,12.7,54.8,-8.5,-4.8,-3.2,-0.8,1-1,5-14,-1.6,2-3,1.4
2022,4,2022_04_DEN_LV,DEN,23,14.9,22,54,0.296,-12.7,12.6,5.4,67.9,-4.4,-10.1,-3.9,-1.2,1-1,3-11,-1,1-2,-0.8
2022,4,2022_04_DEN_LV,LV,32,26.3,22,75,0.467,0.9,18.4,14,54.8,-2.3,NA,0.2,-2.1,NA,7-14,-3,NA,NA
2022,4,2022_04_JAX_PHI,JAX,21,18.6,23,47,0.426,-12.7,0.7,-7.7,59.6,-3.4,-22.3,0.7,1.9,5-4,2-7,-3.2,0-1,-3.3
2022,4,2022_04_JAX_PHI,PHI,29,23.8,23,82,0.451,-1.5,16.6,6,39.7,-16.3,-8.8,1.2,1.3,1-0,4-14,-5.3,3-5,2.1
2022,4,2022_04_KC_TB,KC,41,32.4,22,80,0.537,20.5,20.1,22.5,55,11.3,-4.8,0.3,1.9,NA,12-17,10.9,0-1,-3.4
2022,4,2022_04_KC_TB,TB,31,29.5,22,64,0.547,3.1,17.2,10.6,89.1,15.7,-11.8,0.5,-5.6,2-2,6-10,2.6,NA,NA
2022,4,2022_04_LAC_HOU,HOU,24,17.1,24,59,0.322,-8.3,11.3,4,75.4,4.2,-8.3,-0.2,-3.2,1-0,4-12,-4.1,0-2,-6.9
2012,1,2012_01_ATL_KC,ATL,40,29,20,56,0.518,26.3,15,18.5,63.6,11.5,NA,-0.5,6.2,1-0,5-10,6.8,NA,NA
2012,1,2012_01_ATL_KC,KC,24,24.1,20,68,0.471,5.1,15,10.1,54.4,-12.3,-12.2,-1,-1.8,1-1,11-16,4,NA,NA
2012,1,2012_01_BUF_NYJ,BUF,28,20.7,21,63,0.413,-1.2,13.5,6.5,55,-9.2,-18.2,-2.3,-5.8,1-1,6-9,8.8,1-1,5.1
2012,1,2012_01_BUF_NYJ,NYJ,48,20.6,21,67,0.388,16.2,14.3,10.7,43.8,-10,-4.3,-2.7,2,2-0,10-14,15.9,NA,NA
2012,1,2012_01_CAR_TB,CAR,10,18.2,21,52,0.385,-8.5,18.7,3,76,4.7,-7.3,0.2,-2.5,1-0,2-10,-6.8,NA,NA
2012,1,2012_01_CAR_TB,TB,16,18.6,21,63,0.397,-3.5,11.4,1.9,50.8,1,NA,0.8,1,1-0,5-13,-6.5,NA,NA
2012,1,2012_01_CIN_BAL,BAL,44,29.6,21,61,0.525,22.5,16.5,17,65,16,NA,2.5,2,1-0,3-9,-0.3,1-1,1.4
2012,1,2012_01_CIN_BAL,CIN,13,21.4,21,72,0.431,-8.4,17.6,5.7,60,1,-10,2.9,-0.4,2-1,4-15,-16.6,2-3,3
2012,1,2012_01_DAL_NYG,DAL,24,26,18,65,0.492,11.6,10.8,17.5,56.9,8,NA,-13.7,3.4,NA,4-10,-3.3,0-1,-3
2012,1,2012_01_DAL_NYG,NYG,17,16.7,18,56,0.357,2.2,17.8,9.5,65.5,-1.6,-4.7,1.5,1.6,1-1,4-12,1.6,2-2,3.7
2012,1,2012_01_IND_CHI,CHI,41,27.1,28,73,0.411,9.2,18.3,13.5,56.9,4.8,-6.7,-1,-0.7,NA,4-11,0.3,NA,NA
2012,1,2012_01_IND_CHI,IND,21,28.6,28,66,0.455,-10.4,23.8,10.7,80.3,10.1,-22.1,3.3,-6.5,2-2,2-10,-12.5,2-2,6.1
2012,1,2012_01_JAX_MIN,JAX,23,26.3,24,80,0.475,2.4,17.4,7.8,58.4,-4.7,-5.2,0.9,-1.1,1-1,9-18,2.4,1-2,2.2
2012,1,2012_01_JAX_MIN,MIN,26,27.4,24,59,0.492,4,11.9,8.6,52.5,-4.3,-5.9,-1.2,2.4,3-1,2-10,-4.6,NA,NA
2012,1,2012_01_MIA_HOU,HOU,30,26.4,25,67,0.448,-2.9,21.1,11.2,53,-3.8,NA,1.9,-10.6,NA,7-16,2.4,NA,NA
2012,1,2012_01_MIA_HOU,MIA,10,18.6,25,62,0.387,-24.3,3.5,-5.3,63.9,-1.4,-11.3,-9.7,2.4,3-1,2-10,-9,0-3,-7.4
2012,1,2012_01_NE_TEN,NE,34,30.8,21,66,0.545,16,17.8,17.6,48.5,5,NA,0,0.9,NA,6-12,0.3,NA,NA
2012,1,2012_01_NE_TEN,TEN,13,16.2,21,65,0.338,-8.6,14.5,4.5,76.9,10.6,-8.3,1.7,-0.4,1-1,5-14,-1.8,1-2,0.5
2012,1,2012_01_PHI_CLE,CLE,16,14.1,31,62,0.274,-21.1,10.8,-13.6,65.6,6.6,-8,-0.2,2,2-0,2-13,-11.2,NA,NA
2012,1,2012_01_PHI_CLE,PHI,17,24.7,31,92,0.413,-17.1,19.3,-2.2,71.4,5,-26.6,-2.3,-2.2,3-1,8-18,1.5,1-1,1.6
2012,1,2012_01_PIT_DEN,DEN,31,30,18,56,0.571,12.4,11.4,16.8,56.6,9.5,-4.9,0.8,0,1-1,5-9,-2.8,NA,NA
2012,1,2012_01_PIT_DEN,PIT,19,18,18,80,0.388,-2.8,17.8,8.6,65.3,0.9,-7.9,1.6,0.5,1-0,11-19,17,1-2,-1.4
2012,1,2012_01_SD_OAK,LAC,22,17.3,19,58,0.362,6.6,13.5,8.4,65.5,11.7,NA,0.4,4.6,NA,5-12,6.9,NA,NA
2012,1,2012_01_SD_OAK,LV,14,20.5,19,77,0.442,-6.1,17.2,5,72.6,1.3,-3.4,7.4,-7.7,4-1,5-15,-3.5,0-2,-5.7
2012,1,2012_01_SEA_ARI,ARI,20,18.2,24,63,0.365,-10,13,-0.2,68.9,6.1,-9.2,3.5,-0.6,2-1,3-10,-4.5,NA,NA
