season,week,game_id,team,score,adj_score,game_drives,plays,success_rate,total_epa,exp_epa,adj_epa,pass_rate,pass_over_exp,epa_turnover,penalty_epa,special_epa,fumble_lost,conversion_third,epa_third,conversion_fourth,epa_fourth
2024,2,2024_02_CLE_JAX,JAX,13,19.4,19,61,0.426,-2.6,7.4,4.7,67.8,-1.2,NA,1.7,-3.2,1-0,3-9,-0.9,NA,NA
2024,2,2024_02_IND_GB,GB,16,16.7,20,68,0.353,5,5.4,6.4,27.1,-29.3,-6.6,-2.6,0.4,1-1,10-17,9.9,NA,NA
2024,2,2024_02_IND_GB,IND,10,17.2,20,56,0.411,-6.8,8.7,-2.6,69.1,-5.2,-8.9,-0.5,-2.3,3-0,2-9,-5,1-2,0.2
2024,2,2024_02_LAC_CAR,CAR,3,3.6,23,32,0.156,-18.8,3.2,-10.8,64.6,-11.8,-4,-2.6,-0.4,NA,1-12,-13.8,1-3,-1.3
2024,2,2024_02_LAC_CAR,LAC,26,27.9,23,51,0.549,6.5,3.7,2.4,36.4,-13.2,-9,3,0.4,1-1,9-15,9.5,NA,NA
2024,2,2024_02_LA_ARI,ARI,41,28.1,19,51,0.549,24.3,8,12.7,40.9,-6.2,-5.8,-0.6,4.1,2-1,7-11,6.3,NA,NA
2024,2,2024_02_LA_ARI,LA,10,18.6,19,41,0.439,-5,9.9,-0.5,61.5,-11.1,-5.1,-4.2,2.2,1-1,2-11,-12,1-3,-3.4
2024,2,2024_02_LV_BAL,BAL,23,22.6,24,67,0.433,-3,15.2,2.5,60.3,-8.3,-5.1,-0.7,-1.7,NA,3-11,-2.6,1-1,-0.1
2024,2,2024_02_LV_BAL,LV,26,23.1,24,63,0.444,2.4,12.4,2.2,74.2,10.5,-3.4,6.2,5,1-0,4-12,-1.7,0-1,-3.6
2024,2,2024_02_NO_DAL,DAL,19,21.3,20,56,0.446,8.5,8.8,5.4,71,-3.3,-10.7,-1.2,4.9,1-0,6-13,2.7,1-3,-4.2
2024,2,2024_02_NO_DAL,NO,44,36.3,20,41,0.634,32.1,6.9,23.7,33.9,-11.5,-4.3,-0.7,-0.2,NA,5-7,5.2,NA,NA
2024,2,2024_02_NYG_WAS,NYG,18,18.7,15,57,0.439,6.1,14.3,9.6,57.4,-10,-4,0.1,0.5,1-1,4-8,8.8,1-2,-0.7
2024,2,2024_02_NYG_WAS,WAS,21,18.3,15,75,0.427,11.9,7.6,10.7,58.6,-4.4,NA,-1.9,3,NA,7-14,10.1,1-1,2.1
2024,2,2024_02_NYJ_TEN,NYJ,24,21.5,22,58,0.431,6.4,8.8,3.9,60.7,2.1,NA,1.6,1.1,NA,5-12,-2.5,NA,NA
2024,2,2024_02_NYJ_TEN,TEN,17,17.6,22,67,0.388,-5.3,7.8,-1.9,57.6,-10.7,-6.6,5,-1.4,1-1,5-12,-3.5,0-1,-2.5
2024,2,2024_02_PIT_DEN,DEN,6,17.4,22,62,0.371,-9.1,12.5,0.7,72.1,-1.5,-6.1,0.1,3.4,NA,2-12,-7.9,1-2,2.6
2024,2,2024_02_PIT_DEN,PIT,13,14.3,22,67,0.328,-0.5,5.8,-2.4,50,-12.1,NA,0.9,3.9,1-0,4-13,-1.2,NA,NA
2024,2,2024_02_SEA_NE,NE,20,22.5,23,68,0.441,2.3,5.4,3.2,48.5,-11.4,NA,0.6,-2.8,1-0,6-16,-1.1,NA,NA
2024,2,2024_02_SEA_NE,SEA,23,26.6,23,70,0.486,5.3,22.1,9.3,75,12.4,NA,0.1,1.2,NA,7-15,6.3,1-2,-2.5
2024,2,2024_02_SF_MIN,MIN,23,22.7,21,53,0.472,-1.9,2.7,2.9,60.8,5.5,-10.3,-4.4,1,3-1,7-12,3.9,NA,NA
2024,2,2024_02_SF_MIN,SF,17,23,21,72,0.486,-11.3,11.4,1.6,62.9,-6.8,-9.2,1.5,-5.7,2-1,2-10,-10,1-3,-1.8
2024,2,2024_02_TB_DET,DET,16,22.1,22,86,0.43,-8.2,26.9,6.3,69,-2.2,-9.8,-1.1,0.1,NA,7-17,0.2,3-5,3.8
2024,2,2024_02_TB_DET,TB,20,16.7,22,48,0.375,-1.2,3.8,-2.5,59.6,3.1,-3.2,3.8,-0.4,2-0,2-10,-7.9,NA,NA
2024,3,2024_03_BAL_DAL,BAL,28,25,22,58,0.448,17.9,3.4,13.2,29.5,-22.6,NA,-5.1,-6.9,NA,4-9,-0.7,NA,NA
2024,3,2024_03_BAL_DAL,DAL,25,18,22,74,0.365,5.8,13.8,3.7,79.5,3.3,-4.3,2.9,3.6,2-1,7-13,6.4,0-1,-2
2024,3,2024_03_CAR_LV,CAR,36,29.1,24,63,0.508,17.7,14.8,11.7,59.2,6,NA,0.6,1.2,NA,5-12,3.4,NA,NA
2024,3,2024_03_CAR_LV,LV,22,16.8,24,43,0.372,-18.6,12.9,-6.6,76.2,-0.3,-5.1,0.7,-3.1,NA,3-11,-3.7,1-3,-3.3
2024,3,2024_03_CHI_IND,CHI,16,19.8,24,92,0.38,-12.9,23.2,2.4,67,-3.2,-14.9,7,-3.5,1-1,9-20,-2.1,4-5,3.2
2024,3,2024_03_CHI_IND,IND,21,17.1,24,56,0.339,-8.9,10.9,0.5,43.4,-16.3,-10,1.2,0.6,NA,3-11,-6.8,0-1,-2.7
2024,3,2024_03_DEN_TB,DEN,26,28.4,21,63,0.524,10,17.4,13.5,64.2,11.8,-4.5,-0.5,2.9,1-1,4-14,-3.2,2-2,5
2024,3,2024_03_DEN_TB,TB,7,16,21,46,0.413,-14.7,3.7,-9.8,71.9,1.4,-11,0.6,0.3,1-1,3-11,-16.1,0-2,-6.2
2024,3,2024_03_DET_ARI,ARI,13,20.6,22,60,0.433,-9.8,21.6,0.3,71.2,0.7,-4.6,3.5,-0.3,NA,1-9,-6.7,0-2,-6.9
2024,3,2024_03_DET_ARI,DET,20,27.4,22,70,0.529,1.1,10.8,6.8,39.4,-14.3,-4.9,-2.8,-0.7,NA,6-12,1.3,0-1,-3.9
2024,3,2024_03_GB_TEN,GB,30,19.4,21,58,0.379,6,5.5,8.6,41.3,-11.9,NA,-2.2,0.2,NA,5-14,3.8,NA,NA
2024,3,2024_03_GB_TEN,TEN,14,19.8,21,46,0.478,-15,4.5,-8.2,83.3,11.5,-15.8,1,0.7,1-1,3-9,-2.4,0-1,-3.5
2024,3,2024_03_HOU_MIN,HOU,7,12.1,22,52,0.288,-17.3,10.7,-2.6,83.3,7.5,-8.4,-4.3,-5.2,NA,4-14,1.3,2-4,1.3
2024,3,2024_03_HOU_MIN,MIN,34,22.5,22,57,0.456,8.4,8.6,3,56.5,2.9,NA,0.3,4.8,1-0,6-13,2.3,1-1,2
2024,3,2024_03_JAX_BUF,BUF,47,29.2,20,53,0.528,27.4,12.2,18.1,61.9,3,NA,1.4,-0.1,NA,6-11,8.5,2-2,4.8
2024,3,2024_03_JAX_BUF,JAX,10,20.6,20,49,0.429,3.2,16.6,6.1,74.6,2.3,-10.7,2.4,-0.4,1-1,2-13,-6.4,4-8,-0.3
2024,3,2024_03_KC_ATL,ATL,17,20,20,62,0.435,-0.5,10.8,3,60,-8.5,-3.7,2.3,0.6,2-0,2-9,-4.8,1-3,-4.1
2024,3,2024_03_KC_ATL,KC,22,31.6,20,71,0.592,7.5,16.7,14.8,59.2,5.1,-5.7,3.4,-0.6,NA,6-13,1.2,1-1,2.3
2024,3,2024_03_LAC_PIT,LAC,10,12.2,20,48,0.333,-7.1,0.3,-5.7,56.5,-12.4,NA,-1.1,0.7,2-0,3-11,-4.1,NA,NA
2024,3,2024_03_LAC_PIT,PIT,20,19.8,20,61,0.426,6.2,11.6,3.7,56.1,-5.4,-5,7.5,1.4,NA,7-14,12.5,NA,NA
2024,3,2024_03_MIA_SEA,MIA,3,12.5,24,57,0.316,-27.4,1.8,-11.3,68.9,1,NA,-0.9,-2.5,3-0,1-12,-18.1,0-3,-7.3
2024,3,2024_03_MIA_SEA,SEA,24,16.8,24,57,0.351,-9.8,4.7,-2.8,61.3,9.2,-6.9,-4.1,-1,1-0,3-11,-10.2,NA,NA
2024,3,2024_03_NE_NYJ,NE,3,12.4,17,30,0.367,-5.7,2.1,-4.1,75,-2.8,-5,3.1,1.1,1-1,2-11,-8.8,3-3,7
2024,3,2024_03_NE_NYJ,NYJ,24,29.9,17,61,0.607,12.9,7.2,13.1,58.9,1.6,NA,-0.6,-4.5,1-0,10-15,13.6,NA,NA
2024,3,2024_03_NYG_CLE,CLE,15,18.5,28,68,0.382,-20.6,5,-12.3,76.9,6.9,-9.4,-0.7,1.1,2-2,4-14,-8,1-3,-3.9
2024,3,2024_03_NYG_CLE,NYG,21,25.9,28,72,0.431,-7.1,9.2,4.8,60.3,4.1,-10.4,-2.8,-8.2,2-1,4-13,-0.3,1-1,2.2
2024,3,2024_03_PHI_NO,NO,12,11,20,57,0.298,-10.6,13.4,-3.4,50,-12.7,-1,0.3,-0.4,NA,6-13,-1.1,0-1,-4.3
2024,3,2024_03_PHI_NO,PHI,15,19.7,20,71,0.408,-8.1,9.8,6.8,68.7,0.8,-10.5,-4.4,-7,2-1,6-13,2.6,1-3,-4.2
2024,3,2024_03_SF_LA,LA,27,21.8,18,60,0.45,11.8,15.4,11.5,55.9,-9.8,NA,3.2,-0.6,NA,5-12,0.8,2-2,4.7
2024,3,2024_03_SF_LA,SF,24,23.2,18,71,0.479,11.6,17.2,10.9,60.6,1.6,-3.1,3.4,-5.3,2-1,6-11,4.6,1-1,1.6
2024,3,2024_03_WAS_CIN,CIN,33,28.1,15,63,0.556,23.1,16.8,21.3,68.9,0.2,NA,2.7,-2.6,NA,6-10,2.3,1-1,3.7
2024,3,2024_03_WAS_CIN,WAS,38,28.5,15,59,0.576,34.2,10.1,19,53.6,5.8,NA,0,4.1,1-0,5-9,2.2,3-3,9
2024,4,2024_04_BUF_BAL,BAL,35,28.7,22,44,0.523,16.1,3.7,12.4,36.8,-13.5,-4,-3.5,0.6,2-1,5-9,2.5,NA,NA
2024,4,2024_04_BUF_BAL,BUF,10,20,22,49,0.388,-5.4,11.2,6.6,66.1,0.6,-4.8,-5.9,-3.6,1-1,3-13,-5.2,1-1,2.4
2024,4,2024_04_CIN_CAR,CAR,24,24.1,21,68,0.485,4.1,22.2,5.6,62.9,-1.7,-5.4,0.4,2,NA,7-14,-3,1-3,-3.9
2024,4,2024_04_CIN_CAR,CIN,34,24.9,21,68,0.456,15.7,17.4,13.9,53.7,-3.1,-5.1,1.1,4.9,NA,7-14,9,NA,NA
2024,4,2024_04_CLE_LV,CLE,16,13.6,20,60,0.35,-8.3,9.1,-4,74.6,6.4,-5,1.2,-0.2,1-0,3-10,-1.1,0-1,-2.9
2024,4,2024_04_CLE_LV,LV,20,17.7,20,59,0.39,-5.6,9.5,3.2,50.9,-9.3,-8.6,0.1,2.1,1-1,4-11,-9.4,NA,NA
2024,4,2024_04_DAL_NYG,DAL,20,22.5,18,56,0.482,10.3,9.9,7.7,58.2,3,NA,-0.5,1.7,1-0,3-10,-0.9,1-1,2.2
2024,4,2024_04_DAL_NYG,NYG,15,16.8,18,69,0.377,1.5,21.5,7.1,65.7,-3.2,-0.3,-2.5,4.1,NA,5-16,0.2,3-4,4.7
2024,4,2024_04_DEN_NYJ,DEN,10,16,26,60,0.333,-17.9,11.1,-7.1,49.2,-13.8,-4.2,-0.5,-2.8,1-1,3-14,-9.6,NA,NA
2024,4,2024_04_DEN_NYJ,NYJ,9,14.3,26,79,0.304,-20.9,12.1,-7.8,73,6.4,-3,-1.2,-0.4,1-1,4-17,-9.7,0-1,-2.9
2024,4,2024_04_JAX_HOU,HOU,24,23.5,22,76,0.434,9,17.3,10.6,68,-3.9,NA,-3.7,0.1,NA,7-13,8,NA,NA
2024,4,2024_04_JAX_HOU,JAX,20,22.4,22,59,0.441,8.7,18.3,5.3,61.4,3.4,NA,1.9,9.5,1-0,4-12,0,0-1,-4.4
2024,4,2024_04_KC_LAC,KC,17,20.8,21,61,0.443,-7.8,7.2,1.9,62.7,-2.4,-12.7,-2.8,-0.1,2-1,9-15,5.4,NA,NA
2024,4,2024_04_KC_LAC,LAC,10,8.8,21,60,0.25,-16.5,4.6,-4.7,53.6,-7.9,NA,-4.4,-2.2,1-0,4-13,-4.2,0-1,-4.5
2024,4,2024_04_LA_CHI,CHI,24,21.9,20,61,0.475,7.7,1.9,2.3,55.2,-6.4,NA,-0.1,2.6,1-0,3-9,-2.6,NA,NA
2023,1,2023_01_ARI_WAS,ARI,16,13.2,24,63,0.302,-19,10.1,-6.4,59.7,-9.4,-9.8,-7.6,3.2,2-2,4-14,-5.2,0-1,-2.6
2023,1,2023_01_ARI_WAS,WAS,20,17.4,24,72,0.389,-17.8,3.4,-7.7,63.4,1.6,-17,3.6,-1.4,2-2,4-13,-7.1,NA,NA
2023,1,2023_01_BUF_NYJ,BUF,16,23.5,22,70,0.471,-9.6,11.1,3.6,73.5,6.5,-11.7,-2.1,-2.9,1-1,5-13,1.8,NA,NA
2023,1,2023_01_BUF_NYJ,NYJ,22,19,22,54,0.389,-1.1,2,2.8,51.9,-9.5,-3.9,0.3,1.2,1-0,5-13,1.3,1-1,1.6
2023,1,2023_01_CAR_ATL,ATL,24,18,25,52,0.365,-4.4,0,-3.3,48,-12.7,NA,-1.5,2.1,1-0,2-10,-5.8,NA,NA
2023,1,2023_01_CAR_ATL,CAR,10,19,25,79,0.38,-19.4,10.1,-2.7,59.7,-8.9,-13.1,-1.3,1.4,2-1,5-14,-5.4,0-2,-6.1
2023,1,2023_01_CIN_CLE,CIN,3,10.3,29,56,0.214,-31.6,9.6,-12.5,66.7,-3.8,NA,0.6,-6.5,NA,2-15,-11.3,0-1,-3.9
2023,1,2023_01_CIN_CLE,CLE,24,23.1,29,75,0.4,-8.7,11.1,-1.8,47.9,-9.5,-10.1,-2.1,2.9,1-1,4-14,-4.5,NA,NA
2023,1,2023_01_DAL_NYG,DAL,40,22.7,21,59,0.458,7.3,16.3,5.7,48.3,-3.5,NA,4.5,-0.4,1-0,6-13,4.7,1-2,0.5
2023,1,2023_01_DAL_NYG,NYG,0,8.7,21,71,0.338,-42.1,-0.8,-21.5,70,-0.1,-13.2,0.9,-11.3,5-1,5-16,-13.6,3-5,3.7
2023,1,2023_01_DET_KC,DET,21,20.2,22,69,0.391,-1.1,11.3,6.7,53.7,-6.3,-3.4,-2.7,-1.2,2-1,5-14,-6.9,1-3,0
2023,1,2023_01_DET_KC,KC,20,18.4,22,66,0.394,-6.4,20,0,73.8,12.8,-8.5,1.1,1.5,NA,5-14,-10.7,0-1,-2.7
2023,1,2023_01_GB_CHI,CHI,20,17.9,23,77,0.403,-14.8,1,-5.9,69.4,-3.5,-9.5,-1.6,-0.8,1-1,3-13,-15.5,1-2,-1.5
2023,1,2023_01_GB_CHI,GB,38,18.7,23,62,0.355,8.7,14.4,5.9,50,-5.2,NA,-2,1.3,2-0,9-16,12.2,1-2,4.3
2023,1,2023_01_HOU_BAL,BAL,25,18,23,68,0.382,-4.2,0.7,-1.7,55.6,0.1,-9.4,-2.6,0.2,2-1,8-15,2.6,NA,NA
2023,1,2023_01_HOU_BAL,HOU,9,12.6,23,78,0.321,-21.7,11.6,-9.6,75,1.2,-5.4,0.5,1,1-1,7-17,4.5,1-4,-9.4
2023,1,2023_01_JAX_IND,IND,21,17.7,29,73,0.342,-31.7,8.5,-10,68.1,-0.1,-12.4,1.4,-4,2-2,2-12,-8.9,1-5,-12.3
2023,1,2023_01_JAX_IND,JAX,31,26.3,29,69,0.493,-18.3,14.5,-7.8,52.2,-2.3,-16.2,-0.3,-1.5,2-1,3-12,-8,1-3,-4.8
2023,1,2023_01_LA_SEA,LA,30,27.8,18,84,0.5,18.6,28.4,23.3,50.6,-2.9,NA,1.2,-2.9,NA,11-17,14.2,1-1,2.7
2023,1,2023_01_LA_SEA,SEA,13,19.5,18,51,0.471,-4,6.4,-0.9,66,1.1,NA,1.2,-0.9,NA,2-9,-4.8,NA,NA
2023,1,2023_01_LV_DEN,DEN,16,18.3,13,65,0.492,4.8,11.8,3.2,65.1,0.2,NA,10.7,-5,NA,5-11,1.3,NA,NA
2023,1,2023_01_LV_DEN,LV,17,14.5,13,57,0.386,11.2,14.3,9.7,58.2,1,-4.9,9.7,1.7,1-0,5-10,2.8,1-1,2.7
2023,1,2023_01_MIA_LAC,LAC,34,30.9,21,82,0.573,13.1,13.8,13.5,55,-4,NA,-0.1,0.8,NA,9-15,2.4,0-1,-2.6
2023,1,2023_01_MIA_LAC,MIA,36,31.4,21,66,0.515,21,26.5,25.9,72.3,9.6,-10.1,4.3,-0.3,2-1,4-10,3.2,1-1,3.4
2023,1,2023_01_PHI_NE,NE,20,20,26,82,0.402,-16,20.6,-5.8,74.4,0.4,-14.6,0.2,0.5,1-1,5-16,-13.8,1-4,-3.7
2023,1,2023_01_PHI_NE,PHI,25,19.3,26,66,0.364,-4.6,9.9,-1,64.6,7.1,-3.4,0,4.3,1-1,4-13,-1.5,0-1,-2
2023,1,2023_01_SF_PIT,PIT,7,17.8,23,64,0.406,-21.8,11.2,-6.8,85.5,7.3,-8.7,3.3,-2.3,NA,5-15,-9.5,1-3,-3.9
2023,1,2023_01_SF_PIT,SF,30,21.7,23,70,0.4,9.3,10.7,7.9,52.3,-2.6,-7,-6.3,1.8,3-1,6-13,4.1,1-1,2.8
2023,1,2023_01_TB_MIN,MIN,17,19.5,23,66,0.394,-9.6,15.3,1.3,75,8,-15.5,0.3,-1.6,2-2,6-14,-6.3,NA,NA
2023,1,2023_01_TB_MIN,TB,20,16.5,23,68,0.353,-1.2,17.2,-1.8,58.5,-0.6,NA,3.8,3.5,NA,6-16,-3.5,1-1,2.1
2023,1,2023_01_TEN_NO,NO,16,17.4,24,65,0.354,-11.8,15.3,-1,61.9,-2,-9.3,-0.4,-6.1,1-0,7-16,2.2,NA,NA
2023,1,2023_01_TEN_NO,TEN,15,14,24,67,0.299,-13.1,15.5,-3,68.3,3.2,-9.7,-0.7,0.7,NA,2-12,-10.4,NA,NA
2023,2,2023_02_BAL_CIN,BAL,27,27.8,16,75,0.573,8.8,16.2,14.7,60.8,3,NA,-1.3,-6.9,NA,9-14,8.8,NA,NA
2023,2,2023_02_BAL_CIN,CIN,24,20.6,16,60,0.483,2.7,13,6,75,6.9,-6.5,0.9,-0.2,NA,10-15,9.2,1-1,2.8
2023,2,2023_02_CHI_TB,CHI,17,15.3,20,55,0.4,-6.3,2.2,-7.3,71.2,-0.2,-10.2,-1.6,3.7,2-0,6-13,1,NA,NA
2023,2,2023_02_CHI_TB,TB,27,22.3,20,71,0.423,7,11.4,13.1,56.5,-7.1,NA,-3.3,-4.7,1-0,8-15,12.7,1-1,1.9
2023,2,2023_02_CLE_PIT,CLE,22,21.8,29,89,0.393,-22.7,9.3,-5,61.2,-1,-20.4,-6.1,-2.9,3-3,5-17,-4.5,0-2,-5.2
2023,2,2023_02_CLE_PIT,PIT,26,14.6,29,54,0.259,-18.2,11,-5.5,64,1.2,-10.7,-1,4.7,1-1,4-14,-8,NA,NA
2023,2,2023_02_GB_ATL,ATL,25,25.7,20,83,0.494,6.4,18.6,12.2,51.9,-11.9,-4.2,-2.5,0,NA,6-15,4.7,3-4,5
2023,2,2023_02_GB_ATL,GB,24,23.7,20,52,0.481,4,14.1,7.4,59.2,3.3,NA,3.9,-1.4,NA,3-9,-2.2,0-1,-2.4
2023,2,2023_02_IND_HOU,HOU,20,19.4,21,84,0.417,-3.6,8.9,1.5,66.7,-7.4,-5.1,1.3,-2.9,3-1,9-19,3,2-2,4
2023,2,2023_02_IND_HOU,IND,31,26.6,21,59,0.492,10.2,13.9,13.2,63.2,4.1,NA,-2.3,-1.8,1-0,6-12,3.6,NA,NA
2023,2,2023_02_KC_JAX,JAX,9,17.1,21,70,0.4,-9.4,9.1,-3.3,78.8,12.5,-5.7,4.1,8,3-1,3-12,-7.8,0-2,-5.6
2023,2,2023_02_KC_JAX,KC,17,18.5,21,67,0.358,6.3,9.5,9.5,75,16.8,-5.6,-8.9,1.5,3-1,4-12,4.2,2-2,4.4
2023,2,2023_02_LAC_TEN,LAC,24,22,22,68,0.426,4.2,19,6.8,68.7,4.8,NA,6.7,-1,NA,2-14,-13.4,3-3,11
2023,2,2023_02_LAC_TEN,TEN,27,20.2,22,68,0.426,5.3,6.3,0.4,47.7,-13.4,NA,4.8,1.9,NA,6-13,-2.8,0-1,-3.2
2023,2,2023_02_LV_BUF,BUF,38,31.5,18,77,0.584,26.3,16.5,20.9,55.3,2.3,NA,1.8,2.5,NA,7-13,7.3,3-4,2.9
2023,2,2023_02_LV_BUF,LV,10,19,18,41,0.463,-6.4,9.5,-1.1,65,-1.5,-15.1,1.7,2.1,1-1,3-7,1.6,NA,NA
2023,2,2023_02_MIA_NE,MIA,24,29.9,22,63,0.54,5.3,14.9,13.5,53.2,-2.9,-2.6,-1,-6.7,2-0,4-10,-3.1,NA,NA
2023,2,2023_02_MIA_NE,NE,17,25.9,22,74,0.541,-3,14.2,-1,68.5,3.9,-7.5,4,1.8,1-1,7-15,-0.8,1-2,-0.5
2023,2,2023_02_MIN_PHI,MIN,28,26,23,58,0.466,6.7,12.2,11.1,84.5,9,-14,0.3,2,3-3,6-10,11.3,1-1,2.6
2023,2,2023_02_MIN_PHI,PHI,34,26.7,23,81,0.481,11.3,9.5,10.8,41.6,-12.3,-2.2,-3.5,2.8,NA,6-14,2.1,1-1,1.8
2023,2,2023_02_NO_CAR,CAR,17,20.2,22,62,0.435,-3.9,8.1,-1.3,69.5,-3.5,-4.8,-0.6,5.1,1-1,4-14,-7.6,1-1,2.4
2023,2,2023_02_NO_CAR,NO,20,26.3,22,75,0.493,3.7,14.7,9.3,58.1,1.5,-3.2,1.5,-1.9,NA,7-15,-1.9,NA,NA
2023,2,2023_02_NYG_ARI,ARI,28,22.8,20,70,0.443,7.7,16.8,11.3,55.6,-3.4,NA,1.7,-2.5,NA,4-10,1.6,NA,NA
2023,2,2023_02_NYG_ARI,NYG,31,27,20,71,0.507,12.2,16,14.1,67.6,1,-6.6,-2,-0.2,NA,7-12,5.3,1-1,2
2023,2,2023_02_NYJ_DAL,DAL,30,22.4,23,85,0.424,8.9,15.4,6.1,51.2,-5.8,NA,2.8,2.2,1-0,9-17,5.8,NA,NA
2023,2,2023_02_NYJ_DAL,NYJ,10,14.4,23,49,0.367,-20.3,7.1,-11.6,74.5,1.2,-19.7,5,1.1,1-1,1-10,-11,1-1,2.4
2023,2,2023_02_SEA_DET,DET,31,23.9,21,66,0.5,-2,13.1,2.2,59.1,-10.7,-14.8,3.8,0.1,2-2,6-11,3.8,1-3,-3.4
2023,2,2023_02_SEA_DET,SEA,37,29.8,21,74,0.527,8.7,17.3,18,68.6,9.7,NA,-3.4,-6.1,NA,5-11,2.1,1-1,2.4
2023,2,2023_02_SF_LA,LA,23,22.2,20,80,0.462,-2,22,5.5,75.9,11.3,-9.4,-3.4,3.7,NA,7-14,-4.3,1-2,-0.3
2023,2,2023_02_SF_LA,SF,30,23.9,20,57,0.474,8.5,13.7,9.3,49.1,-8.9,NA,-0.6,0.9,2-0,2-10,-8,NA,NA
2023,2,2023_02_WAS_DEN,DEN,33,25.1,22,67,0.463,8.8,1.3,10.9,67.2,-1.9,-7.9,2.6,-0.5,2-1,4-12,-1.6,2-2,1.6
2023,2,2023_02_WAS_DEN,WAS,35,24.8,22,75,0.48,11.9,8.1,6.7,70.8,9.7,NA,2.5,-5,1-0,3-10,-3.9,1-1,4.5
2023,3,2023_03_ATL_DET,ATL,6,13.3,24,68,0.324,-23.9,12.1,-10,71.6,-5.1,-5.2,5.1,-4.3,1-1,4-14,-3.2,0-1,-2.9
2023,3,2023_03_ATL_DET,DET,20,20.9,24,67,0.388,-4.5,16.5,4.8,55.2,-3.2,-2.8,-2.3,-0.9,NA,4-13,-3.4,NA,NA
2023,3,2023_03_BUF_WAS,BUF,37,23.5,21,67,0.418,13,18.4,16,57.6,0.1,-0.9,-3.7,3,NA,9-15,9.6,0-1,-3.3
2023,3,2023_03_BUF_WAS,WAS,3,14.8,21,54,0.407,-28.7,1,-12.8,75.9,9.4,-23.1,1.6,0.2,1-1,1-9,-19.4,0-1,-2.7
2023,3,2023_03_CAR_SEA,CAR,27,21,25,87,0.368,1.4,22,6.6,83.5,7.6,NA,2.1,-0.9,NA,10-20,11.5,0-1,-3.2
2023,3,2023_03_CAR_SEA,SEA,37,31.3,25,72,0.528,16.7,14,13.4,57.1,1.9,-2.9,-0.1,3.7,NA,3-12,-9,1-1,1.7
2023,3,2023_03_CHI_KC,CHI,10,14.6,21,53,0.358,-17.9,7.4,-4.3,56.9,-8.3,-8.4,-0.7,-1.4,1-1,4-12,-5.1,1-2,-1.2
2023,3,2023_03_CHI_KC,KC,41,28.3,21,77,0.506,18.2,20.8,16.7,57.3,1.5,-11.2,2.2,2.3,NA,10-14,5.1,NA,NA
2023,3,2023_03_DAL_ARI,ARI,28,25.2,17,62,0.532,18.4,7.5,10.4,50.9,-5,NA,2.9,4.4,NA,5-10,-0.2,NA,NA
2023,3,2023_03_DAL_ARI,DAL,16,22.6,17,84,0.464,4.9,9.1,14.1,61.7,-7,-4.9,-1.2,2.3,NA,9-16,2,0-1,-3.3
2023,3,2023_03_DEN_MIA,DEN,20,18.7,28,63,0.333,-11.5,6.2,-2.3,67.7,-4,-14.5,-3.1,6,3-2,3-12,-6.9,0-1,-2.8
2023,3,2023_03_DEN_MIA,MIA,70,45,28,74,0.622,46.2,14.5,37.2,40.3,-5.8,NA,-1.8,0.5,NA,5-9,10.2,1-2,-1.1
2023,3,2023_03_HOU_JAX,HOU,37,25.6,22,59,0.458,15.1,15.4,13.5,55.4,0.9,NA,-2.9,4.6,NA,9-15,9.8,NA,NA
2023,3,2023_03_HOU_JAX,JAX,17,22.1,22,77,0.455,-11,12.2,1.5,65.8,-2.9,-6.4,-1.8,-6.8,1-1,5-13,-7.1,0-1,-2.8
2023,3,2023_03_IND_BAL,BAL,19,28,31,73,0.479,-12.4,5.1,-4,55.6,-4.6,-8.9,1.4,-1.3,4-2,6-16,-4.9,0-1,-2.1
2023,3,2023_03_IND_BAL,IND,22,23.4,31,88,0.386,-7,16.4,-3.1,58.3,-6.8,NA,-1.4,7.3,1-0,8-22,-8.8,0-1,-2.9
2023,3,2023_03_LAC_MIN,LAC,28,26.2,22,66,0.485,4,15.9,10.7,78.5,18.5,-5.1,-3.5,-5.6,4-1,5-11,2.4,1-2,-0.2
2023,3,2023_03_LAC_MIN,MIN,24,25.9,22,86,0.477,-0.3,17.8,10.9,69.9,2.4,-8.7,7.5,0,1-1,4-14,-4.4,2-3,4.5
2023,3,2023_03_LA_CIN,CIN,19,18.5,25,77,0.338,-4.8,22.5,3.4,72.6,8.5,-4.1,-2.4,2.8,NA,5-15,-1.7,1-1,2.1
2023,3,2023_03_LA_CIN,LA,16,19.2,25,56,0.375,-8.5,7,-1.2,78.2,12.6,-8.7,-1.5,-0.1,NA,1-11,-8.8,1-1,2.5
2023,3,2023_03_NE_NYJ,NE,15,20.5,26,74,0.351,-11.1,15.1,5.7,43.7,-15.9,NA,-3.7,-7,NA,8-19,-0.4,NA,NA
2023,3,2023_03_NE_NYJ,NYJ,10,12.9,26,64,0.281,-18.8,7.6,-8.3,66.1,-7.1,NA,1.3,3.3,1-0,2-14,-10.6,1-2,-0.5
2023,3,2023_03_NO_GB,GB,18,20.3,22,78,0.397,-7.3,17.3,6,71.6,1.5,-0.9,-0.5,-6.3,1-0,8-17,3.4,1-3,-3.3
2023,3,2023_03_NO_GB,NO,17,19.4,22,63,0.413,-7.2,10.8,-0.2,62.3,0.4,NA,-2,-1.1,NA,4-14,-6.9,1-1,1.5
