gid,season,week,gameday,game_type,team,opp,pts,pts_allowed,is_home,plays,pr_all,proe,proe_fastr,expl_off,expl20_off,expl_off_n,epa_off,succ_off,spp_neut,spp_neut_n,spp_neut_run,spp_neut_run_n,plays_neut,pr_neut,nh_neut,proe_neut,pr_wp,def_plays,expl_def,expl20_def,epa_def,succ_def,pts_off,drives,ppd
2017_15_BAL_CLE,2017,15,2017-12-17,REG,BAL,CLE,27.0,10.0,0,72,0.5972222222222222,11.998172349055572,,0.09722222222222222,0.05555555555555555,7,0.047684912909680216,0.4305555555555556,30.853658536585368,41,38.8235294117647,17,48.0,0.6041666666666666,0.0,10.30126803554239,0.6,57,0.05263157894736842,0.03508771929824561,-0.34760419584430713,0.2807017543859649,20.0,11,1.8181818181818181
2017_15_BAL_CLE,2017,15,2017-12-17,REG,CLE,BAL,10.0,27.0,1,57,0.6666666666666666,-0.5724934832388401,,0.05263157894736842,0.03508771929824561,3,-0.34760419584430713,0.2807017543859649,34.8125,16,38.2,10,25.0,0.44,0.04,-11.214886203009819,0.5517241379310345,72,0.09722222222222222,0.05555555555555555,0.047684912909680216,0.4305555555555556,10.0,12,0.8333333333333334
2017_15_CIN_MIN,2017,15,2017-12-17,REG,CIN,MIN,7.0,34.0,0,51,0.6078431372549019,-5.624348167030867,,0.0196078431372549,0.0196078431372549,1,-0.5217054442158163,0.27450980392156865,32.25,4,45.0,2,6.0,0.6666666666666666,0.0,17.978551545218984,0.6666666666666666,58,0.15517241379310345,0.1206896551724138,0.040873573533080285,0.3620689655172414,7.0,13,0.5384615384615384
2017_15_CIN_MIN,2017,15,2017-12-17,REG,MIN,CIN,34.0,7.0,1,58,0.46551724137931033,-2.038434668067788,,0.15517241379310345,0.1206896551724138,9,0.040873573533080285,0.3620689655172414,30.545454545454547,11,31.333333333333332,6,13.0,0.46153846153846156,0.15384615384615385,-5.807436741339652,0.46153846153846156,51,0.0196078431372549,0.0196078431372549,-0.5217054442158163,0.27450980392156865,27.0,13,2.076923076923077
2017_15_DAL_OAK,2017,15,2017-12-17,REG,DAL,LV,20.0,17.0,0,59,0.4915254237288136,-4.6315057293884205,,0.1016949152542373,0.05084745762711865,6,0.06461572121274374,0.4745762711864407,33.46875,32,39.411764705882355,17,38.0,0.47368421052631576,0.10526315789473684,-7.309051150614718,0.5,61,0.06557377049180328,0.03278688524590164,0.035387205242091845,0.39344262295081966,20.0,9,2.2222222222222223
2017_15_DAL_OAK,2017,15,2017-12-17,REG,LV,DAL,17.0,20.0,1,61,0.6229508196721312,-2.817554733957585,,0.06557377049180328,0.03278688524590164,4,0.035387205242091845,0.39344262295081966,27.714285714285715,7,37.5,4,11.0,0.6363636363636364,0.0,8.461650379509466,0.5666666666666667,59,0.1016949152542373,0.05084745762711865,0.06461572121274374,0.4745762711864407,17.0,9,1.8888888888888888
2017_15_GB_CAR,2017,15,2017-12-17,REG,GB,CAR,24.0,31.0,0,65,0.7076923076923077,5.557232895388697,,0.1076923076923077,0.09230769230769231,7,0.10844735921823799,0.46153846153846156,30.5,20,40.0,10,25.0,0.56,0.32,1.6030172315357287,0.6153846153846154,67,0.13432835820895522,0.05970149253731343,0.1827057617572646,0.43283582089552236,24.0,11,2.1818181818181817
2017_15_GB_CAR,2017,15,2017-12-17,REG,CAR,GB,31.0,24.0,1,67,0.47761194029850745,-4.70989579900887,,0.13432835820895522,0.05970149253731343,9,0.1827057617572646,0.43283582089552236,30.977272727272727,44,36.0,25,52.0,0.5,0.23076923076923078,-2.0518370822647687,0.5,65,0.1076923076923077,0.09230769230769231,0.10844735921823799,0.46153846153846156,31.0,11,2.8181818181818183
2017_15_HOU_JAX,2017,15,2017-12-17,REG,HOU,JAX,7.0,45.0,0,56,0.625,-4.857057949917625,,0.05357142857142857,0.03571428571428571,3,-0.27889464940581105,0.2857142857142857,26.714285714285715,7,43.5,4,10.0,0.6,0.0,-0.5520060361269783,0.6,66,0.10606060606060606,0.07575757575757576,0.2576500206107768,0.45454545454545453,7.0,14,0.5
2017_15_HOU_JAX,2017,15,2017-12-17,REG,JAX,HOU,45.0,7.0,1,66,0.45454545454545453,-0.49013150523077537,,0.10606060606060606,0.07575757575757576,7,0.2576500206107768,0.45454545454545453,32.77777777777778,18,33.6,10,21.0,0.47619047619047616,0.0,3.0966271463058894,0.4444444444444444,56,0.05357142857142857,0.03571428571428571,-0.27889464940581105,0.2857142857142857,45.0,14,3.2142857142857144
2017_15_LA_SEA,2017,15,2017-12-17,REG,LA,SEA,42.0,7.0,0,68,0.36764705882352944,-10.78358510623051,,0.11764705882352941,0.014705882352941176,8,0.033671066497153304,0.39705882352941174,24.75,8,43.333333333333336,3,11.0,0.6363636363636364,0.09090909090909091,10.095153356263554,0.7,53,0.11320754716981132,0.03773584905660377,-0.4665619446086364,0.24528301886792453,40.0,14,2.857142857142857
2017_15_LA_SEA,2017,15,2017-12-17,REG,SEA,LA,7.0,42.0,1,53,0.6792452830188679,-0.4286830709102872,,0.11320754716981132,0.03773584905660377,6,-0.4665619446086364,0.24528301886792453,26.0,6,35.0,3,9.0,0.6666666666666666,0.0,6.491750482555097,0.6666666666666666,68,0.11764705882352941,0.014705882352941176,0.033671066497153304,0.39705882352941174,7.0,15,0.4666666666666667
2017_15_MIA_BUF,2017,15,2017-12-17,REG,MIA,BUF,16.0,24.0,0,73,0.7123287671232876,2.6303209206491074,,0.0684931506849315,0.0273972602739726,5,-0.08521372275394674,0.4383561643835616,34.16,25,40.53846153846154,13,29.0,0.5517241379310345,0.034482758620689655,-3.4648870727289154,0.5517241379310345,60,0.16666666666666666,0.06666666666666667,0.07658027682477955,0.45,16.0,12,1.3333333333333333
2017_15_MIA_BUF,2017,15,2017-12-17,REG,BUF,MIA,24.0,16.0,1,60,0.5166666666666667,-0.6384084358611877,,0.16666666666666666,0.06666666666666667,10,0.07658027682477955,0.45,28.428571428571427,21,32.9,10,26.0,0.5769230769230769,0.038461538461538464,1.9527609871316254,0.5769230769230769,73,0.0684931506849315,0.0273972602739726,-0.08521372275394674,0.4383561643835616,24.0,11,2.1818181818181817
2017_15_NE_PIT,2017,15,2017-12-17,REG,NE,PIT,27.0,24.0,0,54,0.6851851851851852,6.885494493420192,,0.1111111111111111,0.09259259259259259,6,0.2549721066866371,0.5370370370370371,30.714285714285715,35,37.833333333333336,12,41.0,0.6829268292682927,0.04878048780487805,10.544961239383834,0.6829268292682927,63,0.09523809523809523,0.031746031746031744,0.24878101071366146,0.47619047619047616,27.0,10,2.7
2017_15_NE_PIT,2017,15,2017-12-17,REG,PIT,NE,24.0,27.0,1,63,0.5079365079365079,-7.175323214286353,,0.09523809523809523,0.031746031746031744,6,0.24878101071366146,0.47619047619047616,35.0625,32,39.46666666666667,15,41.0,0.5609756097560976,0.17073170731707318,-1.6341106356691022,0.5217391304347826,54,0.1111111111111111,0.09259259259259259,0.2549721066866371,0.5370370370370371,24.0,9,2.6666666666666665
2017_15_NYJ_NO,2017,15,2017-12-17,REG,NYJ,NO,19.0,31.0,0,69,0.5942028985507246,-6.96342102510903,,0.11594202898550725,0.028985507246376812,8,-0.07418222777899888,0.34782608695652173,30.9,20,38.23076923076923,13,25.0,0.48,0.0,-14.92497023968134,0.46511627906976744,63,0.12698412698412698,0.09523809523809523,0.09723482159373491,0.42857142857142855,19.0,13,1.4615384615384615
2017_15_NYJ_NO,2017,15,2017-12-17,REG,NO,NYJ,31.0,19.0,1,63,0.5714285714285714,9.009185919476485,,0.12698412698412698,0.09523809523809523,8,0.09723482159373491,0.42857142857142855,29.529411764705884,34,34.357142857142854,14,42.0,0.5952380952380952,0.0,9.523015542133177,0.5952380952380952,69,0.11594202898550725,0.028985507246376812,-0.07418222777899888,0.34782608695652173,31.0,13,2.3846153846153846
2017_15_PHI_NYG,2017,15,2017-12-17,REG,PHI,NYG,34.0,29.0,0,65,0.6,5.732215222118229,,0.06153846153846154,0.03076923076923077,4,0.12431563337250094,0.4153846153846154,30.73076923076923,26,36.9,10,33.0,0.696969696969697,0.12121212121212122,15.371046932873988,0.7222222222222222,81,0.09876543209876543,0.06172839506172839,0.15653075225501342,0.4691358024691358,34.0,12,2.8333333333333335
2017_15_PHI_NYG,2017,15,2017-12-17,REG,NYG,PHI,29.0,34.0,1,81,0.7160493827160493,7.079906778876456,,0.09876543209876543,0.06172839506172839,8,0.15653075225501342,0.4691358024691358,27.027027027027028,37,31.545454545454547,11,45.0,0.7111111111111111,0.5777777777777777,14.041163648328787,0.7358490566037735,65,0.06153846153846154,0.03076923076923077,0.12431563337250094,0.4153846153846154,29.0,12,2.4166666666666665
2017_15_TEN_SF,2017,15,2017-12-17,REG,TEN,SF,23.0,25.0,0,62,0.5483870967741935,-4.918061263946038,,0.08064516129032258,0.04838709677419355,5,0.10419551758122364,0.43548387096774194,33.645161290322584,31,37.35294117647059,17,36.0,0.5,0.4166666666666667,-5.959131196245738,0.5121951219512195,67,0.05970149253731343,0.04477611940298507,0.14718025787060388,0.47761194029850745,23.0,8,2.875
2017_15_TEN_SF,2017,15,2017-12-17,REG,SF,TEN,25.0,23.0,1,67,0.6716417910447762,9.597113399664227,,0.05970149253731343,0.04477611940298507,4,0.14718025787060388,0.47761194029850745,31.114285714285714,35,36.857142857142854,14,39.0,0.6410256410256411,0.1794871794871795,7.919667185710095,0.625,62,0.08064516129032258,0.04838709677419355,0.10419551758122364,0.43548387096774194,25.0,9,2.7777777777777777
2017_15_ATL_TB,2017,15,2017-12-18,REG,ATL,TB,24.0,21.0,0,67,0.47761194029850745,-3.6395708214862137,,0.13432835820895522,0.08955223880597014,9,0.24228782465418688,0.47761194029850745,32.08571428571429,35,38.63636363636363,22,41.0,0.43902439024390244,0.07317073170731707,-5.946490461783099,0.475,53,0.07547169811320754,0.05660377358490566,0.2539548806780912,0.5849056603773585,24.0,9,2.6666666666666665
2017_15_ATL_TB,2017,15,2017-12-18,REG,TB,ATL,21.0,24.0,1,53,0.660377358490566,3.2532552155327346,,0.07547169811320754,0.05660377358490566,4,0.2539548806780912,0.5849056603773585,36.9,20,40.0,11,24.0,0.4583333333333333,0.0,-6.334992168148955,0.5151515151515151,67,0.13432835820895522,0.08955223880597014,0.24228782465418688,0.47761194029850745,21.0,10,2.1
2017_16_IND_BAL,2017,16,2017-12-23,REG,IND,BAL,16.0,23.0,0,59,0.5932203389830508,-8.254820484211207,,0.1016949152542373,0.05084745762711865,6,0.031184252369267137,0.3728813559322034,34.13333333333333,15,37.55555555555556,9,19.0,0.42105263157894735,0.0,-15.439607682194431,0.5609756097560976,68,0.058823529411764705,0.029411764705882353,0.13622855513099807,0.4264705882352941,16.0,9,1.7777777777777777
2017_16_IND_BAL,2017,16,2017-12-23,REG,BAL,IND,23.0,16.0,1,68,0.5735294117647058,5.953541923564212,,0.058823529411764705,0.029411764705882353,4,0.13622855513099807,0.4264705882352941,32.53488372093023,43,33.61904761904762,21,49.0,0.5714285714285714,0.04081632653061224,3.896493042736342,0.6382978723404256,59,0.1016949152542373,0.05084745762711865,0.031184252369267137,0.3728813559322034,23.0,9,2.5555555555555554
2017_16_MIN_GB,2017,16,2017-12-23,REG,MIN,GB,16.0,0.0,0,58,0.4827586206896552,0.15673150840391564,,0.10344827586206896,0.05172413793103448,6,-0.12053195377255202,0.3620689655172414,29.846153846153847,13,34.375,8,16.0,0.5,0.0625,-3.4837662620636904,0.5,64,0.03125,0.03125,-0.3873491821228859,0.28125,16.0,12,1.3333333333333333
2017_16_MIN_GB,2017,16,2017-12-23,REG,GB,MIN,0.0,16.0,1,64,0.625,-6.399081231128211,,0.03125,0.03125,2,-0.3873491821228859,0.28125,34.125,8,39.6,5,11.0,0.45454545454545453,0.0,-14.474981389791402,0.6333333333333333,58,0.10344827586206896,0.05172413793103448,-0.12053195377255202,0.3620689655172414,0.0,12,0.0
2017_16_ATL_NO,2017,16,2017-12-24,REG,ATL,NO,13.0,23.0,0,60,0.6833333333333333,-0.9962146869327367,,0.11666666666666667,0.06666666666666667,7,-0.13591007574670103,0.35,37.30769230769231,13,38.0,8,17.0,0.47058823529411764,0.0,-8.203280316380658,0.5,57,0.12280701754385964,0.08771929824561403,-0.07547980781541402,0.3508771929824561,13.0,13,1.0
2017_16_ATL_NO,2017,16,2017-12-24,REG,NO,ATL,23.0,13.0,1,57,0.5087719298245614,-0.3558120964074942,,0.12280701754385964,0.08771929824561403,7,-0.07547980781541402,0.3508771929824561,34.44,25,38.07692307692308,13,28.0,0.5,0.0,-4.995422374020505,0.5,60,0.11666666666666667,0.06666666666666667,-0.13591007574670103,0.35,23.0,12,1.9166666666666667
2017_16_BUF_NE,2017,16,2017-12-24,REG,BUF,NE,16.0,37.0,0,68,0.6470588235294118,-1.4738453019949098,,0.07352941176470588,0.058823529411764705,5,-0.10999884144572177,0.3382352941176471,31.91176470588235,34,36.166666666666664,18,40.0,0.525,0.0,-4.495390026210439,0.6078431372549019,66,0.13636363636363635,0.030303030303030304,0.21049326185021863,0.5454545454545454,9.0,9,1.0
2017_16_BUF_NE,2017,16,2017-12-24,REG,NE,BUF,37.0,16.0,1,66,0.45454545454545453,-2.0320855083988296,,0.13636363636363635,0.030303030303030304,9,0.21049326185021863,0.5454545454545454,28.80952380952381,42,28.523809523809526,21,49.0,0.5306122448979592,0.10204081632653061,-0.9459682171462296,0.5306122448979592,68,0.07352941176470588,0.058823529411764705,-0.10999884144572177,0.3382352941176471,37.0,10,3.7
2017_16_CLE_CHI,2017,16,2017-12-24,REG,CLE,CHI,3.0,20.0,0,57,0.6491228070175439,-4.725904381324126,,0.03508771929824561,0.03508771929824561,2,-0.3903741761903655,0.3508771929824561,35.0,23,40.857142857142854,14,28.0,0.4642857142857143,0.0,-12.814910759722181,0.5161290322580645,58,0.10344827586206896,0.05172413793103448,-0.039641362547254325,0.3448275862068966,3.0,12,0.25
2017_16_CLE_CHI,2017,16,2017-12-24,REG,CHI,CLE,20.0,3.0,1,58,0.46551724137931033,-8.504610316045914,,0.10344827586206896,0.05172413793103448,6,-0.039641362547254325,0.3448275862068966,36.23529411764706,17,37.166666666666664,12,23.0,0.34782608695652173,0.0,-24.09149460723884,0.4666666666666667,57,0.03508771929824561,0.03508771929824561,-0.3903741761903655,0.3508771929824561,20.0,11,1.8181818181818181
2017_16_DEN_WAS,2017,16,2017-12-24,REG,DEN,WAS,11.0,27.0,0,71,0.5915492957746479,-12.788049104599219,,0.09859154929577464,0.056338028169014086,7,-0.23253213230347936,0.352112676056338,33.34615384615385,26,37.23529411764706,17,33.0,0.42424242424242425,0.0,-16.848445328363585,0.5128205128205128,64,0.125,0.078125,0.022042944159745566,0.359375,11.0,13,0.8461538461538461
2017_16_DEN_WAS,2017,16,2017-12-24,REG,WAS,DEN,27.0,11.0,1,64,0.578125,6.86242696215435,,0.125,0.078125,8,0.022042944159745566,0.359375,32.31578947368421,38,39.625,16,45.0,0.6444444444444445,0.0,9.841959446588326,0.6666666666666666,71,0.09859154929577464,0.056338028169014086,-0.23253213230347936,0.352112676056338,27.0,13,2.076923076923077
2017_16_DET_CIN,2017,16,2017-12-24,REG,DET,CIN,17.0,26.0,0,59,0.6271186440677966,1.4369818575411322,,0.0847457627118644,0.05084745762711865,5,-0.09471450105361094,0.3898305084745763,34.93103448275862,29,38.1764705882353,17,37.0,0.5405405405405406,0.0,-1.2050386938911604,0.575,76,0.10526315789473684,0.02631578947368421,0.005458736951912966,0.4473684210526316,17.0,11,1.5454545454545454
2017_16_DET_CIN,2017,16,2017-12-24,REG,CIN,DET,26.0,17.0,1,76,0.5789473684210527,2.9862752643815056,,0.10526315789473684,0.02631578947368421,8,0.005458736951912966,0.4473684210526316,30.19047619047619,42,33.76190476190476,21,50.0,0.56,0.0,1.8620692171487105,0.603448275862069,59,0.0847457627118644,0.05084745762711865,-0.09471450105361094,0.3898305084745763,26.0,12,2.1666666666666665
2017_16_JAX_SF,2017,16,2017-12-24,REG,JAX,SF,33.0,44.0,0,80,0.65,-3.1767798936601817,,0.075,0.0625,6,0.012937989239187063,0.4625,32.142857142857146,14,38.25,8,20.0,0.55,0.0,-8.436161619550504,0.5897435897435898,65,0.09230769230769231,0.06153846153846154,0.28077471542395066,0.49230769230769234,31.0,13,2.3846153846153846
